E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	E16	E17	E18	E19	E20	E21	E22	E23	E24	E25	E26	E27	E28	E29	E30	E31	E32	E33	E34	E35	E36	E37	E38	E39	E40	E41	E42	E43	E44	E45	E46	E47	E48	E49	E50	E51	E52	E53	E54	E55	E56	E57	E58	E59	E60	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	EQ	SQ	accuracy	gender	age
1	1	2	1	1	4	1	4	3	3	3	1	2	1	1	3	3	2	1	1	4	4	3	1	1	4	4	4	1	1	1	2	1	3	2	1	1	4	3	3	1	4	3	3	4	1	1	1	4	4	4	2	1	2	1	3	4	1	4	3	1	1	2	1	1	4	1	4	3	3	3	1	2	1	1	3	3	2	1	1	4	4	3	1	1	4	4	4	1	1	1	2	1	3	2	1	1	4	3	3	1	4	3	3	4	1	1	1	4	4	4	2	1	2	1	3	4	1	4	3	63	13	100	2	58
2	1	3	4	0	3	3	2	1	2	1	1	4	3	4	3	2	1	4	4	4	4	1	1	4	2	3	1	4	4	1	1	4	4	2	2	4	1	4	1	4	1	1	4	1	4	3	3	4	3	1	2	4	1	4	2	1	4	4	2	2	1	3	4	0	3	3	2	1	2	1	1	4	3	4	3	2	1	4	4	4	4	1	1	4	2	3	1	4	4	1	1	4	4	2	2	4	1	4	1	4	1	1	4	1	4	3	3	4	3	1	2	4	1	4	2	1	4	4	2	9	66	100	3	18
3	2	3	1	3	1	2	2	2	3	2	1	4	1	3	3	3	1	2	4	2	3	2	1	3	2	2	3	2	4	2	2	3	4	2	2	2	2	2	2	2	3	2	3	2	2	3	2	3	1	3	3	3	3	3	3	2	4	2	3	3	2	3	1	3	1	2	2	2	3	2	1	4	1	3	3	3	1	2	4	2	3	2	1	3	2	2	3	2	4	2	2	3	4	2	2	2	2	2	2	2	3	2	3	2	2	3	2	3	1	3	3	3	3	3	3	2	4	2	3	21	36	75	1	22
4	1	2	2	4	1	3	2	1	3	1	1	3	1	3	4	2	1	3	4	3	3	1	1	4	2	4	2	3	3	2	2	4	4	2	2	3	3	2	1	3	1	2	3	3	1	2	3	4	2	2	1	3	1	3	2	2	3	3	2	4	1	2	2	4	1	3	2	1	3	1	1	3	1	3	4	2	1	3	4	3	3	1	1	4	2	4	2	3	3	2	2	4	4	2	2	3	3	2	1	3	1	2	3	3	1	2	3	4	2	2	1	3	1	3	2	2	3	3	2	12	50	95	1	29
4	2	2	3	4	1	1	2	2	3	1	1	3	4	3	2	3	2	2	4	3	4	2	4	2	1	2	2	1	2	2	2	3	3	3	4	2	2	3	2	2	3	3	4	3	3	1	2	3	3	3	2	3	2	3	1	3	3	3	2	4	2	2	3	4	1	1	2	2	3	1	1	3	4	3	2	3	2	2	4	3	4	2	4	2	1	2	2	1	2	2	2	3	3	3	4	2	2	3	2	2	3	3	4	3	3	1	2	3	3	3	2	3	2	3	1	3	3	3	2	38	34	95	2	53
4	2	4	4	1	2	1	4	1	2	4	2	2	2	2	4	1	3	1	1	1	4	3	3	4	3	1	4	2	2	2	4	1	2	0	1	3	2	1	4	3	3	4	4	4	3	2	1	1	4	3	1	1	2	3	2	4	2	3	4	4	2	4	4	1	2	1	4	1	2	4	2	2	2	2	4	1	3	1	1	1	4	3	3	4	3	1	4	2	2	2	4	1	2	0	1	3	2	1	4	3	3	4	4	4	3	2	1	1	4	3	1	1	2	3	2	4	2	3	4	10	16	85	2	15
4	1	3	1	2	2	2	2	4	3	3	2	3	2	2	2	3	1	3	3	2	3	3	3	2	2	2	3	2	4	3	2	3	3	2	2	2	3	4	3	3	3	2	4	3	3	3	2	2	3	2	3	3	1	2	2	2	4	3	2	4	1	3	1	2	2	2	2	4	3	3	2	3	2	2	2	3	1	3	3	2	3	3	3	2	2	2	3	2	4	3	2	3	3	2	2	2	3	4	3	3	3	2	4	3	3	3	2	2	3	2	3	3	1	2	2	2	4	3	2	34	25	99	2	18
3	2	2	2	2	2	2	1	2	2	2	2	3	4	3	2	2	2	3	2	1	2	2	1	3	2	1	3	2	3	1	2	2	2	3	3	2	2	2	2	3	3	3	4	2	4	4	2	3	3	2	1	3	2	3	2	3	4	3	2	3	2	2	2	2	2	2	1	2	2	2	2	3	4	3	2	2	2	3	2	1	2	2	1	3	2	1	3	2	3	1	2	2	2	3	3	2	2	2	2	3	3	3	4	2	4	4	2	3	3	2	1	3	2	3	2	3	4	3	2	48	29	90	2	43
3	1	3	2	3	3	2	4	3	2	2	2	3	3	3	3	3	1	3	4	3	3	3	1	2	3	3	4	2	2	2	3	3	3	2	2	2	4	3	2	3	2	2	3	2	2	3	2	3	3	2	0	3	1	3	2	2	2	3	2	3	1	3	2	3	3	2	4	3	2	2	2	3	3	3	3	3	1	3	4	3	3	3	1	2	3	3	4	2	2	2	3	3	3	2	2	2	4	3	2	3	2	2	3	2	2	3	2	3	3	2	0	3	1	3	2	2	2	3	2	16	29	73	1	19
3	3	3	2	4	4	4	1	2	2	1	1	4	4	3	2	2	1	2	4	3	2	3	1	3	2	4	3	4	3	1	1	4	3	1	2	4	2	4	1	2	1	1	3	2	3	1	1	3	2	3	2	3	1	3	1	1	2	2	3	3	3	3	2	4	4	4	1	2	2	1	1	4	4	3	2	2	1	2	4	3	2	3	1	3	2	4	3	4	3	1	1	4	3	1	2	4	2	4	1	2	1	1	3	2	3	1	1	3	2	3	2	3	1	3	1	1	2	2	3	41	48	90	1	31
2	1	4	4	4	1	1	1	1	4	1	4	1	2	1	4	2	2	4	4	1	1	1	1	2	2	1	4	4	3	4	1	3	1	4	1	1	1	4	4	3	2	4	4	4	4	2	2	1	4	4	4	4	4	3	4	3	4	4	1	2	1	4	4	4	1	1	1	1	4	1	4	1	2	1	4	2	2	4	4	1	1	1	1	2	2	1	4	4	3	4	1	3	1	4	1	1	1	4	4	3	2	4	4	4	4	2	2	1	4	4	4	4	4	3	4	3	4	4	1	26	34	89	2	22
4	2	4	1	1	3	1	3	2	3	4	2	1	3	1	3	4	1	1	1	3	3	4	1	4	4	1	4	1	2	1	3	1	3	1	1	1	1	3	2	2	1	2	4	4	4	2	1	3	3	4	1	1	2	1	4	4	2	4	2	4	2	4	1	1	3	1	3	2	3	4	2	1	3	1	3	4	1	1	1	3	3	4	1	4	4	1	4	1	2	1	3	1	3	1	1	1	1	3	2	2	1	2	4	4	4	2	1	3	3	4	1	1	2	1	4	4	2	4	2	64	22	100	2	20
2	2	3	2	2	3	2	2	2	3	4	3	2	1	1	3	3	3	2	2	3	3	3	3	2	3	2	3	2	2	3	3	2	2	3	3	2	3	2	3	3	4	3	2	4	4	3	0	2	3	3	3	2	2	2	3	3	3	3	3	2	2	3	2	2	3	2	2	2	3	4	3	2	1	1	3	3	3	2	2	3	3	3	3	2	3	2	3	2	2	3	3	2	2	3	3	2	3	2	3	3	4	3	2	4	4	3	0	2	3	3	3	2	2	2	3	3	3	3	3	38	1	96	2	17
2	2	4	2	3	4	3	2	2	2	2	2	4	2	3	3	1	2	2	3	1	4	4	2	2	3	3	1	1	2	2	2	3	2	4	2	3	2	3	3	3	3	2	3	3	3	3	1	3	3	2	3	1	2	2	3	2	3	3	3	2	2	4	2	3	4	3	2	2	2	2	2	4	2	3	3	1	2	2	3	1	4	4	2	2	3	3	1	1	2	2	2	3	2	4	2	3	2	3	3	3	3	2	3	3	3	3	1	3	3	2	3	1	2	2	3	2	3	3	3	23	23	90	2	17
2	2	3	2	3	2	1	2	3	4	3	3	2	1	1	3	3	1	1	4	1	4	2	2	2	2	1	3	2	3	4	3	3	1	3	2	2	2	3	4	2	4	1	4	3	1	2	2	1	2	1	3	3	4	3	4	4	1	4	2	2	2	3	2	3	2	1	2	3	4	3	3	2	1	1	3	3	1	1	4	1	4	2	2	2	2	1	3	2	3	4	3	3	1	3	2	2	2	3	4	2	4	1	4	3	1	2	2	1	2	1	3	3	4	3	4	4	1	4	2	33	21	90	2	25
3	2	4	2	3	2	2	4	3	2	3	3	2	2	2	3	2	3	2	3	1	4	2	3	2	3	3	3	1	3	2	3	3	2	3	1	2	2	2	3	2	3	2	4	3	3	2	2	2	3	3	3	3	2	2	3	2	3	3	2	3	2	4	2	3	2	2	4	3	2	3	3	2	2	2	3	2	3	2	3	1	4	2	3	2	3	3	3	1	3	2	3	3	2	3	1	2	2	2	3	2	3	2	4	3	3	2	2	2	3	3	3	3	2	2	3	2	3	3	2	27	15	85	3	15
1	3	2	1	4	4	3	3	4	4	4	1	4	3	4	1	1	3	4	4	4	0	4	0	3	1	4	1	4	3	4	1	3	1	4	4	1	1	4	4	4	1	1	2	4	3	3	4	4	3	4	1	4	1	4	4	1	4	4	2	1	3	2	1	4	4	3	3	4	4	4	1	4	3	4	1	1	3	4	4	4	0	4	0	3	1	4	1	4	3	4	1	3	1	4	4	1	1	4	4	4	1	1	2	4	3	3	4	4	3	4	1	4	1	4	4	1	4	4	2	43	41	95	1	32
1	2	2	2	1	3	3	2	4	2	3	4	2	2	1	2	1	2	1	3	3	3	4	2	2	3	3	4	1	1	2	2	2	1	2	3	1	3	3	1	1	2	3	3	3	2	1	1	3	1	3	2	2	3	1	2	4	4	3	3	1	2	2	2	1	3	3	2	4	2	3	4	2	2	1	2	1	2	1	3	3	3	4	2	2	3	3	4	1	1	2	2	2	1	2	3	1	3	3	1	1	2	3	3	3	2	1	1	3	1	3	2	2	3	1	2	4	4	3	3	49	12	97	2	52
3	2	3	4	2	3	1	2	4	3	2	2	4	3	4	3	2	2	3	2	3	1	2	2	3	2	3	1	1	2	3	1	2	3	2	4	3	2	3	2	1	2	3	2	3	4	1	3	3	2	1	1	3	1	3	2	2	2	4	2	3	2	3	4	2	3	1	2	4	3	2	2	4	3	4	3	2	2	3	2	3	1	2	2	3	2	3	1	1	2	3	1	2	3	2	4	3	2	3	2	1	2	3	2	3	4	1	3	3	2	1	1	3	1	3	2	2	2	4	2	54	33	5	2	29
2	2	1	2	4	2	3	3	3	4	1	1	2	2	4	3	2	1	3	3	3	2	3	1	3	2	3	3	3	3	3	4	3	3	2	3	2	2	2	1	2	2	1	3	2	2	3	2	2	2	2	3	3	3	3	2	1	3	3	2	2	2	1	2	4	2	3	3	3	4	1	1	2	2	4	3	2	1	3	3	3	2	3	1	3	2	3	3	3	3	3	4	3	3	2	3	2	2	2	1	2	2	1	3	2	2	3	2	2	2	2	3	3	3	3	2	1	3	3	2	53	37	100	1	53
2	1	2	3	2	3	2	3	2	2	2	3	1	3	2	3	3	3	2	2	2	3	3	3	2	3	3	3	2	2	3	2	2	2	3	1	2	3	2	3	1	3	3	3	3	3	3	2	2	3	3	3	2	2	2	3	3	3	2	3	2	1	2	3	2	3	2	3	2	2	2	3	1	3	2	3	3	3	2	2	2	3	3	3	2	3	3	3	2	2	3	2	2	2	3	1	2	3	2	3	1	3	3	3	3	3	3	2	2	3	3	3	2	2	2	3	3	3	2	3	18	4	70	1	24
2	3	2	2	3	3	1	3	2	3	2	2	2	1	3	2	3	2	1	3	1	3	3	1	3	2	3	3	1	2	1	1	2	3	2	3	2	3	3	3	1	3	2	3	3	3	2	1	1	3	3	2	3	4	2	3	3	2	0	2	2	3	2	2	3	3	1	3	2	3	2	2	2	1	3	2	3	2	1	3	1	3	3	1	3	2	3	3	1	2	1	1	2	3	2	3	2	3	3	3	1	3	2	3	3	3	2	1	1	3	3	2	3	4	2	3	3	2	0	2	54	20	88	2	26
3	1	2	4	4	4	4	4	1	3	2	2	4	3	3	4	2	1	4	4	2	3	2	2	2	2	2	2	3	3	2	1	4	4	3	3	4	1	3	3	4	3	4	3	2	3	2	3	4	4	1	4	3	4	4	3	2	3	2	4	3	1	2	4	4	4	4	4	1	3	2	2	4	3	3	4	2	1	4	4	2	3	2	2	2	2	2	2	3	3	2	1	4	4	3	3	4	1	3	3	4	3	4	3	2	3	2	3	4	4	1	4	3	4	4	3	2	3	2	4	13	48	80	1	41
3	1	1	2	4	2	3	3	4	3	2	1	3	3	3	1	1	2	3	4	4	2	1	1	3	1	3	1	3	4	1	1	4	4	2	3	4	1	4	1	4	2	1	4	1	4	2	3	4	2	1	1	3	3	4	1	1	4	4	2	3	1	1	2	4	2	3	3	4	3	2	1	3	3	3	1	1	2	3	4	4	2	1	1	3	1	3	1	3	4	1	1	4	4	2	3	4	1	4	1	4	2	1	4	1	4	2	3	4	2	1	1	3	3	4	1	1	4	4	2	48	62	10	2	13
3	1	3	3	3	3	3	4	2	2	2	1	3	1	3	3	3	1	1	3	3	3	3	1	3	3	3	3	2	3	3	2	3	3	2	4	1	2	3	1	2	1	2	3	3	1	2	1	3	2	3	3	2	3	3	1	3	4	3	1	3	1	3	3	3	3	3	4	2	2	2	1	3	1	3	3	3	1	1	3	3	3	3	1	3	3	3	3	2	3	3	2	3	3	2	4	1	2	3	1	2	1	2	3	3	1	2	1	3	2	3	3	2	3	3	1	3	4	3	1	34	31	92	1	49
2	1	4	1	2	2	1	1	2	3	2	3	3	1	2	4	2	3	2	3	2	4	4	4	3	3	2	3	1	2	4	1	3	1	2	1	1	3	3	3	1	3	3	3	3	2	4	1	1	4	3	3	2	4	1	4	4	1	3	2	2	1	4	1	2	2	1	1	2	3	2	3	3	1	2	4	2	3	2	3	2	4	4	4	3	3	2	3	1	2	4	1	3	1	2	1	1	3	3	3	1	3	3	3	3	2	4	1	1	4	3	3	2	4	1	4	4	1	3	2	20	11	90	2	22
1	2	3	2	2	4	2	4	3	3	3	3	1	2	2	3	3	4	3	2	3	3	4	2	2	4	3	3	2	2	3	2	1	1	3	4	2	3	3	2	2	3	2	3	4	3	2	2	2	2	4	3	3	3	3	2	3	2	3	2	1	2	3	2	2	4	2	4	3	3	3	3	1	2	2	3	3	4	3	2	3	3	4	2	2	4	3	3	2	2	3	2	1	1	3	4	2	3	3	2	2	3	2	3	4	3	2	2	2	2	4	3	3	3	3	2	3	2	3	2	48	10	95	2	65
1	1	4	2	2	4	1	2	3	4	4	4	1	2	1	3	2	2	1	2	1	3	2	2	1	3	1	3	1	1	4	2	3	1	2	4	1	2	3	3	3	3	2	2	4	4	2	1	2	2	4	3	3	4	2	4	4	3	4	3	1	1	4	2	2	4	1	2	3	4	4	4	1	2	1	3	2	2	1	2	1	3	2	2	1	3	1	3	1	1	4	2	3	1	2	4	1	2	3	3	3	3	2	2	4	4	2	1	2	2	4	3	3	4	2	4	4	3	4	3	53	10	95	2	24
3	2	3	4	4	2	3	2	2	4	1	2	3	2	3	3	2	1	4	4	2	3	1	1	3	1	1	2	3	3	1	1	3	2	2	2	4	2	3	4	4	1	1	3	2	2	3	4	4	3	2	3	4	3	4	1	1	4	4	2	3	2	3	4	4	2	3	2	2	4	1	2	3	2	3	3	2	1	4	4	2	3	1	1	3	1	1	2	3	3	1	1	3	2	2	2	4	2	3	4	4	1	1	3	2	2	3	4	4	3	2	3	4	3	4	1	1	4	4	2	8	57	98	1	47
4	2	4	3	2	2	2	2	2	4	4	2	4	3	3	2	2	2	2	4	4	2	1	2	2	1	3	2	2	3	2	1	4	3	3	4	3	4	3	2	4	3	4	3	2	4	1	2	3	3	1	2	3	3	3	2	1	4	4	3	4	2	4	3	2	2	2	2	2	4	4	2	4	3	3	2	2	2	2	4	4	2	1	2	2	1	3	2	2	3	2	1	4	3	3	4	3	4	3	2	4	3	4	3	2	4	1	2	3	3	1	2	3	3	3	2	1	4	4	3	52	38	99	1	35
4	3	2	2	4	3	1	1	2	3	2	3	2	3	2	3	2	1	2	4	4	1	2	1	2	2	1	3	2	2	2	2	3	3	3	4	2	2	3	3	2	2	2	3	2	3	2	2	2	3	2	3	2	3	3	3	2	3	4	2	4	3	2	2	4	3	1	1	2	3	2	3	2	3	2	3	2	1	2	4	4	1	2	1	2	2	1	3	2	2	2	2	3	3	3	4	2	2	3	3	2	2	2	3	2	3	2	2	2	3	2	3	2	3	3	3	2	3	4	2	55	25	90	2	50
3	2	3	3	0	4	2	3	2	3	3	2	2	3	3	3	2	2	2	2	3	2	3	2	2	3	4	2	2	3	3	3	2	2	3	1	2	1	2	2	2	3	3	3	2	3	2	2	3	3	3	1	2	1	3	2	3	3	3	3	3	2	3	3	0	4	2	3	2	3	3	2	2	3	3	3	2	2	2	2	3	2	3	2	2	3	4	2	2	3	3	3	2	2	3	1	2	1	2	2	2	3	3	3	2	3	2	2	3	3	3	1	2	1	3	2	3	3	3	3	45	16	85	2	20
3	1	3	1	4	2	2	2	3	1	2	1	4	3	3	4	3	1	4	4	4	1	2	4	4	3	2	2	3	4	4	1	3	4	1	3	2	1	4	2	4	1	1	4	2	1	2	2	1	4	2	3	3	4	4	1	1	4	4	1	3	1	3	1	4	2	2	2	3	1	2	1	4	3	3	4	3	1	4	4	4	1	2	4	4	3	2	2	3	4	4	1	3	4	1	3	2	1	4	2	4	1	1	4	2	1	2	2	1	4	2	3	3	4	4	1	1	4	4	1	12	50	95	2	27
4	1	3	2	4	1	3	3	3	1	1	1	3	3	3	3	2	2	2	4	3	4	3	2	2	2	4	4	1	2	2	1	3	2	3	1	4	4	4	1	4	3	1	4	3	2	3	3	4	3	2	4	3	1	2	1	2	4	3	3	4	1	3	2	4	1	3	3	3	1	1	1	3	3	3	3	2	2	2	4	3	4	3	2	2	2	4	4	1	2	2	1	3	2	3	1	4	4	4	1	4	3	1	4	3	2	3	3	4	3	2	4	3	1	2	1	2	4	3	3	14	40	90	1	29
2	1	1	3	4	4	1	4	1	2	1	3	4	3	4	4	4	1	2	4	3	4	2	1	2	4	1	3	4	1	2	4	4	4	3	1	2	2	2	1	2	3	1	2	1	1	3	2	3	2	2	3	3	4	3	3	2	3	1	2	2	1	1	3	4	4	1	4	1	2	1	3	4	3	4	4	4	1	2	4	3	4	2	1	2	4	1	3	4	1	2	4	4	4	3	1	2	2	2	1	2	3	1	2	1	1	3	2	3	2	2	3	3	4	3	3	2	3	1	2	25	36	95	1	44
4	3	1	4	4	1	4	4	1	2	1	1	4	4	3	4	4	1	4	4	4	4	1	1	1	1	4	1	4	3	1	1	4	4	4	1	4	1	4	1	3	4	2	4	1	3	4	3	4	3	1	2	4	2	4	1	1	4	4	3	4	3	1	4	4	1	4	4	1	2	1	1	4	4	3	4	4	1	4	4	4	4	1	1	1	1	4	1	4	3	1	1	4	4	4	1	4	1	4	1	3	4	2	4	1	3	4	3	4	3	1	2	4	2	4	1	1	4	4	3	18	67	98	1	20
4	2	3	4	4	1	2	2	2	3	2	1	3	1	2	2	3	1	1	4	2	4	1	1	1	2	2	2	1	4	1	1	4	2	2	2	2	1	1	3	2	2	2	4	3	3	2	2	2	2	2	2	3	3	3	3	2	3	3	3	4	2	3	4	4	1	2	2	2	3	2	1	3	1	2	2	3	1	1	4	2	4	1	1	1	2	2	2	1	4	1	1	4	2	2	2	2	1	1	3	2	2	2	4	3	3	2	2	2	2	2	2	3	3	3	3	2	3	3	3	19	40	95	1	30
2	2	3	1	3	2	3	3	1	3	1	4	4	2	2	3	4	1	3	4	1	2	3	1	1	2	2	4	1	3	2	2	2	1	2	3	3	3	2	3	3	2	1	4	3	1	3	2	4	2	2	2	3	2	3	3	1	3	3	2	2	2	3	1	3	2	3	3	1	3	1	4	4	2	2	3	4	1	3	4	1	2	3	1	1	2	2	4	1	3	2	2	2	1	2	3	3	3	2	3	3	2	1	4	3	1	3	2	4	2	2	2	3	2	3	3	1	3	3	2	34	33	90	1	62
2	3	3	2	2	1	1	1	2	4	2	1	2	3	2	2	3	2	2	3	1	2	2	2	3	3	1	3	2	1	3	1	2	1	4	4	1	2	4	4	3	3	2	4	1	4	1	2	1	3	3	2	3	3	4	2	3	4	4	2	2	3	3	2	2	1	1	1	2	4	2	1	2	3	2	2	3	2	2	3	1	2	2	2	3	3	1	3	2	1	3	1	2	1	4	4	1	2	4	4	3	3	2	4	1	4	1	2	1	3	3	2	3	3	4	2	3	4	4	2	62	24	90	2	28
3	1	3	2	3	1	3	2	3	4	1	1	4	4	4	2	3	2	4	4	4	4	1	1	4	1	4	1	4	4	1	2	4	4	2	3	4	1	4	1	4	2	1	4	1	4	1	4	4	4	1	3	4	2	4	1	1	4	4	1	3	1	3	2	3	1	3	2	3	4	1	1	4	4	4	2	3	2	4	4	4	4	1	1	4	1	4	1	4	4	1	2	4	4	2	3	4	1	4	1	4	2	1	4	1	4	1	4	4	4	1	3	4	2	4	1	1	4	4	1	21	70	90	2	13
4	2	3	1	2	2	3	4	3	2	1	2	3	2	2	4	2	2	3	4	3	3	2	2	3	2	3	2	1	3	2	2	3	2	3	3	2	1	2	2	2	3	3	3	2	3	3	2	3	2	3	2	3	3	3	2	2	3	3	2	4	2	3	1	2	2	3	4	3	2	1	2	3	2	2	4	2	2	3	4	3	3	2	2	3	2	3	2	1	3	2	2	3	2	3	3	2	1	2	2	2	3	3	3	2	3	3	2	3	2	3	2	3	3	3	2	2	3	3	2	37	32	90	1	28
1	1	2	1	1	2	2	1	3	4	2	3	3	4	1	3	1	1	3	1	3	3	2	1	1	2	3	3	1	1	2	1	1	1	2	3	2	3	1	3	3	3	2	2	2	3	1	3	2	1	2	2	4	1	3	3	1	3	3	1	1	1	2	1	1	2	2	1	3	4	2	3	3	4	1	3	1	1	3	1	3	3	2	1	1	2	3	3	1	1	2	1	1	1	2	3	2	3	1	3	3	3	2	2	2	3	1	3	2	1	2	2	4	1	3	3	1	3	3	1	43	26	90	2	31
2	1	1	2	3	3	1	3	2	3	2	2	2	2	3	3	2	1	1	4	4	2	4	1	4	4	2	3	2	3	2	2	3	4	1	2	1	2	3	1	1	2	2	4	4	2	2	1	1	3	4	1	2	3	1	1	3	1	2	4	2	1	1	2	3	3	1	3	2	3	2	2	2	2	3	3	2	1	1	4	4	2	4	1	4	4	2	3	2	3	2	2	3	4	1	2	1	2	3	1	1	2	2	4	4	2	2	1	1	3	4	1	2	3	1	1	3	1	2	4	29	28	90	1	21
3	1	4	3	4	1	2	2	3	2	1	1	4	2	3	4	2	0	3	4	1	4	1	1	3	1	3	3	3	3	2	1	4	3	1	1	4	3	4	2	3	2	1	4	2	1	4	3	4	3	1	2	4	3	4	1	1	4	3	1	3	1	4	3	4	1	2	2	3	2	1	1	4	2	3	4	2	0	3	4	1	4	1	1	3	1	3	3	3	3	2	1	4	3	1	1	4	3	4	2	3	2	1	4	2	1	4	3	4	3	1	2	4	3	4	1	1	4	3	1	9	57	80	1	28
4	1	1	4	4	1	1	1	4	4	4	4	4	1	1	4	1	1	1	1	4	4	1	1	1	4	1	4	1	1	1	1	1	1	4	4	1	1	1	4	1	4	4	4	1	4	1	1	4	1	4	1	4	1	1	4	4	4	4	1	4	1	1	4	4	1	1	1	4	4	4	4	4	1	1	4	1	1	1	1	4	4	1	1	1	4	1	4	1	1	1	1	1	1	4	4	1	1	1	4	1	4	4	4	1	4	1	1	4	1	4	1	4	1	1	4	4	4	4	1	74	32	100	2	43
3	2	3	3	3	2	4	2	4	4	4	2	2	2	3	3	2	2	4	2	3	3	2	2	2	1	4	1	2	3	2	1	2	3	2	3	4	2	3	2	4	2	1	4	4	4	2	4	3	3	1	1	3	2	4	2	1	4	0	2	3	2	3	3	3	2	4	2	4	4	4	2	2	2	3	3	2	2	4	2	3	3	2	2	2	1	4	1	2	3	2	1	2	3	2	3	4	2	3	2	4	2	1	4	4	4	2	4	3	3	1	1	3	2	4	2	1	4	0	2	28	45	100	2	15
3	1	2	4	4	2	2	2	2	4	2	1	3	2	3	4	3	1	2	4	3	4	2	1	2	2	2	3	2	3	2	2	4	3	2	3	3	2	4	2	3	2	1	4	2	3	3	3	4	3	2	2	3	2	3	2	2	3	3	2	3	1	2	4	4	2	2	2	2	4	2	1	3	2	3	4	3	1	2	4	3	4	2	1	2	2	2	3	2	3	2	2	4	3	2	3	3	2	4	2	3	2	1	4	2	3	3	3	4	3	2	2	3	2	3	2	2	3	3	2	25	44	95	1	24
3	2	3	2	3	2	3	3	2	4	2	3	3	3	3	2	2	1	3	3	2	3	1	1	3	2	2	3	0	3	2	1	3	2	2	2	3	2	4	3	3	2	2	4	2	3	3	3	3	4	2	1	4	3	4	3	2	3	3	1	3	2	3	2	3	2	3	3	2	4	2	3	3	3	3	2	2	1	3	3	2	3	1	1	3	2	2	3	0	3	2	1	3	2	2	2	3	2	4	3	3	2	2	4	2	3	3	3	3	4	2	1	4	3	4	3	2	3	3	1	33	40	90	2	26
2	2	3	2	2	3	2	2	2	3	2	2	2	2	2	2	2	1	2	3	2	1	2	1	3	2	2	3	3	2	2	2	2	3	2	3	2	2	2	1	1	2	2	4	3	3	2	2	3	3	3	2	3	2	3	1	3	3	3	2	2	2	3	2	2	3	2	2	2	3	2	2	2	2	2	2	2	1	2	3	2	1	2	1	3	2	2	3	3	2	2	2	2	3	2	3	2	2	2	1	1	2	2	4	3	3	2	2	3	3	3	2	3	2	3	1	3	3	3	2	35	27	85	2	58
4	1	3	3	1	3	1	1	1	4	3	3	1	1	3	1	2	3	3	3	3	4	2	2	4	1	1	2	1	4	2	2	2	1	4	3	1	3	2	3	1	4	2	4	4	4	2	3	1	2	2	2	4	1	3	3	2	2	3	2	4	1	3	3	1	3	1	1	1	4	3	3	1	1	3	1	2	3	3	3	3	4	2	2	4	1	1	2	1	4	2	2	2	1	4	3	1	3	2	3	1	4	2	4	4	4	2	3	1	2	2	2	4	1	3	3	2	2	3	2	51	27	89	2	18
2	2	2	2	2	4	1	4	2	3	2	2	1	2	2	2	4	3	1	2	2	2	2	2	3	3	3	4	1	2	2	3	1	2	4	4	3	3	3	4	1	4	3	3	4	4	1	1	1	1	4	3	2	1	2	3	4	1	2	4	2	2	2	2	2	4	1	4	2	3	2	2	1	2	2	2	4	3	1	2	2	2	2	2	3	3	3	4	1	2	2	3	1	2	4	4	3	3	3	4	1	4	3	3	4	4	1	1	1	1	4	3	2	1	2	3	4	1	2	4	48	8	90	2	30
3	2	3	4	4	3	4	1	1	2	1	2	3	4	3	4	4	1	2	4	2	4	3	1	2	2	3	2	3	2	2	1	4	3	3	1	3	1	2	2	3	1	2	3	2	2	3	3	4	3	1	4	3	4	4	2	4	4	2	3	3	2	3	4	4	3	4	1	1	2	1	2	3	4	3	4	4	1	2	4	2	4	3	1	2	2	3	2	3	2	2	1	4	3	3	1	3	1	2	2	3	1	2	3	2	2	3	3	4	3	1	4	3	4	4	2	4	4	2	3	11	44	90	1	35
3	3	3	2	4	2	3	2	3	2	2	2	4	4	3	3	2	1	4	4	4	3	2	1	2	2	3	2	4	4	1	1	4	4	3	3	3	2	2	2	4	3	1	4	2	4	2	3	4	2	2	2	3	3	4	3	2	4	4	2	3	3	3	2	4	2	3	2	3	2	2	2	4	4	3	3	2	1	4	4	4	3	2	1	2	2	3	2	4	4	1	1	4	4	3	3	3	2	2	2	4	3	1	4	2	4	2	3	4	2	2	2	3	3	4	3	2	4	4	2	58	52	90	1	20
3	3	4	2	2	1	2	3	2	2	2	2	3	3	3	2	2	2	3	3	4	2	3	1	3	3	4	3	2	3	3	1	2	2	2	3	2	2	3	2	3	4	2	2	2	3	2	4	2	4	3	3	2	3	3	1	2	4	3	3	3	3	4	2	2	1	2	3	2	2	2	2	3	3	3	2	2	2	3	3	4	2	3	1	3	3	4	3	2	3	3	1	2	2	2	3	2	2	3	2	3	4	2	2	2	3	2	4	2	4	3	3	2	3	3	1	2	4	3	3	39	28	100	2	19
