Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	country
1	1	2	2	4	1	2	2	1	2	3	1	PH
1	2	3	2	1	1	1	1	1	3	3	1	DE
3	4	3	4	1	1	4	1	3	1	3	3	US
1	2	4	4	2	4	2	4	1	4	3	3	US
2	1	4	1	4	4	2	2	1	4	4	1	IT
2	1	4	2	2	4	2	4	2	2	4	1	US
2	2	2	1	4	3	2	4	4	2	4	4	US
1	3	1	1	1	3	2	2	1	2	2	1	IN
3	2	4	3	3	2	2	1	3	2	1	3	US
1	2	4	4	2	4	2	4	1	4	3	4	US
3	2	3	3	3	2	1	1	1	1	1	3	US
4	3	4	1	4	2	3	2	4	4	3	2	US
3	3	4	3	3	4	3	2	1	2	3	3	US
3	2	4	2	2	3	1	2	1	3	2	4	US
1	3	4	2	1	2	1	1	1	3	2	2	MA
3	2	2	4	2	2	4	3	4	4	3	2	US
3	2	4	3	3	3	4	3	3	4	3	3	GB
1	2	4	1	1	1	2	2	1	3	3	1	GB
1	3	1	3	3	1	3	1	1	1	1	1	US
4	1	3	2	2	2	2	2	4	2	4	1	RO
3	3	1	3	3	3	4	2	3	3	3	4	US
2	3	3	2	4	1	4	2	4	3	3	2	IE
2	1	1	1	2	3	2	3	4	1	3	1	US
2	4	1	2	2	4	4	4	4	4	4	2	US
3	3	3	3	1	3	3	1	3	2	1	1	US
1	2	1	1	1	1	2	1	1	3	1	1	NZ
2	2	4	1	4	3	2	2	4	2	4	2	US
3	3	3	3	3	3	3	4	3	3	3	3	US
1	3	4	4	1	3	3	1	1	1	3	3	US
4	1	4	2	4	4	3	4	4	2	4	1	US
4	3	4	2	3	4	3	4	1	4	4	1	US
4	3	3	4	2	3	3	3	4	2	4	2	US
2	3	2	1	2	4	2	1	1	2	1	1	US
1	3	2	1	1	1	1	3	1	2	1	1	GB
3	2	4	3	3	3	4	1	4	1	4	4	FR
2	1	2	2	4	4	2	1	4	4	2	1	US
1	1	4	2	1	3	2	1	1	3	1	1	US
3	4	1	3	1	1	4	2	2	4	3	3	US
3	1	1	1	2	3	2	2	4	2	2	2	NO
1	2	4	2	3	4	2	2	4	2	2	2	US
1	1	1	1	1	1	1	1	1	1	1	1	GB
4	3	1	4	3	4	2	4	3	4	4	1	US
4	3	1	4	1	3	1	1	1	4	4	4	US
4	4	4	4	4	3	4	4	4	2	4	2	GB
1	1	4	2	2	1	3	3	4	3	2	2	US
1	3	1	3	2	4	2	4	4	4	3	2	MT
1	2	4	1	4	3	2	1	1	2	1	1	GB
3	2	2	2	4	2	2	2	1	2	1	1	NG
2	1	4	2	2	2	2	2	4	1	3	1	GB
2	1	4	2	2	4	2	4	2	4	4	1	US
1	1	1	1	4	4	2	4	4	2	2	1	CA
1	3	4	4	4	4	3	3	3	4	3	1	US
4	2	4	4	2	4	3	4	3	4	3	1	US
4	4	4	4	3	4	4	4	3	4	4	2	GB
1	3	3	2	2	1	1	2	4	1	4	2	US
4	3	1	1	4	3	4	1	1	4	4	2	US
3	4	3	4	3	4	2	4	4	4	4	4	GB
1	3	1	2	1	1	1	2	1	3	1	1	NL
1	3	1	4	4	3	4	4	4	4	4	1	US
1	2	2	3	1	1	2	3	1	2	2	1	US
2	1	3	1	1	1	3	1	2	1	1	1	US
2	1	1	1	4	4	4	3	4	2	2	2	GB
2	1	1	2	1	1	2	2	1	3	2	2	US
1	3	1	1	4	1	2	2	4	1	1	1	US
4	2	4	3	2	3	2	4	1	4	4	4	GB
1	2	1	1	4	2	1	4	1	2	2	2	US
4	1	1	2	2	2	2	2	4	2	4	2	PT
2	1	1	2	1	1	2	2	1	3	2	2	US
2	1	4	1	2	3	2	2	4	4	2	2	US
2	1	1	2	4	2	3	2	2	2	1	1	NG
4	2	2	2	2	4	4	2	4	4	4	4	US
3	2	3	3	3	1	1	3	1	2	1	1	US
4	3	1	4	4	4	2	4	1	4	4	4	US
3	1	3	2	2	3	2	2	4	2	2	2	IE
1	3	1	1	1	2	1	3	1	3	3	1	US
1	1	1	1	1	1	1	1	1	3	1	1	GB
3	2	4	2	3	2	3	2	3	3	4	3	US
3	2	4	1	4	4	4	3	1	3	1	4	US
4	2	4	4	4	3	2	4	1	2	4	2	US
1	1	1	4	4	4	2	2	1	2	4	3	CA
4	2	1	1	3	3	2	1	4	4	2	2	PL
1	1	2	2	2	1	4	3	1	2	1	3	GB
1	2	2	3	2	1	3	2	1	1	1	4	US
4	3	2	1	2	3	2	2	4	1	4	1	GB
3	3	1	3	2	3	4	1	4	2	3	4	US
4	1	2	2	2	4	4	4	4	1	4	2	TT
1	3	1	2	2	1	2	1	1	2	2	2	US
2	2	2	2	1	4	2	2	4	1	2	1	US
1	3	1	1	1	2	1	1	1	3	1	2	GB
4	2	2	2	4	1	2	2	2	1	3	4	AU
4	4	2	1	2	3	2	4	4	4	4	2	US
4	2	4	2	4	4	2	2	4	4	2	2	US
4	1	2	2	2	3	2	1	4	2	2	2	PH
1	3	3	4	1	3	1	1	1	2	2	1	US
2	3	3	3	3	1	3	3	4	2	1	1	US
1	2	1	2	1	1	1	1	1	3	1	1	US
1	2	1	1	4	2	2	2	1	3	2	2	CA
1	1	3	1	1	3	2	3	1	2	3	1	GB
2	3	2	3	1	1	1	2	1	2	1	1	US
3	4	4	3	3	3	3	3	3	4	2	4	US
4	3	4	1	4	4	2	2	4	2	4	2	US
3	2	1	1	3	3	2	2	3	1	3	4	US
1	4	4	4	2	4	4	4	1	2	4	2	CL
2	1	4	2	4	3	2	2	4	4	2	2	US
1	3	3	2	2	2	2	2	4	3	2	1	US
3	2	2	3	3	3	3	2	3	1	3	3	US
1	3	3	2	2	3	3	1	1	2	1	2	US
3	3	3	3	3	3	3	4	3	4	3	3	US
4	1	3	1	2	3	2	3	4	4	4	2	IE
1	3	3	1	2	3	4	3	4	4	3	2	US
1	1	1	1	1	1	1	1	1	1	1	1	US
1	3	1	1	4	3	2	2	2	2	3	4	US
2	2	2	1	1	2	3	3	4	1	3	2	US
1	3	4	4	1	1	4	1	1	3	2	1	BR
4	1	1	1	2	1	2	1	1	2	2	2	US
4	2	4	2	2	1	2	2	4	2	4	2	NL
4	1	1	4	4	3	4	4	4	4	4	2	US
4	1	3	4	3	3	4	3	3	4	4	4	US
1	3	1	3	3	2	3	3	1	4	2	3	US
3	3	3	3	3	4	3	4	3	4	4	3	US
1	2	1	1	2	3	2	1	1	3	3	1	RS
4	2	4	4	4	2	2	4	4	4	3	2	US
1	4	4	3	3	4	1	2	1	3	4	1	RS
3	3	3	3	2	4	4	4	1	3	4	3	CA
1	3	4	1	4	3	4	2	4	2	2	2	US
2	3	4	1	2	3	3	4	4	4	4	2	US
3	3	1	4	2	4	2	2	3	1	4	2	CA
4	1	1	4	2	4	4	4	4	1	4	2	GB
1	1	4	4	3	3	3	2	1	4	1	1	US
2	1	3	1	4	1	2	2	4	2	4	2	SE
4	1	4	3	3	2	1	4	4	2	4	1	US
4	3	3	4	3	3	4	3	3	4	4	4	US
4	4	4	2	4	4	4	3	3	4	2	3	US
4	3	4	4	3	4	2	4	4	4	4	3	IE
1	2	2	3	3	1	2	1	1	1	2	3	US
4	1	4	2	2	4	2	4	3	4	4	4	SE
4	3	3	4	4	3	4	3	3	1	3	4	US
2	1	1	2	1	2	2	1	1	2	2	1	US
3	3	3	3	1	1	1	1	1	2	1	1	CA
4	2	4	1	2	2	2	4	3	4	4	4	US
1	2	1	1	1	1	3	3	4	2	1	1	HR
1	2	1	4	2	2	2	4	1	2	4	3	US
2	1	4	2	1	3	2	4	1	4	2	4	US
4	4	4	4	2	4	4	4	4	4	4	2	NL
4	1	4	4	2	3	1	4	4	4	4	1	US
3	1	4	3	2	3	1	1	2	3	3	3	US
1	1	4	3	3	1	4	3	4	2	3	4	US
2	4	4	3	3	4	3	2	1	4	3	3	US
4	1	4	4	4	4	1	3	4	4	3	2	US
4	1	4	4	2	3	1	2	4	4	4	2	BR
4	1	4	1	2	4	2	4	4	2	2	2	CA
4	1	4	4	2	4	1	3	4	4	4	3	AU
4	3	3	4	1	4	4	4	4	4	4	2	US
4	1	1	4	2	4	1	4	4	4	4	2	US
1	3	1	1	1	1	4	3	1	1	1	1	US
1	3	1	1	1	1	2	1	1	2	2	2	US
2	2	1	2	2	3	2	2	4	1	3	2	US
1	3	1	2	2	3	3	2	4	4	4	4	US
4	4	4	4	4	4	3	4	3	4	4	4	DE
4	2	2	4	1	4	2	1	3	4	4	1	CA
1	4	3	2	2	1	4	1	4	3	2	2	CA
2	2	4	4	4	4	4	4	3	2	3	2	US
3	3	3	3	3	1	3	3	3	3	1	3	US
2	1	1	2	2	3	1	3	1	4	2	2	DE
1	2	1	1	4	2	2	4	1	4	4	2	US
1	4	4	4	2	4	4	3	1	4	4	3	US
4	1	4	4	2	4	4	4	4	4	4	1	US
1	1	1	1	4	3	2	2	1	2	1	1	AU
1	3	1	4	2	1	4	2	1	2	2	2	CA
2	1	3	1	2	4	2	1	4	4	2	2	US
1	1	1	1	1	3	3	2	1	2	2	2	US
4	2	4	2	4	2	2	4	2	2	3	2	US
1	3	1	4	4	4	1	2	1	4	4	2	US
2	3	2	3	1	3	1	1	1	3	1	1	US
4	1	2	2	1	2	2	2	4	1	3	2	US
2	1	3	2	4	3	1	4	3	1	3	2	US
3	1	4	3	4	1	4	2	3	1	3	1	US
3	1	2	4	1	1	3	3	2	1	1	1	US
3	3	2	2	2	2	2	1	2	2	1	1	GB
1	3	1	3	3	4	2	1	1	1	1	3	AU
1	2	2	4	4	4	2	4	1	2	1	1	US
4	1	1	4	2	4	2	4	4	4	4	2	US
1	2	1	1	3	1	2	2	3	2	2	2	US
1	3	1	3	1	3	1	1	1	2	3	1	US
4	3	4	1	2	4	4	3	4	4	4	2	US
1	2	1	3	3	1	4	3	1	3	1	3	US
1	4	4	3	3	1	4	1	4	2	3	3	US
4	4	4	4	3	1	1	4	1	4	2	1	US
2	1	3	2	4	1	3	4	4	2	3	1	US
1	3	3	3	4	3	4	3	4	2	4	1	US
4	1	2	2	1	4	3	3	2	2	3	1	US
1	1	1	1	3	2	2	2	1	1	2	2	JE
4	1	1	3	3	4	4	2	1	3	4	1	GB
2	4	3	3	2	4	3	2	3	1	1	1	CA
4	2	2	4	2	4	2	2	4	2	2	2	GB
4	2	4	2	2	4	2	2	4	4	4	4	CA
1	2	2	3	3	3	4	3	1	1	1	1	US
4	2	2	1	3	4	2	2	3	4	4	4	US
4	4	4	3	3	4	4	1	3	2	4	3	US
4	3	3	4	4	1	1	3	4	4	3	1	US
1	1	1	2	1	1	1	1	1	2	1	2	US
3	1	2	2	1	4	4	4	4	2	3	1	US
1	1	2	1	2	1	2	2	1	2	2	1	US
4	2	4	4	4	3	1	2	4	1	4	2	PH
3	4	1	4	2	3	4	4	4	2	4	2	US
4	2	1	4	4	3	2	2	1	4	4	1	CA
3	3	1	3	1	1	4	3	3	3	1	3	US
4	2	2	4	2	4	2	2	4	2	2	2	GB
4	2	4	4	2	4	3	3	3	2	4	2	US
4	2	4	4	2	4	2	4	4	4	4	2	US
3	2	2	2	3	3	2	1	1	2	4	3	AU
3	1	4	4	1	4	2	1	1	1	4	2	US
1	2	4	1	4	4	4	2	4	4	2	2	IS
4	1	1	2	2	4	1	2	4	2	2	2	US
4	4	4	4	4	4	3	4	4	2	3	3	US
2	1	2	2	2	4	2	4	4	2	2	2	NL
3	1	1	1	2	1	2	2	3	1	2	4	US
2	3	4	2	4	4	1	2	4	4	2	2	US
1	3	1	1	3	3	4	3	3	2	2	4	CA
3	3	4	1	4	2	2	2	1	4	1	1	US
2	2	1	4	4	4	4	1	1	2	2	2	US
3	2	2	2	2	2	2	2	4	2	2	2	US
1	4	4	4	3	4	4	4	1	4	4	2	US
2	1	4	4	1	4	2	1	1	2	4	2	US
4	2	2	4	2	4	2	4	4	2	4	2	US
1	4	2	4	1	3	1	1	3	1	4	4	US
2	2	4	2	2	4	2	1	1	2	2	2	US
1	4	4	1	3	3	1	3	4	4	2	2	US
3	4	3	3	3	1	3	1	1	2	1	3	US
4	1	2	4	4	4	2	2	1	4	4	4	US
1	2	1	4	4	2	2	2	4	1	1	3	US
1	3	1	3	3	3	4	4	1	3	3	3	US
3	1	1	1	2	4	1	3	4	3	2	4	US
3	4	4	3	1	1	4	4	1	1	1	1	US
4	2	4	1	2	2	2	4	1	4	2	2	US
4	1	2	4	4	2	2	4	4	2	1	1	GB
4	2	4	4	2	4	2	4	1	2	4	4	US
3	3	3	4	3	3	2	4	3	4	3	1	AU
3	4	1	3	3	3	4	4	3	1	3	4	CA
3	2	2	3	3	1	4	3	1	1	1	1	US
1	2	3	3	3	1	2	1	1	2	1	3	US
4	3	4	4	3	4	2	4	1	4	4	4	US
3	3	3	2	1	1	4	1	3	3	3	3	CA
2	1	2	2	2	3	1	3	3	2	1	2	US
1	2	4	2	2	3	1	2	4	3	3	2	US
1	3	4	3	4	3	1	3	4	4	3	3	US
2	3	2	3	4	4	3	3	1	3	3	3	NZ
3	3	1	3	3	3	1	4	3	4	3	3	US
1	2	1	2	3	1	1	4	4	2	3	2	CA
1	3	4	3	4	4	2	2	3	3	1	4	US
3	2	4	2	2	4	3	3	3	4	4	3	IE
1	1	1	2	2	4	2	2	2	2	4	3	CA
1	1	1	2	4	2	2	3	1	2	2	2	US
1	3	1	4	1	1	1	1	1	3	1	2	GB
2	2	2	2	2	3	2	3	2	3	2	1	US
1	4	4	3	2	3	1	3	4	1	1	1	CA
1	1	3	2	2	4	3	3	1	2	1	1	US
4	3	3	3	4	4	3	3	3	4	3	4	CA
1	3	3	3	3	3	1	1	1	4	1	3	US
4	2	1	2	2	4	2	2	1	2	4	2	CA
1	1	2	1	2	3	2	2	1	2	3	2	US
2	3	4	3	1	3	1	1	1	2	1	1	US
4	1	4	2	2	1	2	2	2	2	4	1	CA
3	3	3	2	4	4	4	3	3	1	1	1	NZ
3	3	1	3	1	1	1	3	1	3	3	3	US
1	2	2	2	1	1	2	1	1	1	3	1	BR
3	2	2	1	3	2	2	2	1	2	3	2	US
1	4	1	3	4	1	2	2	3	4	3	1	IN
3	1	2	3	3	3	2	2	3	3	3	1	ES
3	1	1	1	1	1	4	1	1	1	1	3	US
4	1	4	2	2	4	2	4	3	4	4	2	US
3	3	4	3	4	3	4	4	4	3	1	1	NZ
3	2	2	3	2	2	2	2	1	1	3	2	US
3	4	3	3	3	3	1	3	3	3	1	3	US
3	3	3	1	1	1	2	1	1	1	1	1	AU
1	1	2	1	4	1	4	2	1	2	2	2	US
1	3	3	2	2	3	1	1	1	2	3	2	NZ
4	2	4	1	2	3	2	2	4	4	2	2	AU
4	1	2	1	2	1	2	2	4	2	2	4	CA
2	3	4	1	4	4	2	2	4	4	2	2	BR
3	3	2	3	1	2	4	1	4	2	1	1	US
2	3	2	1	1	2	2	4	2	2	3	3	US
3	3	4	4	1	3	3	2	1	1	1	1	US
3	2	4	4	2	4	2	4	4	4	4	3	PH
4	2	1	4	3	4	2	2	2	2	4	1	US
4	1	3	4	4	4	4	4	3	4	4	1	US
1	3	1	3	3	1	3	1	1	3	2	3	US
3	1	4	3	3	3	3	2	3	1	3	1	US
1	1	2	4	1	1	2	1	3	2	1	1	CA
4	1	3	4	4	4	3	4	3	1	4	4	US
2	2	2	2	2	4	2	2	2	2	3	4	US
3	3	2	2	3	4	2	2	1	2	2	2	US
4	3	2	2	4	2	2	2	1	2	2	2	US
4	3	4	4	3	4	2	4	1	2	4	1	US
4	4	4	3	3	4	4	4	1	4	4	3	US
4	4	1	4	4	4	2	4	4	2	4	1	US
3	2	1	1	4	3	3	2	1	4	3	1	US
3	3	4	3	3	3	3	2	1	3	3	3	US
1	4	4	2	3	3	3	2	1	1	2	1	US
1	2	4	1	4	3	4	4	1	4	2	2	CZ
1	1	1	2	2	3	3	3	3	2	3	1	US
4	4	3	2	2	1	4	4	4	3	4	3	AU
1	3	1	4	2	3	1	1	4	3	1	1	AU
1	4	4	4	3	3	4	4	1	3	3	1	US
1	3	1	2	1	1	2	3	1	2	2	2	BZ
3	3	2	3	4	3	1	2	4	4	1	4	US
1	2	2	1	3	4	2	4	1	4	4	2	US
1	3	1	1	2	1	2	3	1	1	3	1	US
1	2	2	2	4	4	2	4	1	2	3	1	US
3	1	4	2	2	4	1	2	4	3	3	1	US
2	1	4	2	2	3	4	1	4	1	1	2	US
3	3	3	3	3	2	3	2	4	2	3	3	US
1	2	4	2	1	1	4	1	4	2	1	1	US
1	3	1	2	1	1	1	1	1	1	2	2	US
3	3	3	1	1	1	2	2	1	2	2	3	US
1	1	1	1	1	2	2	1	1	1	2	4	US
3	3	4	2	2	1	4	3	3	3	4	2	US
4	4	3	4	4	4	4	4	4	4	4	4	CN
2	2	1	2	4	2	2	2	1	1	2	2	US
1	2	3	1	4	2	2	2	3	4	2	2	US
4	2	4	3	4	4	4	4	3	4	4	1	US
3	3	1	1	4	1	3	3	1	1	2	1	US
4	1	4	2	2	4	4	3	4	2	4	1	AU
4	2	4	2	2	4	3	4	4	4	4	2	CA
4	4	4	1	2	1	1	2	1	1	3	1	MY
3	4	4	3	1	1	4	4	1	1	1	1	US
1	2	1	1	1	2	2	1	1	3	2	3	NZ
4	2	3	4	4	4	3	2	2	4	4	1	US
4	3	3	2	2	3	1	3	3	2	2	1	US
1	2	4	1	4	1	1	2	1	2	2	1	US
4	1	4	4	4	4	3	4	4	1	4	4	US
1	3	1	1	1	1	1	1	1	2	1	1	US
2	1	1	2	1	1	2	3	4	3	3	2	US
2	3	3	4	4	1	2	2	2	4	3	4	US
1	4	3	2	2	4	4	4	1	2	1	1	US
3	3	1	3	3	3	3	4	3	4	3	3	US
3	4	3	3	3	4	3	3	3	4	3	3	US
1	4	3	3	3	3	4	1	3	2	1	4	US
1	3	1	2	1	3	1	1	3	1	3	1	US
4	3	1	4	4	3	2	4	4	2	1	1	CA
1	3	1	1	1	1	1	1	1	2	1	1	US
4	1	4	1	2	4	3	4	4	4	4	2	US
2	2	4	2	2	4	3	2	3	4	4	2	IE
3	3	4	3	3	1	2	3	1	4	4	3	US
4	2	2	2	2	4	3	4	4	4	4	4	US
1	3	4	1	4	3	1	3	2	1	3	1	US
3	4	3	3	1	1	4	3	1	3	1	1	CA
1	2	4	3	1	1	1	1	1	3	3	1	US
1	2	1	2	2	3	2	2	1	1	2	4	US
3	3	1	1	2	4	4	3	1	4	1	3	US
1	3	1	4	1	1	2	1	1	3	1	1	CA
4	1	2	2	2	4	4	2	4	1	4	1	US
2	2	1	2	3	1	2	1	4	4	2	2	US
4	1	1	4	2	4	2	4	3	4	4	4	US
4	1	2	3	2	1	4	1	4	2	4	2	US
3	3	2	1	4	3	1	2	4	4	1	4	US
3	2	4	3	2	1	4	2	1	1	3	1	US
1	2	1	1	1	3	1	1	1	1	1	4	US
1	2	2	2	4	2	2	1	1	3	3	4	US
3	3	2	1	1	1	4	3	3	4	3	3	US
4	3	1	2	2	4	3	4	4	2	4	2	US
2	1	2	2	4	1	4	3	4	1	1	1	US
3	1	4	1	2	3	1	4	3	4	4	3	US
3	3	2	3	4	3	4	1	1	1	1	1	US
2	1	4	1	2	3	1	1	3	2	3	1	US
4	2	3	4	1	1	2	2	2	4	3	1	CA
2	2	4	1	2	2	2	2	2	2	2	2	US
4	1	4	2	2	3	2	4	4	1	4	4	US
3	1	4	3	4	4	1	4	4	4	4	3	US
3	2	1	1	1	1	4	2	1	2	1	1	US
4	1	1	4	4	4	2	4	2	1	4	4	US
3	3	4	4	3	1	1	1	1	1	1	1	US
2	2	4	2	4	3	2	2	1	4	2	2	US
4	1	4	2	2	1	2	2	3	4	2	1	US
2	1	4	1	2	4	3	2	4	2	2	2	US
1	4	1	2	4	4	4	2	1	4	3	2	US
4	2	3	2	3	4	2	2	3	2	2	1	US
1	2	4	3	1	1	1	1	1	3	3	1	US
3	2	1	3	3	2	2	2	1	2	3	4	US
3	1	4	4	3	3	4	1	4	3	1	1	US
2	3	4	2	2	3	4	3	4	2	4	2	AU
2	1	4	1	2	1	3	1	2	3	3	1	US
1	3	1	1	3	2	1	2	1	4	3	3	AU
3	2	4	3	2	4	3	3	3	1	3	1	US
1	3	2	1	1	4	2	1	1	4	1	1	CA
3	3	2	4	4	2	2	2	1	1	3	4	US
3	4	4	4	3	3	2	4	1	4	4	3	CA
4	2	1	4	4	4	3	2	1	1	2	2	PH
1	3	1	1	1	3	1	1	1	1	1	4	US
4	1	4	2	2	4	3	4	4	2	4	4	MX
4	1	4	2	4	2	2	4	4	2	3	2	AU
2	4	1	3	4	4	2	4	4	4	2	3	US
2	2	2	2	2	2	2	2	4	4	4	2	US
4	2	2	3	4	4	2	4	4	1	4	3	US
2	2	2	1	2	3	2	3	2	2	4	4	US
2	2	1	2	1	2	2	3	2	4	4	2	US
3	1	4	4	2	1	2	3	1	2	2	2	US
2	3	4	1	2	3	3	3	4	4	2	2	US
3	3	4	3	3	1	4	2	3	4	4	4	US
3	4	3	3	3	3	4	4	3	4	3	3	US
4	2	1	1	2	2	2	4	4	2	4	2	CA
4	2	4	2	2	4	2	2	2	2	2	2	US
4	4	4	4	4	3	4	4	4	4	2	2	US
4	1	4	4	2	4	3	4	3	4	4	4	ID
2	2	4	2	2	4	3	3	3	4	4	2	IE
2	2	2	3	2	2	2	2	1	1	2	2	US
1	1	1	1	1	2	2	1	1	2	3	1	US
2	1	4	2	3	4	3	2	3	4	3	4	US
4	2	3	2	1	1	4	3	4	4	2	1	CA
2	1	1	1	2	1	2	1	1	1	1	2	BR
4	2	2	1	4	2	2	2	4	2	2	2	US
1	4	4	2	1	4	4	4	3	3	3	3	US
1	3	3	4	4	3	1	4	1	4	3	4	US
3	2	4	3	3	3	3	4	3	1	3	1	US
2	3	2	1	4	3	2	2	4	1	2	4	US
1	1	1	1	4	1	3	3	1	1	3	1	US
3	3	4	4	3	4	1	1	1	1	4	1	NZ
3	3	1	3	1	1	4	1	1	3	2	3	US
3	3	3	1	1	1	1	1	1	1	1	1	CO
3	2	1	3	3	3	4	3	3	4	3	3	US
1	2	1	2	1	1	1	2	1	3	1	2	US
3	4	4	3	3	3	1	4	3	4	3	3	US
3	4	1	4	1	1	2	2	1	4	1	3	US
4	3	1	3	3	4	2	4	3	4	4	4	US
2	1	1	1	2	1	2	2	4	2	2	2	US
3	3	2	3	3	3	2	2	1	3	3	1	AU
1	3	4	2	4	3	2	1	1	2	1	1	DK
2	2	4	1	4	2	2	2	2	2	2	1	US
4	2	2	4	4	4	2	4	4	4	4	2	US
3	2	1	3	3	3	4	3	3	4	3	3	US
1	1	4	4	1	1	4	1	1	1	1	1	CR
3	3	2	3	3	3	2	3	3	3	1	1	US
3	3	2	3	3	3	3	1	1	3	1	3	US
3	2	1	4	4	4	2	4	1	2	1	4	US
4	2	2	2	2	1	2	2	4	2	2	2	US
4	2	4	1	2	3	1	4	4	4	4	2	CA
3	3	3	1	4	3	2	2	1	1	2	1	US
3	3	1	3	3	3	2	2	1	3	3	1	AU
3	3	3	2	3	1	2	3	1	1	4	3	US
1	3	1	4	1	2	2	1	1	3	4	1	US
3	3	4	4	3	4	4	4	3	4	3	3	US
2	1	1	1	2	1	2	2	4	2	2	2	US
4	2	4	4	2	4	4	4	3	4	4	2	CA
2	2	2	2	2	2	2	2	1	1	2	2	CA
4	1	2	2	2	4	3	3	2	1	3	1	US
4	3	4	2	2	1	4	2	2	1	4	3	US
1	3	4	1	1	4	2	3	1	1	2	1	US
2	2	4	1	1	3	2	2	1	1	3	2	US
1	3	2	4	1	1	2	3	4	2	2	2	CA
3	3	1	3	3	3	1	3	1	3	3	3	CA
1	2	4	2	4	2	2	1	4	3	4	2	US
3	3	3	3	3	2	3	2	1	2	1	3	US
4	2	4	1	2	3	2	4	4	4	4	2	CA
1	2	1	1	1	2	1	1	1	4	2	2	US
4	4	3	3	3	4	2	4	1	2	2	3	US
3	1	2	2	2	3	2	1	4	2	1	2	US
2	2	2	2	2	3	2	3	2	3	1	2	US
1	3	3	1	3	3	4	2	1	2	1	1	US
3	1	4	1	3	1	3	1	4	1	3	3	US
3	1	2	4	2	4	3	2	2	1	4	1	US
1	3	4	1	1	1	2	3	1	1	2	1	US
1	1	1	1	1	2	2	1	1	2	1	1	US
3	2	4	3	2	2	1	1	2	3	3	3	US
1	3	1	3	1	1	2	1	1	2	1	1	US
2	1	2	1	2	2	1	2	1	1	1	3	CA
1	1	4	4	2	1	1	3	4	1	3	2	US
1	4	4	2	1	2	1	3	1	1	3	4	US
4	2	3	4	4	4	4	3	4	2	4	1	MY
1	1	1	1	4	3	2	2	4	3	2	2	CA
2	2	2	1	1	3	2	3	4	2	3	1	US
1	4	4	2	4	1	2	1	4	2	1	1	US
3	3	1	3	3	3	4	1	1	3	1	1	US
4	2	3	1	2	4	2	4	1	2	2	2	CA
3	4	4	4	3	3	4	4	4	1	4	1	US
1	3	3	3	3	3	1	2	1	2	2	2	AU
1	1	3	4	4	4	1	2	1	4	4	1	US
2	2	1	2	2	2	2	2	2	2	4	2	US
1	3	4	3	2	3	3	2	4	1	3	4	CA
1	4	3	2	1	4	2	2	1	4	2	1	US
3	4	2	3	3	1	4	4	3	1	3	3	US
1	4	4	4	1	3	3	4	1	4	4	3	US
1	4	1	2	2	1	4	2	1	3	4	3	US
3	3	1	3	1	3	1	1	1	3	1	1	US
4	3	1	1	1	4	4	4	3	4	3	1	US
1	2	1	1	1	2	2	1	1	2	2	1	US
1	2	4	4	4	2	1	4	4	2	2	2	US
1	2	4	4	2	4	2	2	1	2	2	1	US
4	1	4	2	2	3	2	2	3	4	2	3	US
4	2	4	2	2	4	2	4	1	4	4	2	US
4	2	4	2	1	2	2	1	2	1	4	1	RU
4	2	2	1	3	3	2	4	4	2	2	2	US
1	3	4	4	4	3	2	4	3	4	3	2	JP
1	1	1	3	3	1	1	1	1	3	3	2	US
3	1	2	1	1	3	3	1	3	1	3	1	US
1	2	1	2	1	1	2	3	1	1	3	3	CA
4	1	4	3	4	3	4	3	3	4	4	2	US
4	1	1	2	2	4	4	2	2	2	4	2	US
4	2	2	3	2	4	4	4	3	4	4	3	CA
3	4	2	3	3	1	4	4	3	1	3	3	US
1	2	2	1	1	1	2	3	1	1	1	1	CL
1	1	1	3	1	3	3	3	1	3	2	4	US
1	2	2	1	4	3	2	2	4	2	2	2	US
3	2	2	1	4	2	3	2	4	4	3	2	CA
1	3	1	1	3	1	1	1	1	2	3	1	US
3	3	1	3	3	3	1	4	1	2	1	3	US
1	3	1	1	3	1	1	1	1	3	1	3	CA
3	2	4	4	2	3	2	2	3	2	2	1	US
3	2	1	1	3	2	2	3	1	2	3	2	US
1	3	2	2	1	1	1	3	4	1	2	3	US
1	3	1	4	1	4	1	1	1	4	1	3	US
3	1	2	3	4	3	3	3	3	1	3	4	AU
1	3	1	1	2	4	4	4	4	2	2	4	US
2	2	4	2	1	3	4	2	2	1	3	1	US
1	2	1	3	3	3	4	1	1	2	1	3	CA
4	3	4	4	4	4	4	4	4	1	4	1	US
1	3	4	4	4	1	2	3	4	4	4	1	US
1	3	2	4	2	4	1	2	1	2	4	1	US
3	3	4	3	3	4	4	2	1	3	4	4	US
1	3	4	4	4	4	2	4	4	4	3	2	JP
4	4	4	3	4	4	4	4	3	4	4	4	US
1	1	1	4	2	3	4	3	1	4	3	4	US
3	4	4	3	3	3	4	1	3	3	1	3	US
1	3	1	4	1	1	2	3	1	2	2	2	US
3	1	1	2	2	3	3	2	3	2	2	3	US
3	1	3	3	4	3	4	3	3	4	3	1	US
4	4	1	4	4	4	4	3	4	4	4	2	US
4	4	4	4	4	4	3	4	3	4	4	4	US
1	3	2	2	2	1	1	2	4	1	2	2	US
1	4	4	4	3	3	4	1	1	4	1	3	US
3	2	1	3	3	1	1	1	3	3	1	1	US
