Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	country
4	1	4	4	3	3	3	4	3	4	4	4	US
4	1	4	3	4	3	4	3	3	4	3	1	US
3	2	3	1	4	2	2	3	3	1	3	1	GB
3	2	1	3	3	4	3	2	1	3	4	3	US
4	1	4	2	2	4	2	4	3	4	4	1	IE
1	2	4	1	3	3	2	4	1	4	2	2	GB
4	3	2	2	4	3	2	2	1	4	3	1	LK
2	1	4	1	2	3	2	3	4	1	4	2	US
3	1	4	1	2	3	4	4	3	4	3	4	JP
3	3	4	2	4	4	2	2	4	1	3	1	GB
1	2	1	2	2	1	1	2	1	3	1	2	US
1	3	3	2	1	1	2	3	1	2	1	1	US
2	4	4	2	3	4	4	2	1	4	4	3	US
4	3	4	1	4	3	2	1	1	2	2	3	US
1	4	1	2	1	1	4	2	1	2	2	2	IN
1	2	3	1	1	1	2	1	1	2	1	1	GB
1	3	2	3	3	3	3	3	1	3	1	1	CA
3	3	3	3	3	2	2	1	1	4	1	4	US
1	1	3	4	3	2	2	1	4	2	2	3	US
2	3	3	2	1	4	2	3	1	4	4	1	MX
4	1	1	4	4	4	4	4	4	1	4	1	US
1	2	4	2	1	1	2	1	1	2	1	1	US
1	2	1	2	2	1	1	2	1	3	1	2	US
4	4	4	4	3	3	2	2	3	4	4	4	US
3	4	3	3	3	4	4	4	3	4	3	3	US
1	1	3	3	2	3	2	2	4	1	1	1	US
3	1	4	3	3	3	1	3	3	1	3	1	US
1	1	3	2	1	1	4	3	1	1	3	1	BW
3	4	4	1	3	2	3	2	3	4	3	4	US
1	2	4	4	3	3	2	4	1	4	2	3	SE
1	1	4	1	2	4	4	3	4	2	2	2	US
2	1	4	1	4	2	1	4	4	4	4	2	US
1	1	1	4	4	1	1	1	1	3	1	1	DK
3	1	4	3	3	1	4	1	1	4	1	4	US
1	2	1	2	3	3	3	2	4	3	3	2	US
2	3	4	1	4	4	2	4	4	2	2	1	GB
3	3	1	3	2	1	1	3	3	2	3	3	GB
3	1	4	1	2	3	4	4	3	4	3	4	JP
1	4	1	1	3	1	1	1	4	4	1	2	US
1	2	4	3	4	4	2	2	1	1	2	2	US
2	1	3	2	2	4	4	3	1	2	2	2	US
4	2	2	4	4	4	3	4	1	2	3	4	US
4	2	1	4	2	4	2	4	1	2	2	2	US
4	1	1	2	2	3	2	2	4	4	2	2	US
4	2	4	4	4	2	2	4	4	4	2	4	US
3	3	4	4	1	1	3	2	3	1	3	1	US
4	3	4	1	1	4	2	1	1	3	4	2	US
4	2	4	4	3	4	2	4	3	4	4	1	GB
1	1	2	1	4	2	2	4	1	1	1	1	US
1	3	3	4	1	1	4	1	1	1	3	1	GB
1	3	4	3	4	1	2	2	4	3	4	1	US
1	2	1	1	2	2	3	2	4	3	2	2	US
4	2	2	1	2	2	2	4	4	2	2	2	US
1	4	2	4	1	3	4	1	4	3	1	3	US
4	2	2	4	2	3	2	3	4	1	3	1	KE
4	2	1	4	4	2	2	2	3	4	4	1	US
4	4	3	2	2	1	3	3	1	2	4	3	CA
2	2	4	2	2	4	2	1	3	2	2	2	GR
3	3	1	4	2	4	2	4	1	4	2	2	US
1	3	4	3	3	3	2	4	3	2	4	4	US
1	3	1	2	2	1	1	3	1	1	3	3	GB
2	1	2	2	4	2	2	3	3	1	2	1	IN
3	2	2	4	3	1	3	1	4	4	3	1	US
3	3	3	3	1	1	3	1	3	1	4	1	US
3	1	4	1	2	3	4	3	4	1	3	1	US
1	1	4	2	4	4	2	3	1	2	3	2	AU
3	4	3	3	4	4	4	3	1	1	1	4	US
4	3	3	2	3	2	2	2	3	2	2	1	IN
1	2	1	1	2	4	4	3	4	4	4	2	US
2	4	3	2	2	4	4	4	2	4	2	2	US
1	1	1	4	4	1	1	1	1	3	1	1	DK
1	3	4	4	2	3	1	4	1	2	1	1	US
1	2	4	2	2	3	4	1	1	3	1	2	US
4	1	4	2	2	4	4	3	1	2	2	1	GB
2	4	2	2	4	3	2	2	4	4	4	1	GB
3	4	4	4	3	4	4	4	3	1	4	3	US
1	2	4	2	4	1	1	2	1	2	4	2	GB
1	3	1	4	2	4	1	4	1	3	4	2	US
3	2	4	2	3	4	2	2	4	1	2	2	CH
2	2	2	1	4	1	2	3	4	2	2	1	AL
2	3	3	1	4	3	3	2	4	1	4	1	CA
3	3	1	4	4	3	4	4	4	3	4	1	US
4	1	4	3	2	4	3	3	3	2	3	1	US
3	1	4	2	2	4	4	3	4	1	2	2	GB
3	2	3	4	3	1	2	1	1	3	2	1	CA
1	1	1	2	1	3	4	1	4	3	3	1	US
1	3	1	3	4	3	4	1	1	4	2	3	IN
4	1	2	1	2	4	2	2	4	1	3	2	US
1	2	1	1	1	1	1	1	1	1	1	1	US
1	3	1	1	1	2	2	3	1	2	4	1	US
1	1	3	2	1	2	2	2	4	2	3	2	CA
1	3	4	2	2	4	4	4	1	4	4	2	GB
3	3	1	2	3	1	1	4	1	2	4	2	IL
1	2	2	2	1	1	1	3	1	3	1	1	US
2	2	1	1	3	1	2	2	1	2	2	1	BE
2	1	4	2	2	4	2	2	4	4	3	2	CA
4	1	4	2	4	4	1	3	4	4	4	2	US
1	2	4	2	2	4	2	4	1	4	2	2	GB
1	3	3	1	3	3	3	4	4	1	1	1	US
1	2	3	4	1	4	4	3	3	1	1	4	US
1	1	3	3	2	1	2	3	1	2	2	3	US
1	3	3	2	1	1	2	3	1	2	1	1	US
1	2	1	2	4	2	2	2	4	2	2	2	GB
4	3	1	4	2	3	2	4	4	4	4	4	DK
1	2	2	1	4	3	1	1	1	3	4	2	US
4	2	4	4	2	1	2	4	4	2	3	4	EE
1	3	4	1	4	4	2	2	1	2	2	2	US
1	3	1	2	2	2	2	2	4	2	1	2	GB
2	1	4	1	2	4	4	2	4	4	4	1	US
2	3	2	2	1	1	1	1	4	2	1	1	US
1	3	4	3	1	1	4	1	1	4	4	3	US
1	1	4	1	2	2	4	3	4	3	2	1	IE
2	2	3	1	3	3	4	3	3	4	3	1	IN
1	1	4	1	2	4	2	2	3	2	2	3	US
2	3	4	3	1	1	3	1	1	2	1	1	US
2	2	3	1	4	3	2	3	3	4	3	4	US
2	1	3	3	2	3	3	3	3	3	3	1	US
4	2	2	1	4	3	2	4	2	4	1	4	US
4	1	4	4	3	3	3	4	3	4	4	4	US
2	1	1	4	2	3	2	4	3	2	3	3	US
1	3	1	4	1	1	4	3	4	4	1	1	US
1	3	3	2	3	4	3	3	1	2	3	1	US
4	2	4	2	4	4	1	4	1	4	4	2	US
3	1	2	4	3	4	2	2	4	2	4	4	US
3	4	2	2	3	3	3	3	3	4	4	3	GB
1	1	2	4	4	4	3	4	3	4	3	2	US
1	1	2	3	1	4	4	1	1	3	1	2	IT
2	1	3	3	3	3	3	3	3	1	3	1	US
3	2	4	2	1	2	2	2	2	1	3	2	GB
1	1	3	4	1	3	2	1	1	4	1	2	US
1	3	2	2	2	3	2	2	1	2	2	2	US
1	2	2	1	4	3	4	4	4	4	2	4	GB
4	4	4	4	2	4	2	4	4	2	4	3	FR
1	2	4	1	1	3	2	2	1	2	2	4	GB
1	1	1	2	1	1	2	3	1	2	1	1	US
1	4	1	4	2	1	4	2	1	2	1	2	US
3	3	3	4	3	4	4	4	1	3	3	1	GB
3	3	1	3	4	3	1	2	3	3	4	1	MU
4	4	4	4	2	4	4	2	4	4	4	2	US
1	1	1	1	3	3	2	4	1	1	3	1	US
2	1	4	2	2	1	1	2	4	2	1	1	US
4	3	3	4	4	4	4	4	3	4	4	3	US
2	2	4	2	3	3	3	2	4	1	2	1	GB
3	3	4	3	3	3	2	4	4	4	4	4	US
4	3	1	4	4	4	1	4	1	4	4	1	US
1	2	4	2	2	1	2	3	4	2	2	2	US
4	2	4	3	3	2	2	3	1	4	3	2	GB
4	2	4	2	2	4	1	3	1	4	4	2	US
1	1	4	1	2	4	1	2	2	2	2	2	GB
2	3	1	1	4	1	2	3	1	1	2	1	US
1	3	2	2	2	3	2	2	2	2	2	2	US
3	3	4	3	2	4	2	2	4	4	1	1	CA
4	3	2	4	2	3	1	4	4	4	4	2	ZA
3	2	2	1	4	3	3	4	4	1	3	1	GB
4	1	4	4	4	4	2	4	3	2	4	3	RO
2	3	2	1	1	1	3	2	2	1	3	2	US
4	1	4	4	1	3	1	3	1	1	3	3	DE
1	4	4	3	3	1	4	2	1	4	2	3	US
1	3	3	1	1	2	4	2	1	2	3	1	CA
4	3	4	4	4	3	1	4	1	1	4	4	US
3	3	2	3	3	3	3	2	1	4	3	3	CA
4	1	4	4	2	4	4	4	3	4	4	3	GB
4	2	3	3	3	1	3	2	1	2	3	3	US
4	3	4	4	1	3	2	1	3	4	3	4	US
1	3	4	4	4	3	4	3	1	4	4	2	GB
3	3	4	4	3	2	4	4	4	4	4	2	GB
1	3	1	4	2	3	2	1	1	2	2	2	US
1	4	3	2	1	1	4	3	4	3	1	3	US
4	3	2	4	1	4	4	2	1	4	4	4	US
4	4	2	4	3	3	4	4	3	4	4	4	US
4	2	4	2	2	4	2	3	1	2	4	2	US
4	3	4	4	1	3	2	1	3	4	4	4	US
4	3	1	4	4	4	4	3	4	1	4	1	US
1	2	4	3	1	1	2	3	1	3	1	3	US
2	1	4	2	2	2	2	2	4	2	1	2	US
1	4	4	3	1	2	4	3	1	4	1	3	GB
2	3	4	2	3	3	3	3	3	4	3	1	US
4	2	4	2	4	4	2	2	4	2	3	2	GB
2	3	1	1	4	3	3	1	4	4	2	2	GB
1	3	1	2	4	3	2	2	4	1	1	1	US
4	2	4	4	2	4	1	4	1	1	4	4	US
3	1	4	3	3	4	2	2	4	4	2	2	FR
3	2	3	4	2	4	2	4	4	2	2	2	GB
1	1	4	3	2	4	4	2	1	3	4	1	DK
1	2	4	1	2	4	4	3	2	1	3	1	US
1	3	4	3	4	3	1	2	1	3	4	3	US
3	4	3	3	3	4	3	4	3	4	3	3	CA
1	2	1	1	1	1	1	1	1	2	1	1	US
1	1	1	4	2	4	2	3	4	2	4	2	IE
3	2	4	1	2	2	2	2	1	1	2	2	US
2	1	4	1	2	2	2	3	4	2	2	2	DK
4	1	4	4	4	3	4	4	3	4	3	4	US
2	3	1	1	4	3	3	2	4	4	3	2	GB
1	2	1	2	2	1	2	2	2	2	3	1	US
3	3	3	2	3	3	3	3	2	1	3	3	US
2	1	3	2	2	3	2	2	2	2	2	1	US
1	4	1	3	3	3	4	4	1	3	2	3	NL
3	2	3	1	2	2	2	2	4	2	2	2	US
4	4	1	4	3	3	2	4	1	2	1	4	US
2	2	1	4	2	3	2	4	4	4	4	2	US
2	4	4	4	2	3	2	4	1	1	3	2	US
3	3	4	1	4	3	3	1	4	2	2	2	US
1	2	3	3	3	1	4	2	1	3	1	1	US
1	3	4	4	1	4	1	3	1	3	4	1	CA
1	3	1	1	4	3	2	4	1	2	1	1	ZA
2	2	1	2	1	4	2	4	4	4	2	2	GB
1	3	1	1	1	1	4	1	1	3	1	2	ZA
1	3	1	4	1	3	1	1	1	3	2	3	DE
1	1	3	3	1	1	1	3	1	2	3	1	IE
3	2	4	1	3	1	2	1	1	1	1	1	US
4	4	2	4	4	4	3	4	3	4	4	4	US
1	2	4	4	1	2	2	2	1	1	1	1	CA
1	2	2	3	1	1	1	1	1	3	1	1	CA
4	1	4	2	2	3	2	2	4	2	2	2	GB
1	2	2	1	1	1	2	1	1	3	1	1	CA
4	3	4	4	1	3	2	1	3	4	4	4	US
1	2	4	2	4	4	2	3	4	4	2	2	US
1	1	3	2	3	4	2	1	4	4	1	3	GB
2	1	4	4	4	3	3	4	3	4	3	4	US
1	2	4	1	1	1	2	2	1	2	3	3	US
1	1	2	4	2	3	1	1	4	2	3	1	US
1	1	4	4	2	4	3	4	4	4	4	1	CA
3	3	4	3	2	2	2	1	4	4	1	3	GB
1	4	4	4	2	4	1	4	1	4	4	1	GB
3	2	1	1	2	2	2	1	1	3	2	1	HR
1	2	1	1	2	1	2	4	4	2	2	2	CA
1	1	1	2	4	3	3	3	1	1	1	1	US
1	3	1	4	1	3	4	3	1	3	2	2	GB
1	2	3	1	2	3	2	2	4	2	2	2	PK
2	4	4	4	4	4	3	4	3	2	2	4	US
2	2	1	2	2	3	2	2	2	2	4	2	US
1	3	4	1	1	3	2	3	1	2	2	2	CA
3	3	3	4	4	4	2	4	4	4	2	2	US
2	1	2	1	4	1	4	4	4	1	1	1	US
2	1	4	4	4	3	3	4	4	4	3	4	US
1	2	4	1	1	1	2	2	1	2	3	3	US
4	1	4	2	2	2	2	3	2	4	1	1	US
1	2	1	1	1	1	4	3	1	2	2	2	GB
4	3	1	4	1	4	1	1	4	4	4	1	US
1	2	4	3	4	3	3	4	1	4	1	1	US
1	1	3	2	4	1	4	1	1	3	1	3	US
1	2	3	3	1	1	4	3	1	2	1	3	GB
1	3	1	1	1	1	1	2	1	3	3	3	US
1	2	4	1	4	1	2	1	1	2	3	1	US
1	3	1	2	1	1	1	1	1	1	1	1	AT
3	1	4	2	2	1	3	4	2	4	1	4	CA
1	3	1	1	2	2	4	3	4	4	2	2	US
3	3	3	3	4	4	3	1	1	2	3	1	SE
1	2	4	1	4	4	4	3	1	2	4	1	MX
4	2	4	1	4	3	2	4	4	4	4	2	IL
1	3	2	2	1	1	3	1	1	1	1	1	CA
3	3	1	3	3	3	3	3	2	2	3	4	CA
3	4	4	3	3	3	4	3	3	4	3	3	IE
2	2	2	2	4	1	4	2	1	3	3	2	US
3	1	2	1	2	3	2	1	4	2	2	2	GB
3	1	4	2	2	4	2	3	3	3	1	4	US
1	3	3	4	1	3	1	3	3	4	1	1	US
2	2	2	2	2	3	2	2	4	2	2	2	ES
2	4	4	2	2	2	2	2	4	2	4	2	GB
2	1	2	1	2	3	2	1	4	2	2	2	GB
3	2	3	3	3	2	1	1	3	1	1	3	US
1	3	1	2	4	2	2	1	1	4	2	4	GB
1	3	4	3	2	4	4	3	4	4	2	1	US
1	1	1	1	2	1	2	3	1	2	2	1	KE
1	2	2	4	1	2	2	2	4	4	2	2	CA
1	3	1	1	1	3	4	3	1	1	2	1	US
3	2	4	3	4	1	2	2	4	2	4	2	US
4	3	4	4	2	3	2	4	3	4	4	2	US
1	4	1	2	1	1	1	1	1	1	1	2	US
3	1	4	2	2	1	3	4	2	4	1	4	CA
3	3	1	3	3	3	4	1	3	4	3	4	US
4	2	4	4	4	4	2	4	3	4	4	4	US
4	2	4	4	4	3	2	4	4	4	4	3	GB
3	2	2	4	4	1	2	3	4	2	3	1	RO
2	2	1	1	2	4	3	2	4	2	2	2	IT
4	3	1	4	3	3	4	4	3	4	4	4	US
4	3	4	4	4	4	2	4	4	4	4	1	GB
1	2	3	4	1	1	2	1	1	2	1	1	GB
1	3	4	4	4	3	4	2	1	4	4	2	GB
1	1	1	1	3	3	4	3	4	4	2	2	GB
1	4	2	4	3	4	3	3	3	1	1	1	US
3	3	1	1	4	3	1	2	4	3	1	1	US
1	3	1	1	1	1	1	1	1	3	1	1	CA
4	3	1	1	2	3	1	2	4	4	4	2	US
1	3	1	2	2	1	2	1	4	4	2	2	US
3	3	2	4	3	2	2	4	3	2	3	4	US
2	3	3	1	2	3	3	4	4	4	3	2	US
1	1	1	1	2	1	3	3	4	1	2	1	US
1	2	4	4	1	1	2	2	1	1	1	1	GB
1	1	3	3	2	3	1	3	4	1	1	1	US
3	3	3	2	2	4	3	4	4	2	4	2	US
3	3	1	2	3	1	4	2	3	2	4	4	GB
2	1	4	1	2	3	2	3	4	4	2	2	CA
1	4	4	4	2	4	2	4	3	4	4	2	US
3	3	4	4	3	4	4	4	1	4	4	2	US
1	3	1	2	1	1	1	1	1	1	1	1	AT
1	1	1	1	2	1	3	3	1	1	2	1	US
2	2	2	1	4	3	2	1	4	1	2	1	US
3	4	3	3	3	3	3	2	1	3	3	3	US
2	3	4	2	2	1	2	3	4	2	2	2	GB
3	2	3	1	3	4	2	4	1	4	2	1	CA
3	3	2	1	4	2	2	2	4	3	4	2	GB
1	2	2	4	1	4	2	2	4	4	2	2	CA
3	1	3	1	3	3	3	4	3	1	2	1	US
1	1	2	2	1	1	4	1	1	2	1	1	GB
4	3	4	4	3	4	1	4	3	4	4	4	US
1	4	1	2	1	1	1	4	4	2	2	2	US
4	2	4	2	2	4	2	3	1	2	4	2	US
2	2	2	1	2	2	2	1	1	2	2	2	GB
2	4	4	2	2	2	2	2	4	1	2	2	GB
3	3	4	1	1	3	1	1	3	3	3	1	US
3	4	2	4	3	3	2	2	3	4	3	4	GB
1	1	4	4	4	4	1	3	4	4	2	2	US
1	3	2	1	1	2	1	2	1	2	1	1	US
1	2	1	4	4	3	2	3	4	4	3	2	US
2	2	1	2	2	2	2	2	4	3	2	2	GB
1	2	1	4	1	3	4	3	1	2	2	1	US
4	1	4	2	2	1	4	3	4	3	3	3	GB
4	1	4	1	4	4	2	4	3	2	3	4	US
4	1	4	2	2	1	1	3	2	4	4	2	GB
1	1	4	2	2	4	4	4	1	3	2	2	GB
1	2	4	4	4	4	2	4	3	4	3	3	SG
3	2	4	4	3	2	1	2	1	1	4	4	GB
1	2	1	4	1	2	1	4	1	3	4	4	US
1	3	3	4	3	4	4	4	4	2	1	1	US
1	3	1	3	3	3	1	2	1	4	3	4	NO
2	2	2	1	4	1	2	3	2	2	2	1	MY
1	1	3	2	2	4	4	4	1	3	2	2	GB
4	2	4	2	4	4	2	3	1	4	4	3	US
1	1	4	1	4	3	2	3	1	4	2	1	NZ
3	3	1	1	3	3	1	1	1	1	2	1	BE
1	3	1	2	1	1	3	1	2	1	1	1	US
2	2	4	4	2	1	2	4	3	4	2	2	US
3	3	3	3	3	1	3	1	1	3	1	1	US
3	3	1	3	1	1	4	1	1	4	1	2	US
1	1	2	2	4	3	4	4	3	4	3	1	US
2	3	4	2	1	3	2	4	1	1	1	1	IE
2	4	2	2	2	4	4	2	2	3	4	3	US
4	3	4	3	3	4	4	4	3	3	4	4	US
3	3	1	3	2	3	1	4	3	4	3	3	GB
2	1	2	1	2	3	2	2	4	1	2	1	US
2	3	2	3	3	4	3	2	3	4	4	1	US
1	3	3	4	1	1	1	1	3	4	3	3	US
4	2	4	4	3	4	2	4	3	4	4	4	US
1	4	1	4	4	2	2	4	1	4	2	4	GB
3	2	3	1	1	2	2	1	3	2	1	1	GB
2	2	4	2	2	3	2	2	2	2	2	2	ES
3	1	1	2	2	1	3	2	2	1	3	2	US
1	3	1	1	4	1	4	2	1	2	2	4	HR
2	1	2	2	2	1	2	2	4	2	2	2	CA
2	2	4	1	2	2	2	2	2	2	2	2	US
4	2	4	4	3	3	3	3	4	1	4	4	US
1	1	4	1	2	1	2	2	1	2	2	2	US
2	1	4	4	2	2	2	2	4	2	2	2	IT
1	1	3	4	4	4	4	4	1	2	2	1	US
4	1	4	2	2	3	2	4	3	4	4	1	US
1	3	1	1	2	1	1	2	4	4	3	2	AU
1	3	1	1	1	1	4	2	1	2	1	1	US
3	2	2	3	1	4	3	1	3	4	4	3	CA
1	3	1	1	4	1	4	3	1	2	1	4	US
3	4	4	1	4	1	4	2	4	1	2	2	CA
2	1	4	2	2	4	2	2	4	2	4	2	US
3	1	2	4	4	3	3	2	4	2	3	1	US
4	4	3	4	2	4	4	3	4	4	4	4	US
4	3	1	4	2	1	3	3	1	4	4	2	BR
1	3	1	3	3	3	4	4	1	1	3	3	CA
2	1	1	1	1	1	2	3	1	2	2	1	FR
4	4	4	4	4	4	4	4	3	4	3	4	GB
3	2	4	1	3	3	2	4	4	1	2	1	IE
2	3	3	1	2	3	2	2	4	2	2	2	US
2	3	1	2	1	4	2	2	2	1	1	1	US
3	2	1	2	4	3	2	4	3	4	3	1	US
1	2	2	3	2	1	4	2	1	3	4	3	AU
4	4	1	4	1	4	3	4	1	2	3	3	NL
4	2	2	2	2	4	2	2	3	2	2	3	AU
1	3	3	3	3	3	4	3	3	4	1	1	GB
4	3	4	2	2	3	2	2	4	2	2	2	GB
1	3	1	4	3	3	2	4	3	4	2	2	US
1	1	3	1	2	4	3	2	1	2	2	3	US
4	3	1	4	2	4	3	3	1	4	4	2	BR
4	1	4	3	2	4	4	2	1	2	4	3	US
4	1	3	2	1	4	3	3	2	1	4	2	US
1	1	3	2	2	4	4	3	4	1	1	1	US
3	2	4	2	1	4	4	3	4	4	4	1	GB
4	1	4	2	2	4	2	4	4	2	4	2	US
3	3	3	3	3	1	3	1	1	3	1	1	US
3	1	4	3	2	1	3	3	4	3	4	3	CA
2	2	4	1	2	2	2	2	4	2	2	2	US
1	2	4	2	2	2	1	4	1	3	2	1	SE
2	2	4	2	2	4	4	3	4	4	4	1	GB
4	3	4	2	4	4	3	2	4	4	4	2	GB
3	2	2	3	3	2	2	2	1	2	2	3	NO
4	4	3	3	3	4	4	4	4	4	4	3	SE
2	2	4	1	4	4	2	4	4	2	2	2	US
1	3	1	3	3	3	1	3	1	2	1	3	US
1	3	4	4	2	4	1	4	3	4	4	4	GB
4	1	4	2	2	4	4	2	4	2	2	2	US
4	2	4	4	4	3	2	2	3	4	4	3	GB
1	4	1	4	2	2	3	3	1	4	3	3	US
1	2	4	1	2	4	2	3	4	3	2	2	US
3	2	3	1	1	1	1	3	1	2	2	3	US
1	3	1	2	3	3	1	2	1	4	1	2	GB
1	2	2	2	4	4	2	2	4	1	2	2	US
3	3	4	1	3	3	1	3	1	3	4	3	US
1	3	3	3	3	3	1	1	1	4	1	1	CA
3	3	2	3	2	3	1	3	3	3	1	1	NZ
1	3	1	3	1	1	4	1	1	1	1	3	NZ
1	2	4	4	1	3	1	1	1	1	4	1	IN
2	4	4	2	2	3	4	3	4	4	3	1	US
3	3	2	1	2	4	2	2	4	2	2	2	US
1	3	4	4	2	2	2	3	4	2	4	3	US
4	4	4	3	2	3	4	4	3	3	4	3	US
4	4	4	4	2	3	4	3	4	4	4	2	US
1	3	3	1	3	4	2	4	3	1	3	1	US
4	2	4	1	2	4	2	3	4	2	4	2	EU
1	2	3	1	2	3	3	3	4	4	4	1	US
1	3	4	1	2	4	2	2	1	4	4	2	IT
1	2	4	3	3	2	2	1	3	3	2	1	US
1	1	1	4	4	1	1	3	3	1	2	3	US
1	3	1	3	2	3	2	1	1	2	1	3	CA
4	1	4	3	4	3	3	4	4	4	3	4	US
1	2	1	1	3	3	1	1	1	3	2	1	US
4	2	4	4	3	3	2	4	3	4	4	4	US
4	1	4	3	2	4	2	2	4	1	3	1	US
1	3	1	2	4	1	2	2	1	3	2	2	US
1	1	3	2	1	1	4	3	1	2	2	1	US
4	4	4	2	2	3	4	2	2	2	2	4	GR
4	2	4	2	1	3	2	3	4	1	1	1	US
3	3	4	2	3	3	1	2	2	1	3	1	US
1	2	2	2	2	1	4	2	1	3	1	1	GR
1	3	4	4	2	3	4	1	1	3	1	1	ES
3	2	1	2	2	3	2	1	1	1	2	2	GB
3	3	1	3	3	4	4	4	3	2	3	3	US
4	2	3	1	2	3	4	4	3	4	4	1	US
4	2	1	4	1	1	2	1	1	2	2	4	US
4	1	4	2	2	1	4	3	4	4	4	2	US
3	3	1	1	3	4	2	2	4	2	2	2	US
4	2	3	2	1	3	4	3	4	4	2	2	US
3	4	4	4	4	4	4	4	1	4	4	3	RS
4	3	1	1	4	2	1	4	3	2	4	1	IT
1	2	3	1	2	2	2	3	1	2	1	1	US
3	3	4	3	3	3	4	2	3	4	3	3	US
1	1	4	4	1	4	1	1	1	3	1	2	US
1	3	3	2	3	4	4	4	4	2	2	2	US
4	1	4	4	2	4	3	4	4	4	3	4	US
4	2	4	4	2	3	2	4	3	2	3	4	US
1	2	3	3	4	2	2	2	4	2	3	1	US
3	3	4	3	3	3	3	3	3	1	4	3	US
3	4	4	2	2	3	4	2	1	2	3	3	PT
2	2	3	1	4	3	2	4	4	1	3	1	AU
2	2	1	1	4	3	2	3	1	2	2	1	US
4	1	4	3	4	4	4	1	1	3	3	3	US
4	1	3	1	2	3	4	4	4	4	4	2	US
2	1	4	4	2	3	4	4	4	1	3	3	US
1	3	1	3	3	3	3	2	1	4	3	1	US
2	2	4	4	3	3	3	4	3	4	3	4	US
1	2	2	2	2	4	2	2	1	2	2	2	US
1	3	1	4	4	3	2	2	4	2	2	2	CA
4	4	2	4	4	2	2	3	3	4	4	1	US
3	2	3	1	1	1	3	2	1	2	3	1	US
1	3	4	1	2	4	4	3	1	3	2	2	SA
3	3	2	4	3	4	4	2	1	1	3	3	CA
1	3	3	3	3	1	4	3	1	4	4	3	US
1	1	1	1	2	3	1	1	1	1	1	2	US
4	4	4	4	3	4	3	3	3	4	4	3	CA
1	1	3	2	1	1	4	4	1	2	2	2	CA
4	2	4	4	4	4	2	4	4	2	2	2	US
3	3	1	4	1	1	1	1	4	3	1	2	GB
4	1	3	2	2	4	2	4	4	2	4	2	US
1	3	1	4	2	4	4	4	3	2	2	2	US
4	1	4	1	4	4	3	3	1	1	3	2	US
3	4	1	3	4	3	3	2	3	2	3	3	MX
1	3	1	3	3	2	2	2	1	3	3	3	AU
4	1	4	2	2	4	4	4	1	4	4	3	US
4	1	1	2	1	4	2	2	1	2	4	1	TR
1	2	1	2	2	1	1	3	1	2	1	1	US
3	3	2	3	3	3	3	1	1	3	3	1	CA
2	2	4	2	2	3	2	4	1	4	4	4	US
3	1	4	3	3	3	2	1	2	2	2	3	US
4	4	4	4	3	4	3	4	3	4	2	3	CA
1	2	4	1	2	3	2	4	4	4	2	2	US
1	2	1	3	3	1	1	1	1	2	1	3	US
1	3	3	3	1	1	2	1	1	3	3	1	US
3	3	4	4	4	3	4	4	4	4	4	2	NO
3	4	3	3	4	4	2	3	3	1	1	1	US
1	1	2	2	2	1	4	3	1	1	4	2	US
4	3	4	4	2	1	4	4	4	4	4	2	AR
4	4	4	4	2	4	2	4	4	1	4	2	US
4	1	1	2	1	4	2	1	1	2	4	1	TR
4	2	4	2	2	2	1	1	1	3	2	2	US
1	3	1	4	4	1	1	3	1	4	4	1	US
4	3	1	1	4	4	4	4	3	4	4	2	US
3	2	4	1	4	3	2	4	1	1	3	1	NL
4	3	2	4	4	4	3	2	4	4	4	4	US
3	1	4	4	3	4	2	4	3	1	3	2	US
1	2	4	3	4	3	1	4	3	4	2	3	US
2	2	4	1	4	4	2	4	4	4	2	2	US
1	2	2	3	3	3	2	2	1	2	2	3	CA
1	3	2	4	3	2	1	3	1	4	2	2	US
3	1	1	1	2	1	2	3	1	1	2	1	US
1	3	1	3	1	1	1	3	4	2	1	1	US
4	4	3	2	2	4	3	4	2	4	4	1	US
1	2	4	4	3	4	2	2	4	4	4	3	GB
1	2	4	2	2	1	2	2	4	2	2	2	US
4	1	4	2	4	4	3	2	3	4	3	4	AU
4	4	3	2	2	4	3	4	2	4	3	1	US
3	3	3	4	2	1	4	3	3	4	1	3	US
4	2	4	4	4	4	2	4	4	4	4	4	US
3	2	4	2	2	2	2	2	4	3	4	2	US
4	2	4	1	4	2	2	2	4	2	2	2	US
1	4	1	1	2	4	2	2	1	2	4	2	IT
4	2	3	4	3	4	1	3	4	2	4	1	SG
1	1	1	1	1	1	1	1	1	1	1	1	US
3	3	4	1	1	1	1	2	1	1	1	2	US
4	2	4	4	4	2	2	4	1	4	3	4	US
1	3	4	3	1	1	3	3	1	3	1	1	GB
4	3	1	4	1	1	2	1	4	2	1	1	US
3	3	1	3	2	4	1	2	3	2	1	3	US
1	3	1	4	1	1	4	1	1	3	1	1	BR
1	3	1	4	3	3	1	1	1	3	4	4	CA
1	3	1	4	1	1	1	3	1	2	1	1	US
1	3	4	2	2	1	4	4	1	4	4	4	US
3	2	1	3	1	1	4	4	1	2	3	3	US
4	2	4	3	3	3	2	2	3	2	3	4	US
4	3	1	2	4	3	2	2	1	2	2	2	GB
2	3	3	2	2	3	4	3	4	2	2	2	US
1	1	4	1	2	1	4	3	1	2	4	2	US
