"AS1","AS2","AS3","AS4","AS5","AS6","AS7","AS8","AS9","AS10","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","AD1","AD2","AD3","AD4","AD5","AD6","AD7","AD8","AD9","AD10","DO1","DO2","DO3","DO4","DO5","DO6","DO7","DO8","DO9","DO10","age","gender"
5,4,4,4,3,4,3,2,1,1,5,5,4,4,4,1,1,2,3,2,2,2,4,4,3,2,2,2,2,2,4,4,5,4,4,4,4,4,3,3,67,1
4,5,5,4,4,5,1,4,1,2,5,5,4,2,4,2,2,1,4,2,2,4,2,2,4,2,2,5,1,2,2,4,4,5,4,2,5,2,4,5,32,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2
2,1,4,3,3,2,4,4,4,1,2,2,4,2,4,4,2,4,4,3,2,4,3,2,4,4,3,4,2,2,2,4,3,1,2,2,1,3,2,2,22,1
4,4,2,4,2,2,4,4,1,1,4,3,4,3,3,3,2,2,3,4,4,4,4,4,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,48,1
2,3,4,2,4,4,3,3,1,2,2,1,3,3,2,5,3,4,4,2,2,4,5,4,2,2,2,2,2,2,4,4,4,1,3,2,2,4,2,2,49,1
1,1,1,1,1,2,3,4,5,4,3,2,1,2,2,3,3,4,4,5,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,34,1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25,1
3,2,4,3,4,4,4,3,3,1,3,1,2,2,1,2,3,3,3,3,5,5,4,4,3,2,2,3,1,2,3,3,4,4,5,4,4,4,3,2,44,2
4,4,5,4,4,4,1,2,1,3,4,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,3,5,5,3,3,40,2
5,4,4,5,4,4,2,1,2,3,2,3,3,5,5,1,1,5,1,2,5,4,5,4,3,3,2,3,2,2,5,5,4,4,5,5,2,4,4,3,20,2
5,4,3,3,4,3,2,4,2,4,4,5,3,4,3,2,3,2,2,3,2,2,4,4,4,4,4,4,1,3,4,4,2,2,4,4,4,4,2,2,25,1
5,3,3,5,3,2,3,3,1,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,32,1
4,5,5,4,4,4,1,2,1,1,4,4,3,4,4,3,2,2,2,1,4,4,5,5,2,2,2,3,2,1,5,4,4,3,3,3,4,5,3,2,44,2
4,3,2,3,3,3,4,3,3,4,4,4,4,4,4,2,2,2,2,2,4,4,5,5,4,3,2,4,2,2,2,2,4,4,4,3,4,4,3,2,49,1
2,4,2,4,3,5,3,2,1,2,4,4,3,2,3,2,2,1,4,2,5,5,4,4,2,1,1,3,1,1,4,3,2,2,4,2,4,4,2,2,25,1
2,3,3,4,4,3,2,3,2,2,2,2,4,2,4,4,2,4,4,3,4,4,4,4,3,2,2,4,2,2,4,4,3,3,4,2,4,4,4,3,34,1
5,5,5,5,4,4,1,2,5,1,5,3,5,5,5,2,1,1,2,1,5,4,5,5,2,1,1,2,3,2,1,1,2,2,3,3,2,4,1,3,58,2
4,3,3,4,2,5,3,4,1,3,3,3,0,5,3,2,2,3,4,2,5,5,5,5,1,2,3,2,1,3,4,3,2,3,5,3,4,4,2,2,31,2
3,3,4,4,2,3,4,5,2,3,5,3,5,3,5,2,2,1,4,3,4,5,4,4,4,2,2,1,1,3,3,4,4,4,2,1,3,3,2,2,26,2
4,4,4,4,3,4,2,2,2,1,4,3,3,4,4,2,2,2,2,1,3,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,41,1
5,4,4,4,4,4,2,1,1,1,4,3,3,5,4,2,2,3,2,2,2,4,4,4,4,3,3,4,2,4,5,5,4,4,5,3,4,4,3,4,41,1
2,3,2,2,3,2,4,4,1,2,5,4,2,2,3,2,2,1,2,2,2,4,4,3,4,4,4,4,4,4,4,3,2,1,2,2,1,2,2,1,25,2
5,5,4,4,3,4,1,2,1,0,5,4,4,0,4,2,1,1,1,1,4,5,5,4,2,1,2,4,1,1,4,4,1,2,2,2,4,4,3,4,45,1
4,4,5,4,4,4,2,1,1,1,3,4,2,4,4,2,2,2,2,2,4,5,5,5,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,39,2
4,4,3,4,4,4,3,3,2,2,5,4,4,4,3,1,2,2,3,2,3,4,5,4,3,2,1,3,1,2,4,4,4,4,3,3,3,3,3,3,44,2
3,2,1,3,2,3,4,4,4,1,3,1,3,3,3,4,2,2,4,3,2,5,5,4,2,2,2,4,4,3,2,2,2,1,1,2,2,3,2,1,56,1
5,4,4,3,3,4,3,2,2,2,3,2,2,4,2,2,3,2,4,2,1,4,4,2,5,4,4,4,4,4,2,2,3,3,3,3,4,3,3,3,26,2
3,2,2,2,4,3,4,3,4,4,4,2,2,3,2,3,4,4,4,4,4,4,5,5,1,1,1,4,1,4,4,4,2,2,2,2,2,4,4,1,30,2
4,2,3,5,2,3,4,4,2,1,5,4,4,4,5,1,1,1,3,1,1,5,4,4,4,3,3,5,2,4,4,4,4,3,4,4,5,5,3,2,26,1
2,3,3,4,3,4,4,2,2,1,4,2,1,2,2,3,2,2,4,4,4,5,5,4,3,3,2,2,1,1,4,2,3,4,4,1,4,5,3,3,30,2
5,5,4,5,5,4,2,3,1,1,5,5,5,5,5,1,1,2,2,1,5,5,5,5,2,1,2,2,1,2,4,4,1,1,2,1,2,3,4,1,40,2
4,4,3,3,4,3,4,4,2,2,4,3,3,4,3,3,3,3,2,2,2,3,4,5,4,2,2,4,2,4,3,3,3,2,2,3,3,4,2,1,54,2
3,2,2,2,3,3,3,3,2,2,4,3,3,3,2,3,4,2,3,2,4,4,4,5,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2,33,2
2,4,3,2,5,4,3,2,1,1,3,3,3,2,3,3,2,4,4,4,5,5,4,4,2,1,1,2,1,1,5,5,5,4,4,3,5,5,4,4,18,1
5,4,3,4,3,4,3,3,2,2,5,5,1,5,4,2,2,1,2,2,3,5,5,5,4,4,3,4,2,3,2,3,2,2,4,2,2,3,4,3,38,2
4,2,2,3,2,3,4,4,2,2,3,4,2,4,2,3,2,3,4,2,3,4,3,3,4,4,4,2,2,3,2,2,2,3,1,2,3,4,3,3,43,1
4,3,4,4,4,5,2,3,2,1,5,4,4,4,4,3,2,2,3,1,5,5,5,5,4,4,4,4,2,3,2,3,2,3,4,4,4,5,5,4,19,1
3,4,3,3,3,3,4,4,2,3,4,3,3,4,3,3,3,3,2,2,2,4,4,4,4,3,3,4,2,4,2,2,4,1,1,2,3,4,2,1,54,2
4,4,4,4,4,4,2,2,2,2,4,4,2,4,2,2,2,2,2,2,4,4,3,3,4,2,2,2,2,2,3,3,4,4,4,3,3,3,4,3,44,2
2,3,2,2,4,2,4,4,1,4,2,1,2,2,2,4,4,4,4,4,4,5,4,3,3,2,1,4,2,4,4,4,4,2,4,2,4,2,3,3,27,1
5,5,5,5,5,5,3,3,1,1,4,4,3,3,4,3,1,3,3,1,3,5,5,5,3,1,1,3,3,3,4,4,4,3,3,3,4,4,4,3,30,2
2,2,2,3,3,4,4,3,3,3,3,0,0,2,2,2,4,4,4,4,2,5,3,3,4,4,2,3,3,3,3,3,4,2,2,2,2,2,3,2,30,1
3,3,4,4,4,5,3,2,4,1,5,3,2,4,3,2,3,2,2,2,5,5,5,5,4,1,1,2,4,3,4,4,3,4,4,2,4,4,3,2,25,2
2,2,2,2,2,1,4,4,2,4,4,2,2,2,2,4,2,4,4,4,3,2,2,4,4,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,38,2
2,4,3,5,4,5,3,3,1,1,2,2,2,2,3,4,3,4,3,4,4,4,3,4,2,2,2,2,1,2,0,5,4,3,5,3,4,4,3,4,17,2
3,3,3,3,2,3,3,2,3,2,4,2,3,3,2,4,4,4,4,4,4,4,4,4,3,2,2,3,2,3,4,3,4,3,3,4,5,4,3,3,31,2
5,4,4,4,5,4,2,2,2,1,4,4,4,5,4,2,2,1,3,2,4,5,5,4,2,2,2,2,1,1,3,2,3,2,2,3,4,4,3,2,47,2
5,5,4,5,4,3,2,2,1,1,5,5,5,5,5,1,1,1,1,1,4,5,5,4,2,1,1,2,2,1,5,3,4,3,3,4,5,4,4,3,40,1
2,1,1,2,2,2,4,4,4,2,3,3,1,2,2,4,4,3,4,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,59,2
2,5,5,5,5,5,2,2,2,2,2,1,2,2,5,5,2,4,5,2,2,2,3,2,5,5,5,5,4,4,3,3,4,4,5,3,4,4,5,4,22,2
5,4,3,3,3,4,3,4,2,1,4,4,4,4,3,2,2,2,2,2,2,4,5,5,2,5,4,5,1,2,5,5,3,2,2,2,4,4,2,2,25,2
5,4,4,4,4,4,2,3,2,4,2,2,2,5,4,4,2,4,4,1,2,4,4,2,5,2,2,4,1,3,4,4,2,2,4,2,2,4,2,3,38,2
3,2,2,1,3,0,2,3,5,5,2,2,2,3,2,3,4,4,3,3,2,5,5,5,2,3,3,3,1,2,4,3,2,2,2,2,2,2,2,2,25,2
1,1,3,2,2,4,4,3,2,4,4,4,3,1,2,2,4,2,2,2,3,5,5,5,2,2,2,3,2,2,4,4,4,2,2,2,2,4,2,2,25,1
4,3,3,4,3,4,2,2,3,2,2,1,4,4,3,2,2,4,4,2,3,4,4,4,3,3,3,4,2,2,4,4,3,3,3,3,4,3,3,3,50,2
4,4,5,4,4,5,2,2,2,1,4,4,3,4,4,2,2,2,3,2,3,5,5,4,3,2,1,4,1,3,3,3,3,4,4,3,5,4,3,4,31,2
3,4,3,4,4,3,4,4,1,1,4,5,3,3,3,1,3,3,1,4,4,5,5,4,3,3,2,2,1,2,5,5,3,4,4,3,2,3,3,3,28,2
4,4,4,4,4,4,2,2,1,1,4,2,5,4,4,2,2,1,2,2,4,5,5,5,4,1,1,2,1,2,4,4,2,2,4,3,4,4,2,1,50,1
4,5,4,5,5,4,3,2,3,1,1,1,1,4,4,5,2,5,5,4,1,4,4,1,5,5,5,5,3,2,4,2,4,1,5,4,4,3,5,4,56,2
5,4,4,5,5,5,3,3,5,1,5,3,3,5,4,3,4,3,3,5,4,3,4,4,4,4,3,4,4,4,1,3,4,5,4,4,5,5,5,5,33,2
4,4,4,3,4,4,2,3,2,1,2,2,2,4,3,4,2,4,4,2,4,4,5,4,3,2,2,3,2,2,3,3,4,1,4,3,4,4,2,2,30,1
3,5,4,4,4,4,2,3,1,1,4,2,2,3,3,4,1,2,4,1,3,5,5,4,4,3,3,5,1,3,2,2,3,3,2,3,3,3,2,1,33,2
4,4,4,4,3,3,3,3,4,4,4,5,5,5,5,2,1,1,1,2,3,3,4,4,4,4,4,4,1,3,4,4,4,5,4,3,4,2,1,1,41,2
4,3,2,4,2,2,3,2,2,1,3,2,4,4,3,3,3,3,4,2,4,4,5,4,3,3,3,4,2,4,3,3,3,3,3,3,4,3,4,2,35,1
5,4,3,4,4,3,2,3,2,4,4,3,1,4,3,4,3,1,4,1,2,4,5,2,4,4,4,5,1,4,4,4,3,2,3,2,5,3,3,2,19,1
5,4,4,5,4,5,3,3,1,1,3,4,5,5,5,2,1,3,2,1,5,4,4,5,3,3,1,3,2,3,4,4,2,2,4,3,4,4,2,3,72,1
4,4,3,3,4,3,3,2,1,1,5,3,2,4,3,2,1,1,4,2,5,5,5,5,2,2,2,2,2,2,4,4,3,3,4,2,4,5,2,2,56,1
4,1,2,2,2,4,4,3,3,1,4,1,2,0,2,5,2,1,2,2,4,5,5,4,1,1,4,3,1,4,4,4,2,1,4,1,4,5,1,1,27,1
4,4,3,5,4,5,2,1,1,1,5,5,5,5,4,1,1,2,2,2,4,5,5,5,3,2,2,3,1,3,4,5,3,2,4,3,4,4,2,4,36,1
4,4,2,2,4,3,3,2,1,1,5,3,4,4,3,3,2,1,3,2,4,5,4,3,2,2,2,2,1,2,1,1,1,1,1,2,3,3,1,1,34,1
3,4,2,3,3,3,4,4,4,2,5,3,4,3,2,3,4,2,4,1,3,4,5,3,4,2,2,4,2,2,1,2,2,2,4,3,4,3,2,1,28,2
4,2,2,4,2,2,4,0,3,2,2,3,4,4,3,3,2,3,2,2,2,3,3,2,4,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,58,1
2,3,2,3,3,3,1,2,3,1,1,1,3,2,2,5,4,5,5,3,4,3,5,3,3,3,2,3,2,3,3,3,3,2,5,4,5,5,5,4,21,2
5,5,5,5,5,5,2,5,1,1,5,5,4,5,5,1,1,1,3,2,5,5,5,5,0,2,2,4,1,3,5,5,5,5,5,4,5,4,4,3,39,1
4,3,4,4,4,4,3,3,1,2,3,2,3,4,4,3,3,3,4,2,4,4,5,4,4,3,3,2,2,2,2,3,3,2,4,3,4,3,2,4,36,1
4,2,2,2,2,4,5,5,2,2,5,1,1,4,2,5,4,2,5,3,3,5,4,4,4,3,3,2,2,4,1,1,3,2,1,1,3,2,3,1,32,2
2,3,3,2,3,3,2,3,2,2,2,2,2,2,2,3,3,4,3,4,3,4,4,5,3,3,2,3,2,4,4,4,4,2,2,2,3,3,2,2,28,1
4,4,4,3,4,4,2,3,4,2,3,3,4,4,4,2,3,3,2,2,4,5,5,4,2,2,1,3,1,2,4,4,3,1,4,3,4,4,1,2,33,1
4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,2,4,4,3,3,2,4,4,4,4,2,2,4,2,2,4,4,3,2,4,3,3,4,3,2,34,2
2,2,4,3,3,4,4,4,1,1,4,4,3,2,3,2,2,4,4,2,5,4,5,4,3,2,2,1,1,3,3,4,4,2,2,4,3,4,3,3,29,1
2,4,2,4,3,4,4,3,2,2,3,2,1,2,3,3,3,2,4,5,4,4,4,3,4,2,2,4,3,2,2,2,2,2,3,2,3,3,3,3,22,2
2,2,2,4,2,3,4,4,2,2,4,2,2,2,2,4,2,3,4,4,4,4,4,3,3,2,2,4,3,2,2,2,2,2,2,2,2,3,3,2,22,2
3,5,5,5,4,4,2,3,1,2,4,5,5,3,5,1,1,3,2,1,3,4,4,2,3,4,3,5,3,3,5,5,4,3,4,3,4,5,2,2,42,1
4,4,4,4,2,3,3,2,1,2,4,2,3,4,3,3,2,2,4,2,3,3,4,4,4,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,59,1
4,4,3,4,3,3,3,2,0,1,4,4,4,4,4,2,2,2,2,2,2,4,4,3,4,4,4,4,3,3,4,4,2,2,2,4,3,4,2,2,43,1
4,3,3,3,4,3,3,3,1,1,3,3,3,4,3,2,2,3,2,2,3,5,5,4,3,2,2,3,1,2,4,4,2,2,4,2,4,4,3,3,32,1
5,4,5,4,4,4,2,4,1,1,3,3,4,4,4,2,2,3,3,2,5,5,5,5,3,3,5,4,2,2,3,3,4,3,4,4,5,4,3,4,43,1
4,4,4,4,4,4,3,2,2,1,4,4,4,4,5,2,2,2,4,4,4,2,5,4,2,2,1,3,3,3,4,4,2,3,3,4,3,3,3,4,25,1
2,2,1,4,2,2,2,2,2,1,2,2,4,2,4,3,2,3,4,1,5,4,0,5,1,2,2,2,2,1,2,2,2,2,4,2,4,4,1,2,40,2
5,5,5,4,4,5,2,2,1,1,5,5,5,5,4,1,2,1,1,1,4,5,5,5,2,2,0,2,2,2,5,5,4,4,4,5,5,4,4,2,30,2
5,4,4,4,4,4,2,3,1,1,5,5,4,4,5,1,1,2,2,2,5,5,5,5,2,2,2,2,2,3,3,3,3,4,3,3,4,4,4,4,30,2
3,3,4,3,2,0,3,2,1,1,2,1,1,3,3,4,3,4,4,0,5,5,5,5,3,2,2,3,2,3,4,4,0,2,4,3,2,3,1,1,29,1
4,4,4,4,5,4,2,2,1,2,4,4,4,4,4,2,4,1,2,1,4,5,5,5,2,1,1,2,1,2,4,4,2,3,3,3,4,4,3,3,40,1
4,4,4,4,3,3,2,2,1,4,4,4,2,3,3,2,3,2,3,3,4,5,5,5,3,2,2,4,1,2,3,3,4,2,4,3,4,4,2,2,45,1
5,5,4,4,4,4,2,1,1,1,5,3,5,4,5,3,2,1,3,1,4,4,4,4,3,2,1,1,1,1,5,5,4,4,4,3,4,4,3,4,23,1
5,2,4,3,4,2,3,4,2,2,4,3,3,5,4,3,3,3,4,2,3,2,2,2,3,5,5,4,4,4,4,3,3,3,3,4,4,4,2,5,33,2
5,3,4,4,4,4,3,4,2,2,4,4,3,4,4,2,2,2,2,1,4,4,4,5,1,1,1,3,2,1,2,2,2,2,2,2,2,4,4,3,25,2
5,5,4,4,5,3,1,3,1,1,4,2,5,4,4,4,4,3,3,2,2,4,4,4,4,4,3,5,5,4,5,4,3,3,3,3,4,4,4,4,25,1
4,4,5,4,4,4,3,3,2,1,5,4,5,4,4,2,2,1,2,1,4,5,4,4,2,1,1,3,1,2,1,4,4,3,4,4,4,4,3,3,22,1
4,5,5,4,4,2,2,2,2,1,4,3,3,4,4,2,2,2,3,3,4,5,5,2,2,1,1,3,1,3,5,5,4,4,5,4,5,5,4,4,32,2
5,4,5,4,5,5,1,2,1,1,5,5,4,5,4,1,1,1,1,2,1,5,5,5,2,1,1,3,2,3,2,1,4,1,1,2,3,3,3,2,34,1
4,4,3,4,4,3,3,4,2,1,4,4,2,4,3,1,2,2,2,2,4,4,5,4,3,2,2,2,3,4,4,2,3,2,3,4,4,4,3,3,22,1
5,4,4,2,4,5,3,2,3,1,3,5,4,2,4,1,1,2,1,2,5,5,5,5,2,1,2,2,1,3,2,5,4,3,2,4,5,4,4,1,32,1
5,4,4,4,3,4,1,1,3,2,4,2,5,5,4,1,3,2,2,2,5,5,5,5,3,2,2,2,1,3,3,4,2,3,4,4,3,2,4,4,25,2
3,2,2,3,3,3,4,4,2,2,5,4,2,3,2,1,4,1,2,3,4,5,4,3,2,2,2,1,1,2,2,2,3,2,1,1,3,3,1,1,19,2
4,4,4,4,3,4,2,2,4,1,3,3,2,4,4,3,2,3,4,2,4,3,3,4,2,5,4,4,2,2,2,2,4,4,3,3,4,3,3,4,43,1
4,4,3,4,3,3,4,3,2,2,4,4,4,4,4,2,2,2,2,1,2,4,5,4,4,2,2,4,2,3,4,4,4,2,4,4,4,4,4,4,28,1
5,5,5,4,0,4,2,4,2,5,5,4,3,4,4,2,1,1,1,1,5,5,5,0,1,5,1,4,1,1,4,4,4,3,4,4,5,5,4,3,53,1
4,4,4,4,3,4,2,3,1,1,3,2,2,4,4,3,1,4,4,2,5,5,5,5,2,2,1,3,1,2,3,4,3,2,4,3,4,4,2,3,31,1
5,4,3,4,3,5,4,3,1,2,4,2,4,5,4,4,2,3,3,2,2,4,5,5,2,4,4,5,1,4,4,4,3,1,3,4,4,5,4,3,33,1
4,4,4,3,4,4,2,3,1,2,4,3,3,4,3,2,2,2,2,3,4,5,2,4,3,2,2,2,2,3,5,4,3,3,4,3,4,4,3,3,33,1
5,4,4,4,4,4,2,2,2,1,2,4,2,5,4,2,2,2,2,2,3,3,4,4,2,2,2,2,3,2,3,3,4,4,4,4,4,4,2,2,36,1
4,3,2,4,4,4,3,3,1,2,2,1,1,4,2,4,3,4,4,2,4,5,5,5,3,2,2,2,3,4,2,2,4,2,3,2,4,4,2,1,31,2
4,4,3,4,5,4,3,1,2,4,2,2,2,4,3,4,3,4,3,2,3,5,5,5,3,2,4,3,1,2,4,3,4,3,4,4,4,5,3,1,17,1
4,2,3,2,3,3,4,4,2,2,3,2,3,4,2,4,4,3,4,3,3,4,4,3,3,2,2,3,2,4,4,2,2,2,3,3,3,2,3,1,25,2
4,4,2,4,3,3,3,2,2,2,5,3,4,4,4,3,2,2,3,2,4,5,5,5,3,2,2,3,2,2,4,4,2,2,3,2,4,4,2,3,24,2
3,2,2,2,2,2,4,4,3,2,3,3,3,3,2,3,4,3,3,3,3,4,4,4,4,3,3,4,2,3,3,3,2,2,2,2,2,2,2,2,30,2
4,2,2,2,2,3,3,3,2,1,2,1,1,4,2,4,3,4,4,3,4,2,4,3,3,3,3,4,1,2,3,3,2,2,3,1,2,2,1,1,48,2
2,3,3,2,5,4,4,3,5,5,3,4,3,2,3,2,3,2,5,4,2,2,4,5,4,2,2,2,3,2,1,1,4,2,2,3,4,3,2,2,43,1
1,2,2,2,2,2,4,4,2,3,4,1,1,1,1,5,2,2,5,2,1,5,3,4,3,2,2,5,1,1,1,1,1,1,1,1,2,2,1,1,25,2
2,1,2,2,2,2,4,4,3,2,3,2,2,2,2,5,4,5,5,4,2,3,3,2,4,4,4,4,3,4,3,2,1,1,1,1,1,1,1,1,44,2
3,1,1,4,3,3,3,3,5,1,2,4,2,3,4,2,1,4,2,1,3,3,4,4,2,2,2,4,3,3,4,2,3,2,4,2,0,4,1,1,43,1
5,4,4,2,4,5,2,2,1,2,5,5,4,5,2,2,4,1,2,1,4,4,4,4,2,4,1,2,1,2,4,4,2,4,2,5,4,2,2,4,31,2
5,4,4,3,3,4,2,2,1,2,3,2,1,5,2,4,3,4,4,1,5,5,5,5,2,1,1,1,1,2,4,2,4,2,4,2,4,4,1,2,32,2
4,3,2,3,3,3,2,2,1,1,4,3,4,4,3,3,3,3,4,2,4,5,5,4,2,2,2,2,2,2,4,4,2,2,2,2,2,3,2,2,55,1
2,2,1,3,1,1,4,4,2,3,4,1,1,2,2,5,4,4,5,2,2,5,4,4,3,3,3,4,1,3,3,2,4,2,3,3,2,2,2,2,40,2
4,4,4,4,3,4,2,2,2,2,4,4,3,4,4,2,2,2,2,2,4,4,4,4,2,2,2,2,2,3,3,3,3,3,3,3,4,2,3,3,55,2
4,2,2,2,3,2,4,2,2,2,5,3,2,4,4,2,3,2,4,2,3,4,4,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,23,2
2,4,4,3,4,4,3,3,2,3,3,2,1,1,2,4,4,4,4,4,4,5,5,5,2,1,1,2,1,2,3,3,4,3,2,3,2,2,3,2,28,2
4,4,3,4,4,2,4,5,1,2,2,4,4,4,2,2,2,4,4,2,2,4,2,4,4,1,2,4,1,2,4,4,2,1,2,1,2,1,2,2,24,2
4,5,5,4,4,4,3,2,2,5,5,4,3,4,3,2,2,1,2,2,5,5,5,5,1,1,1,1,1,1,2,3,2,2,4,4,5,4,3,2,29,1
5,4,4,5,4,4,2,2,5,2,5,4,5,5,4,2,2,1,3,1,4,5,5,5,3,2,2,2,1,2,4,4,3,2,3,3,3,4,3,3,24,1
5,5,5,5,4,4,2,2,2,1,5,5,5,5,5,1,2,1,1,1,5,5,4,5,2,1,1,4,1,1,2,4,5,4,5,4,5,4,4,4,29,1
4,4,2,3,5,4,2,3,1,1,5,4,3,4,3,1,4,1,2,2,5,5,4,4,2,2,1,2,1,2,4,3,4,2,2,3,4,4,2,3,20,1
4,5,5,4,4,4,1,1,1,2,4,5,5,4,4,2,2,3,2,1,4,4,4,4,3,3,2,4,5,3,5,5,5,5,4,5,5,5,5,4,31,2
4,4,5,5,4,4,2,3,1,1,5,4,4,4,4,2,2,2,1,2,4,5,5,5,3,1,1,3,1,2,5,5,4,4,4,4,5,5,5,5,25,1
4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,3,2,2,3,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,37,1
2,4,2,2,3,2,4,3,1,2,2,1,1,2,3,5,4,5,5,4,3,5,4,4,3,2,2,2,2,2,4,4,4,2,1,2,1,3,1,1,23,2
2,4,3,4,2,2,2,4,2,2,4,2,3,3,2,4,3,2,4,4,4,4,3,4,3,3,3,4,2,3,2,2,2,2,2,2,2,2,2,2,55,2
1,5,4,4,4,5,2,2,5,1,2,1,3,2,4,5,2,2,4,3,2,4,5,4,4,2,2,3,2,3,5,5,5,4,4,4,4,4,4,4,31,1
3,2,2,3,2,2,5,4,3,3,4,3,2,3,2,2,3,2,4,3,3,4,4,3,4,2,2,2,2,3,3,3,2,2,2,2,3,2,2,1,30,2
5,5,4,5,4,4,1,1,1,1,5,5,5,5,5,1,5,2,1,1,3,5,5,5,2,2,2,4,1,2,5,4,3,2,4,2,4,4,2,2,53,1
5,3,4,4,4,3,3,2,1,1,3,5,3,4,4,2,1,3,3,3,5,5,5,5,2,3,2,3,2,3,5,5,4,3,5,4,5,4,2,3,30,1
3,4,3,3,3,4,3,3,5,3,2,2,3,3,3,4,2,4,4,2,5,5,5,5,3,2,2,4,2,3,4,4,4,3,3,3,3,4,3,2,51,1
5,3,3,4,2,5,1,1,1,1,2,2,4,4,2,4,3,3,4,1,1,2,3,2,4,4,4,5,4,1,3,3,4,5,5,3,5,5,4,2,33,1
4,3,2,4,4,4,4,3,2,1,3,3,4,4,4,3,2,4,2,2,2,4,4,4,2,2,2,4,1,2,4,4,3,2,2,2,3,4,2,2,28,2
4,2,2,3,2,3,4,2,2,2,4,2,3,4,3,4,2,2,4,2,4,4,5,4,4,4,3,2,1,2,2,2,3,1,2,2,3,3,1,1,29,2
4,4,3,4,4,4,3,4,2,2,4,3,3,4,5,2,1,2,3,2,3,4,4,4,2,2,2,3,2,2,4,4,3,2,2,2,3,3,2,2,23,1
5,4,4,5,4,4,2,2,1,1,4,5,5,5,5,1,1,1,1,1,3,4,5,4,4,4,2,4,1,3,5,5,4,4,4,5,5,5,4,4,65,1
5,5,4,5,4,4,2,2,1,1,4,5,5,5,5,1,1,2,5,1,3,4,5,4,3,3,3,4,1,3,5,5,4,4,4,5,4,4,4,4,65,1
5,4,4,4,4,3,2,2,1,1,4,4,2,4,5,2,2,2,2,2,3,4,4,4,2,2,2,2,2,4,3,2,3,2,4,3,4,4,3,4,43,1
2,2,2,4,2,4,3,2,2,1,2,1,1,2,2,4,4,4,4,4,5,5,5,5,2,2,1,2,1,1,4,3,4,3,4,3,4,4,2,2,38,1
1,4,4,2,2,2,2,2,2,2,1,1,1,1,2,5,4,5,5,2,2,2,4,2,4,4,4,4,1,4,2,2,2,2,4,2,4,4,2,2,30,3
5,5,5,5,5,5,1,1,1,1,4,5,5,5,5,1,1,3,2,1,4,5,5,5,2,3,2,3,2,1,4,4,3,3,3,2,3,4,2,2,35,2
5,5,4,5,4,4,2,2,2,1,4,5,5,5,5,1,1,3,2,1,4,5,5,4,3,3,2,4,1,2,5,5,4,4,4,5,4,4,4,4,65,1
5,4,4,5,5,4,2,3,2,2,5,4,1,5,5,3,1,2,3,3,4,5,5,4,3,1,1,4,1,1,4,4,3,3,1,2,4,5,3,5,24,1
3,4,2,4,3,4,2,3,1,1,3,3,5,3,3,3,2,3,2,2,2,5,5,5,3,2,3,4,2,3,4,4,1,2,2,2,3,3,4,1,32,1
4,2,4,5,5,5,1,1,2,0,2,1,1,4,5,1,1,5,5,1,2,4,4,4,4,4,4,4,1,4,1,1,5,4,1,1,1,1,1,1,21,2
2,3,2,4,2,2,3,3,1,2,4,3,2,2,4,3,1,4,3,3,2,5,5,3,4,2,2,3,1,2,2,2,4,2,3,2,2,2,1,1,24,2
4,4,4,4,3,3,4,3,2,2,3,3,1,4,4,3,2,3,3,3,4,4,3,3,4,3,3,4,2,3,4,4,3,3,3,3,4,4,3,3,43,2
2,1,1,3,2,1,3,4,3,2,4,3,1,2,4,2,2,2,3,3,5,5,4,5,2,1,1,2,1,1,2,2,5,2,3,1,4,2,1,1,21,2
2,4,2,5,3,4,3,3,1,1,2,2,4,2,2,2,2,5,3,2,1,4,5,2,4,4,2,5,2,4,5,5,4,4,4,4,3,5,3,4,27,1
5,5,5,4,5,5,2,1,1,1,4,5,5,5,4,1,1,1,1,1,4,5,5,5,3,2,2,3,5,3,5,5,4,5,5,5,5,5,4,4,24,1
