"AS1","AS2","AS3","AS4","AS5","AS6","AS7","AS8","AS9","AS10","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","AD1","AD2","AD3","AD4","AD5","AD6","AD7","AD8","AD9","AD10","DO1","DO2","DO3","DO4","DO5","DO6","DO7","DO8","DO9","DO10","age","gender"
4,5,4,3,4,5,2,2,3,5,4,4,4,3,3,1,3,2,2,1,5,5,5,5,3,2,2,2,2,2,3,4,4,4,3,5,4,4,3,3,27,2
5,4,2,1,5,3,2,2,1,5,5,4,3,4,4,1,4,2,3,1,5,5,5,5,2,2,2,3,2,2,2,2,4,4,4,2,5,5,5,1,48,1
2,3,4,4,4,4,3,4,1,1,5,4,4,4,4,3,2,1,3,3,5,5,5,5,2,2,2,2,1,2,1,1,3,4,4,3,3,4,1,1,31,2
3,4,3,4,4,4,3,3,1,1,3,3,2,3,3,3,3,3,3,2,3,4,5,4,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,33,2
3,2,2,3,2,2,4,4,1,2,4,3,2,3,3,2,3,2,2,4,4,4,4,4,2,2,2,3,1,4,4,4,4,2,4,2,4,4,2,2,28,2
4,3,3,4,3,4,4,4,1,1,4,3,3,4,4,2,2,1,4,2,3,5,5,4,4,3,2,3,1,2,2,3,3,2,2,3,3,3,3,1,28,2
3,2,2,4,4,3,5,3,5,2,5,5,5,3,4,1,2,1,1,2,4,5,5,4,3,3,3,3,1,3,4,4,2,2,3,2,4,3,3,1,32,2
2,4,4,3,3,5,2,2,1,2,4,2,3,2,3,4,3,2,4,3,4,4,3,4,3,2,3,4,1,2,3,2,5,3,2,2,3,2,3,1,40,1
3,4,5,3,2,5,3,3,1,1,4,2,3,0,4,3,2,2,4,4,4,5,5,5,1,1,1,4,5,1,5,4,5,4,5,1,4,3,4,4,36,2
5,4,3,4,4,4,2,2,1,1,4,4,4,4,4,2,2,1,2,2,4,4,5,4,3,2,2,2,2,2,3,3,4,4,4,4,4,4,2,3,44,1
2,4,4,3,4,5,2,2,2,2,4,2,1,2,3,4,2,3,4,4,4,4,5,5,3,2,3,2,4,2,4,4,4,3,4,2,3,4,4,3,35,2
3,3,2,4,2,2,4,2,4,2,3,3,2,3,3,2,2,3,2,2,2,4,4,3,2,2,2,2,1,2,1,2,4,2,2,2,4,4,2,2,48,1
4,4,2,5,2,4,4,4,2,1,4,2,2,4,5,2,2,2,4,5,4,4,4,2,5,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,45,1
3,3,3,4,4,3,4,2,1,2,3,3,3,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,4,4,4,2,4,2,4,4,3,2,32,1
5,4,3,2,2,3,4,4,2,1,4,1,1,5,3,5,4,3,5,2,2,5,4,4,2,2,2,3,2,1,4,4,4,2,2,1,4,5,2,1,19,2
5,4,4,4,4,4,2,2,4,2,4,5,3,4,4,2,2,3,2,2,2,4,4,4,5,3,3,5,3,4,3,5,4,3,4,4,4,4,4,4,23,2
4,4,5,4,5,4,3,4,2,1,5,5,5,4,5,2,1,2,2,2,4,5,5,5,2,1,2,3,2,3,3,4,4,4,5,3,5,5,4,4,32,1
4,4,2,4,3,4,3,3,2,1,3,5,4,4,3,2,3,4,3,2,2,3,4,4,3,3,4,4,4,4,3,3,5,2,4,4,4,3,1,2,33,1
5,5,4,4,4,4,3,3,2,2,5,4,4,4,4,3,2,1,4,2,2,5,5,5,3,2,2,4,4,1,3,4,4,3,4,4,4,4,4,4,38,1
2,3,2,2,2,3,3,2,2,4,2,3,2,2,3,2,3,4,4,4,2,5,4,2,4,3,3,4,2,4,4,4,4,3,5,3,3,3,4,3,39,1
4,4,3,4,4,3,2,1,1,1,3,3,3,3,4,3,2,2,2,1,5,5,5,5,1,1,1,1,1,1,5,4,5,4,4,3,5,4,3,2,41,1
2,2,1,1,1,1,4,4,4,2,2,2,2,2,2,4,4,4,4,5,2,4,4,4,2,2,2,2,1,1,4,5,2,1,1,1,1,2,1,1,30,1
5,4,4,3,4,5,3,4,1,2,5,4,3,5,3,2,2,1,2,2,3,4,4,4,3,2,2,3,3,2,5,4,4,3,4,3,4,4,3,3,38,2
5,5,5,4,4,4,2,3,5,5,5,5,4,5,3,1,1,1,1,1,4,4,4,4,3,2,2,3,4,3,2,1,1,1,1,1,1,3,1,1,33,2
3,3,2,4,4,3,3,3,1,2,3,3,2,3,4,2,2,3,2,3,4,4,4,4,3,3,2,4,1,2,5,5,2,3,3,4,4,4,2,4,18,1
4,3,3,4,2,3,4,3,1,3,3,3,2,4,2,3,3,3,4,2,2,2,4,3,5,4,4,5,2,4,5,5,5,2,2,2,2,2,2,1,29,1
4,3,3,5,3,4,3,3,1,2,5,4,4,5,4,1,1,1,3,2,4,5,5,5,2,3,2,4,1,4,4,4,3,2,2,4,3,3,2,2,48,1
5,4,4,4,4,4,2,2,1,1,4,5,5,4,4,2,1,2,2,2,4,4,4,4,2,2,2,2,2,2,4,4,4,4,2,4,4,4,2,2,33,1
4,3,3,4,3,4,3,2,2,2,4,4,3,4,2,3,3,2,3,2,4,4,4,4,2,2,2,4,2,3,4,4,5,4,4,4,5,5,3,3,28,2
4,4,3,4,3,3,3,3,2,1,5,4,4,4,5,2,2,1,2,1,5,5,5,5,2,1,1,2,2,2,4,4,4,2,2,3,4,4,2,2,50,2
5,4,3,2,4,3,3,2,4,3,5,4,5,4,3,2,3,2,2,2,4,5,5,3,3,2,2,4,1,4,2,2,2,1,3,1,2,2,3,1,33,2
4,3,3,4,3,2,2,2,1,1,4,3,2,4,4,2,2,2,4,2,3,5,5,4,4,2,2,3,2,2,2,2,1,1,1,1,4,2,1,1,37,1
4,4,4,5,5,4,2,2,5,1,4,5,5,4,5,1,1,2,1,1,5,3,5,5,1,1,1,1,1,1,5,5,3,3,3,2,4,4,4,5,43,1
5,4,5,5,4,4,3,4,2,2,4,3,3,4,4,2,2,3,2,1,4,2,5,5,4,4,3,2,2,3,2,2,3,3,4,3,5,5,3,3,32,1
5,1,4,2,3,4,3,3,3,1,2,2,1,5,1,1,5,2,4,2,4,5,4,3,4,2,4,5,2,3,2,2,4,1,4,1,4,1,1,1,36,1
4,3,4,4,3,4,4,0,1,2,2,3,2,4,4,4,2,4,3,2,4,5,5,4,3,2,1,4,1,2,5,5,4,4,2,3,4,4,2,3,22,1
5,5,5,4,4,5,1,4,1,1,5,5,5,5,5,1,2,2,2,1,5,5,5,5,1,2,2,2,1,4,5,5,2,3,4,4,2,4,2,2,40,2
5,4,4,4,4,4,1,2,1,1,5,4,5,5,4,2,1,1,2,2,3,4,4,4,4,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,33,1
4,3,2,3,3,4,4,3,1,1,4,4,2,4,3,2,2,2,2,2,2,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,18,1
4,4,5,4,3,5,2,2,3,2,4,3,3,4,3,4,3,2,3,3,5,5,5,5,3,2,2,3,4,3,3,2,2,2,3,4,4,4,3,2,60,1
4,4,4,4,3,3,1,3,3,2,4,4,4,4,3,2,3,1,2,1,3,4,5,4,4,3,3,4,4,3,5,5,5,5,5,4,5,5,4,3,20,1
4,5,4,4,4,5,1,3,1,1,4,4,4,4,3,2,2,1,4,2,5,5,5,5,2,2,2,3,2,3,3,3,3,4,2,2,4,4,3,2,51,1
2,4,4,4,4,4,2,3,3,2,4,3,3,2,3,3,3,2,2,1,3,5,5,4,4,3,3,4,4,3,5,5,5,4,5,4,5,5,3,3,20,1
4,4,4,4,4,4,4,3,2,2,4,3,2,4,3,3,4,3,3,2,4,4,4,4,3,2,2,4,2,2,4,4,4,3,3,3,3,4,3,4,46,1
3,4,3,4,4,4,1,4,1,1,3,2,2,3,3,5,2,3,4,2,3,4,4,4,2,2,2,3,3,2,4,2,2,1,2,2,3,3,2,1,49,1
5,4,3,4,4,4,2,3,1,1,5,5,5,5,4,0,2,1,2,2,4,4,4,4,3,3,2,4,2,2,4,4,3,2,4,2,3,2,3,3,48,1
4,4,4,3,3,4,2,3,1,1,4,2,4,4,3,4,2,2,4,2,4,4,4,4,2,3,3,2,2,2,5,4,3,3,2,3,3,4,2,2,35,2
4,3,3,3,3,3,4,4,4,2,3,2,4,4,3,3,3,2,3,2,5,4,5,4,3,2,3,4,2,2,2,2,4,3,2,2,3,4,2,3,62,1
5,4,4,5,3,4,1,1,3,1,2,0,5,5,5,2,1,4,4,3,4,3,5,5,1,1,1,1,1,1,3,3,3,4,3,3,2,2,2,1,55,1
2,3,3,4,2,2,4,4,5,1,3,4,4,2,4,2,2,4,2,1,4,4,4,4,4,5,5,4,2,4,4,4,4,2,3,3,4,4,2,2,29,1
4,4,4,5,3,2,3,2,2,1,5,4,4,4,4,1,1,1,3,2,1,5,5,5,5,5,5,5,3,3,3,4,4,4,4,3,4,3,2,1,33,2
4,4,3,4,2,4,3,4,1,1,5,2,2,4,2,4,2,1,4,2,2,4,5,5,3,4,2,2,5,3,4,4,2,2,3,2,2,3,2,1,32,1
2,4,3,2,3,4,4,3,1,1,5,4,5,3,2,2,3,1,2,1,4,5,5,5,4,3,3,4,4,4,4,4,4,2,1,4,1,4,1,1,38,1
5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,36,1
4,4,4,4,3,5,2,1,1,1,0,3,3,4,3,2,2,1,2,2,4,4,5,5,1,1,1,1,1,2,5,5,3,3,5,3,3,5,2,2,25,1
5,4,3,4,3,3,2,3,2,1,5,3,2,4,3,2,2,2,2,2,4,5,4,4,2,3,2,3,2,2,3,2,3,2,4,2,4,4,3,2,31,2
4,4,4,5,4,4,2,4,4,2,4,3,4,4,4,3,2,2,2,2,4,4,4,4,3,2,2,4,3,3,2,2,2,4,4,3,4,4,3,4,61,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,52,1
4,4,2,4,2,3,4,4,0,2,4,4,2,4,4,2,2,4,2,2,5,5,2,5,2,2,2,2,2,4,4,4,4,2,4,2,4,4,2,2,32,2
3,2,4,4,4,4,3,2,2,1,5,4,2,2,4,2,2,2,2,2,2,5,5,5,2,2,2,2,2,2,2,2,4,3,4,2,2,2,4,4,45,2
4,3,4,4,2,4,2,1,1,1,2,2,1,2,2,4,3,3,5,2,4,5,5,4,1,2,2,2,5,2,5,3,3,3,4,2,5,5,0,4,34,2
5,5,5,5,5,5,1,2,1,1,5,5,3,5,5,2,1,1,1,1,4,5,5,5,2,2,2,1,1,1,5,5,4,4,4,4,4,4,5,5,45,1
2,4,3,2,2,3,3,3,2,3,3,2,1,2,3,4,3,3,2,2,2,4,4,3,4,4,4,3,2,3,4,4,3,2,3,3,4,4,4,4,30,2
5,5,5,2,4,4,1,3,1,1,4,2,2,4,3,4,2,3,4,3,2,4,5,0,2,2,3,4,2,3,2,2,3,2,2,2,3,3,2,0,40,2
2,2,1,3,2,2,4,4,4,2,1,1,1,2,4,5,2,5,5,4,1,3,4,3,3,4,2,5,3,4,3,2,4,1,3,2,2,3,1,1,27,1
4,5,4,3,2,4,2,3,1,1,3,5,2,4,3,2,2,3,2,2,3,4,5,4,2,3,2,4,1,3,2,4,5,3,5,4,3,5,5,5,20,1
5,5,5,4,5,5,1,2,1,1,5,4,4,5,4,1,1,1,1,2,4,4,3,4,2,1,1,2,3,2,4,4,0,2,4,4,3,3,3,3,39,2
4,3,2,4,2,4,4,2,3,1,4,3,4,4,4,2,2,2,4,2,3,4,4,4,3,3,2,4,2,2,3,2,4,2,4,3,4,4,2,2,31,1
2,3,2,0,2,3,4,5,4,3,2,3,4,3,2,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,34,1
2,2,2,3,3,2,4,4,2,2,3,1,1,2,2,5,4,3,4,3,3,4,4,3,4,3,3,3,3,3,3,3,4,2,3,3,4,4,3,3,33,1
2,4,4,4,3,4,2,3,1,1,1,4,4,2,4,2,3,3,2,5,5,5,5,4,4,4,1,3,3,3,2,4,3,3,3,3,4,3,3,3,26,2
4,5,4,5,3,5,2,3,1,1,4,4,4,4,4,2,1,1,3,2,5,3,3,4,3,2,3,4,1,2,4,4,3,3,4,4,4,4,3,1,33,1
4,5,4,4,4,4,2,2,1,1,5,4,4,4,4,2,2,2,2,2,2,4,4,4,2,2,2,4,2,2,4,4,4,2,2,2,4,4,2,2,43,1
3,3,3,3,3,3,3,4,1,2,4,2,2,3,2,4,4,3,3,2,5,5,5,5,2,1,1,2,2,2,4,4,3,1,2,2,4,4,2,1,37,1
2,5,5,3,5,4,1,1,1,1,2,4,2,2,4,3,2,2,4,3,5,5,5,5,4,2,1,2,1,2,4,4,5,5,5,2,5,5,5,5,37,1
5,5,5,4,5,5,1,2,1,1,5,5,5,5,4,1,1,1,2,1,5,5,5,5,1,1,1,4,1,1,3,4,5,4,5,4,5,5,3,1,55,1
2,4,4,3,3,3,4,4,2,2,3,4,4,2,3,2,2,3,3,4,4,5,5,5,4,2,2,4,4,2,4,5,5,4,4,4,4,5,4,3,28,1
5,4,5,4,2,3,4,2,4,1,3,2,4,3,4,4,2,4,5,1,5,5,5,5,2,4,2,4,1,2,4,5,5,5,5,4,4,5,4,5,36,1
4,4,3,3,4,3,4,2,3,1,3,3,2,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,2,3,4,4,3,3,3,3,2,2,2,2,42,2
4,5,4,5,5,5,2,2,1,2,4,4,3,4,4,1,2,1,2,1,4,5,4,5,2,1,1,2,1,1,4,5,4,2,3,2,4,4,3,2,27,2
4,2,2,4,2,2,3,2,4,1,3,2,1,3,2,4,3,3,4,2,5,5,5,5,2,1,2,1,1,1,1,2,3,3,2,4,4,5,1,1,47,1
2,5,4,4,4,5,4,4,1,2,2,4,2,4,4,3,2,4,4,4,4,4,4,4,3,3,2,4,4,4,2,2,5,3,2,4,4,5,3,4,31,2
5,5,5,5,5,5,2,2,1,1,5,5,5,5,5,2,1,1,1,1,3,5,5,5,2,3,3,3,5,3,5,5,5,5,5,3,5,5,4,4,39,2
4,4,3,4,4,4,2,2,1,5,3,3,4,4,4,2,2,2,2,2,4,5,5,4,2,2,2,3,2,2,4,4,3,3,2,2,4,4,3,3,45,1
4,3,4,3,0,4,3,3,1,2,4,5,4,4,4,3,2,2,4,2,3,5,5,4,4,2,2,4,1,3,2,2,4,2,3,4,2,4,2,2,34,2
5,5,5,5,5,5,3,2,1,2,5,5,5,5,3,1,3,1,1,1,1,5,5,5,2,2,2,3,4,3,3,5,5,3,3,5,5,4,3,1,30,2
4,4,4,4,3,4,2,2,3,1,3,2,1,4,4,5,2,4,5,1,5,4,5,4,2,2,2,3,1,1,3,3,3,3,4,3,4,4,3,3,29,2
4,4,2,3,4,5,2,3,5,1,5,4,4,4,4,2,2,2,2,2,4,5,5,4,3,2,2,4,1,2,4,4,4,3,3,3,4,4,4,3,27,1
4,3,4,5,3,5,4,3,2,3,5,5,2,2,3,2,4,1,2,4,1,5,5,4,3,3,2,2,1,2,3,4,3,2,5,5,5,4,3,2,27,2
5,4,4,4,3,3,3,3,1,1,5,5,5,5,4,2,2,2,3,2,4,5,4,4,3,3,3,3,2,3,4,4,3,3,2,3,3,4,2,2,29,2
3,4,3,4,4,5,4,4,2,3,5,5,2,3,3,2,2,1,1,4,1,5,5,4,3,4,3,2,1,3,3,4,5,4,5,5,5,5,3,2,27,2
2,4,4,1,4,4,3,4,1,2,1,1,2,2,3,4,3,4,4,4,3,4,4,5,4,1,1,3,2,2,3,4,3,2,2,2,2,2,2,2,41,1
4,4,4,4,4,4,2,1,1,2,4,4,4,4,4,1,1,2,2,2,4,5,4,4,2,3,2,3,1,2,4,4,2,2,2,2,2,4,2,2,55,1
5,4,4,5,4,4,2,3,1,1,5,4,5,5,4,1,1,1,1,1,2,5,5,4,2,2,2,1,1,1,4,3,2,2,4,3,4,5,3,4,65,2
4,4,4,4,3,4,3,2,1,2,4,4,4,4,4,2,2,2,2,1,3,4,5,4,3,2,2,2,1,2,4,4,3,2,2,2,3,3,3,3,46,2
4,4,3,4,4,4,3,2,1,2,5,2,2,3,4,4,2,2,4,2,4,4,4,4,2,2,2,2,1,2,4,3,3,2,2,1,3,4,2,2,53,2
5,4,4,5,4,5,1,3,1,5,5,5,5,5,5,1,1,1,2,1,4,5,5,5,1,1,1,1,1,3,5,4,3,2,4,3,5,5,3,3,65,2
5,5,4,4,3,4,2,2,1,1,5,4,4,4,3,2,1,1,1,1,3,4,4,4,2,2,2,3,2,3,4,2,3,1,3,2,5,4,1,2,24,2
4,4,4,3,4,4,3,3,2,3,4,2,2,4,3,4,3,2,4,3,3,5,3,2,4,2,2,4,4,4,2,2,3,2,3,3,3,3,2,2,43,2
5,2,2,3,3,3,3,4,2,1,4,2,4,4,3,4,2,2,3,1,3,4,5,4,4,3,3,3,1,2,3,4,3,2,2,2,2,4,2,2,30,2
4,4,5,4,4,4,3,4,1,1,4,4,5,3,3,2,2,1,3,1,4,5,5,4,2,1,1,3,1,2,5,4,3,2,4,3,4,4,3,2,25,1
3,4,4,4,2,4,3,4,1,1,4,5,4,4,3,1,2,2,2,2,4,5,5,5,2,2,1,2,1,1,4,4,5,5,4,5,4,4,4,5,25,1
4,4,3,4,3,4,2,2,1,1,5,4,4,4,3,2,2,1,3,2,4,5,4,4,3,2,2,3,2,2,4,4,3,2,4,2,4,4,2,2,29,1
4,5,5,4,4,5,3,3,2,2,4,3,4,4,4,3,2,2,3,2,4,5,5,5,3,1,1,3,4,3,4,4,3,3,3,2,4,4,3,3,26,1
3,4,4,3,3,4,2,2,2,2,3,3,2,2,3,3,2,3,4,4,4,3,4,4,4,3,2,3,2,3,4,4,2,2,2,1,2,3,2,1,41,1
3,3,2,2,4,4,4,4,2,2,4,4,3,3,2,2,4,2,2,2,4,4,4,4,3,3,2,2,3,3,3,2,4,3,4,3,4,2,2,3,35,2
2,1,1,2,2,4,5,5,2,2,2,1,1,2,1,5,4,4,5,4,2,4,4,2,5,5,5,5,4,4,4,4,4,2,4,2,1,4,2,1,35,2
4,4,2,5,2,2,4,4,4,2,3,3,1,2,4,4,2,4,4,2,3,5,5,3,3,3,4,4,1,4,1,1,1,1,2,4,1,1,1,1,30,2
2,4,3,2,3,4,3,3,2,1,3,2,1,2,4,2,2,2,2,1,2,5,5,5,4,2,2,4,1,3,3,3,3,2,2,2,3,4,3,2,31,2
2,4,3,2,3,3,3,3,1,5,3,2,1,2,2,4,3,3,4,4,3,4,5,5,3,2,2,3,3,3,4,4,3,2,2,2,2,3,1,1,35,1
2,2,2,2,2,2,4,4,2,3,2,2,2,2,2,4,3,2,4,3,2,5,5,5,2,2,3,4,1,3,2,2,2,1,1,1,2,4,1,1,30,1
4,3,3,2,3,3,3,2,3,1,3,3,4,4,3,3,3,3,3,2,4,4,5,5,3,1,1,2,1,1,2,2,4,3,4,4,3,5,3,3,43,1
4,4,4,4,3,4,2,5,1,1,4,4,4,4,3,3,2,1,3,1,3,5,4,4,4,3,3,3,5,4,5,5,4,4,4,4,3,4,2,2,21,2
4,3,2,4,3,3,3,3,2,1,5,4,4,4,4,2,2,2,3,2,4,3,5,4,2,2,2,3,1,2,4,3,3,3,4,3,3,3,3,3,36,1
5,5,5,5,4,5,1,2,1,1,4,4,4,4,5,1,1,2,1,2,4,4,5,4,2,2,2,2,1,1,5,5,4,4,4,3,4,4,5,5,45,1
5,5,5,5,3,4,3,3,2,2,4,4,2,4,4,2,2,1,3,2,4,5,5,5,2,3,3,3,1,3,2,2,2,2,5,3,4,4,2,2,28,2
4,4,4,4,4,4,2,2,1,1,4,4,4,4,4,1,1,2,2,1,5,4,4,4,3,2,2,2,1,2,4,4,4,3,3,4,4,4,3,4,39,2
4,4,3,4,4,3,3,3,2,2,4,3,2,3,3,4,2,2,4,2,4,4,5,5,4,1,1,1,1,1,3,4,4,3,4,3,4,4,3,3,35,2
4,2,2,2,4,2,4,4,4,4,4,3,4,4,2,3,4,3,3,4,4,4,4,4,3,2,2,2,2,2,2,2,3,2,1,1,2,3,2,2,17,2
2,4,3,1,3,3,2,2,2,1,2,1,1,3,3,5,3,4,4,2,2,2,4,3,4,3,3,4,5,3,4,4,4,2,2,2,4,3,2,2,43,2
3,3,3,3,3,3,3,2,2,2,4,3,3,3,3,3,2,2,3,3,4,4,4,4,3,2,2,3,2,2,3,3,2,3,3,2,2,3,0,2,28,2
4,4,4,5,5,4,3,3,1,1,5,3,4,4,5,3,1,2,1,1,2,5,5,5,1,1,1,2,1,1,5,4,4,4,4,2,3,4,4,2,26,2
4,4,4,2,4,5,4,4,1,1,2,4,4,4,3,2,2,3,4,2,5,5,5,5,1,1,1,3,1,2,4,4,3,4,3,4,3,3,3,2,29,2
4,4,4,4,3,4,2,1,2,2,2,3,1,4,4,2,2,2,2,4,4,5,3,4,4,2,2,3,1,2,2,2,2,2,4,2,4,2,1,1,32,2
4,4,3,4,3,4,2,2,2,2,4,3,3,4,3,4,2,2,4,3,3,4,4,4,2,2,3,2,2,3,4,4,4,3,2,2,3,2,2,2,41,1
4,2,4,3,2,4,4,4,2,3,4,2,2,4,2,4,4,2,2,4,4,4,2,3,4,2,3,2,2,4,4,4,2,2,4,2,3,2,2,2,30,2
3,2,2,4,3,4,4,4,4,2,4,4,3,3,4,2,2,2,1,1,1,4,3,4,4,4,2,2,2,4,2,2,4,4,4,4,4,4,4,3,23,2
5,4,4,5,4,4,4,4,3,3,4,3,2,5,5,3,3,3,4,4,5,5,5,4,4,3,3,3,5,4,4,4,4,4,3,3,5,5,4,4,24,2
4,4,5,3,0,4,2,3,3,4,4,4,3,4,4,2,3,3,3,1,4,2,5,3,4,5,3,4,2,4,2,3,4,4,4,4,3,3,2,2,50,2
3,4,2,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,5,4,4,2,2,2,3,2,3,3,3,4,4,4,2,3,4,3,3,37,1
2,3,4,3,4,0,3,4,3,2,2,3,2,2,2,2,4,2,3,4,4,4,4,4,4,3,3,3,2,4,4,4,3,3,4,4,3,3,2,2,32,1
4,4,4,4,3,4,3,2,2,2,4,2,2,4,3,2,2,2,3,4,2,4,3,2,4,4,3,4,2,2,4,2,2,2,4,2,3,4,2,2,34,2
4,3,4,3,4,3,2,3,2,2,4,4,2,4,3,2,3,2,2,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,57,2
5,5,4,5,4,4,1,1,1,2,5,5,5,5,5,1,1,1,1,1,4,5,5,5,1,1,1,3,1,1,1,1,2,1,1,1,4,5,1,1,32,2
5,5,5,5,4,4,3,3,1,1,5,4,3,5,4,3,1,1,2,1,4,5,5,5,2,1,1,2,1,2,4,3,4,3,3,3,3,3,3,3,38,1
4,4,3,4,2,3,4,2,2,2,4,4,3,4,3,2,2,2,2,2,2,4,4,4,3,2,2,2,2,3,3,4,3,2,3,2,2,2,2,2,27,2
3,4,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,28,1
5,4,4,4,4,4,2,2,1,1,3,2,4,4,4,4,2,2,4,2,5,5,5,5,2,2,1,2,1,2,3,3,2,1,1,2,4,4,1,2,65,1
3,4,3,4,4,4,3,3,2,1,5,4,3,3,3,2,2,2,3,2,4,4,4,4,3,2,1,3,1,3,5,3,2,1,1,1,3,3,2,1,35,1
4,4,5,4,5,5,3,3,1,1,4,4,2,3,3,2,2,2,2,3,4,5,5,5,3,3,2,4,1,4,5,4,0,2,3,3,4,3,2,3,26,2
4,4,4,3,4,4,2,2,1,2,4,4,2,4,2,2,2,2,2,1,4,4,4,3,4,2,2,4,2,2,2,2,4,2,2,2,4,3,1,1,29,2
5,4,4,4,4,4,3,3,2,2,4,4,4,4,4,2,2,2,2,2,4,5,4,0,3,2,3,3,2,3,3,3,3,3,3,4,4,4,3,3,30,2
5,3,3,4,4,3,2,2,1,1,4,4,3,5,3,2,3,2,2,2,3,4,4,4,4,2,1,3,1,2,4,4,3,1,3,2,3,2,2,1,25,2
1,1,4,1,4,4,4,2,2,4,1,1,1,1,1,5,5,5,5,5,3,2,4,2,5,4,3,3,2,5,4,3,2,2,4,3,2,4,3,3,28,1
4,4,2,4,4,3,4,4,2,4,4,4,2,5,2,2,3,1,1,2,5,5,5,5,1,2,2,2,2,1,5,5,3,2,5,5,4,5,4,2,30,2
4,3,3,4,4,4,3,3,2,3,4,4,3,4,4,2,2,2,3,2,5,5,5,5,2,2,2,3,2,3,3,3,3,2,3,3,4,4,3,3,32,2
4,5,4,5,4,4,2,3,1,1,1,2,4,4,4,4,2,2,4,2,5,5,4,5,2,3,2,3,2,2,4,4,2,2,2,2,3,4,3,4,46,2
4,2,2,4,4,3,4,4,2,4,5,5,2,5,2,2,4,2,2,4,5,5,5,5,2,2,2,2,1,2,5,5,2,2,5,5,3,4,4,2,30,2
4,4,4,4,3,3,3,3,2,2,4,3,3,4,4,3,2,2,4,2,5,5,5,4,4,2,2,2,2,3,3,3,3,1,3,4,4,2,1,2,30,2
4,4,3,3,4,4,3,3,2,2,5,3,2,4,3,2,2,2,2,2,4,5,5,5,2,2,2,3,2,2,4,4,4,3,3,3,4,3,2,2,23,1
5,5,5,4,4,5,1,1,1,5,5,5,5,5,4,1,1,1,1,1,4,5,4,4,3,1,1,3,3,2,5,5,4,3,0,5,5,5,5,5,38,2
5,5,4,4,4,5,2,2,1,1,4,4,5,5,4,2,2,2,1,1,5,5,5,5,1,1,1,2,1,2,5,5,3,3,4,2,4,4,2,2,40,2
3,3,4,4,4,4,3,3,4,3,4,3,1,3,4,2,2,2,4,3,4,5,5,4,4,2,3,2,2,4,4,4,3,1,4,3,4,4,1,2,37,1
2,4,4,3,2,4,1,4,2,3,5,2,4,2,2,3,4,2,4,2,4,4,5,2,5,4,3,5,1,4,4,4,3,2,4,4,2,4,2,2,23,1
4,4,3,4,4,4,2,3,2,2,4,4,3,4,4,1,1,1,4,2,4,4,5,4,2,2,2,2,1,1,4,5,4,3,5,3,5,4,3,3,34,1
4,4,4,3,2,4,4,4,3,1,2,1,1,4,3,4,3,4,4,2,3,4,5,4,3,4,2,5,1,2,4,5,4,4,5,1,5,5,3,4,37,1
3,3,5,4,4,5,3,4,3,2,3,3,3,3,3,2,3,3,3,3,3,5,4,4,2,3,1,3,1,2,4,3,2,5,4,5,3,3,2,2,27,1
5,3,4,4,0,3,2,2,2,1,4,4,2,5,3,2,2,2,3,5,4,4,5,4,2,2,1,2,1,2,3,3,3,3,4,3,4,4,2,2,41,1
5,5,5,5,3,4,3,2,2,4,5,4,2,5,5,2,1,1,2,1,4,5,5,3,4,4,4,4,2,3,3,4,3,4,3,4,3,4,3,3,41,2
5,4,4,4,5,5,1,1,2,1,5,5,4,4,4,2,2,1,2,1,5,4,4,4,2,1,2,2,1,2,5,4,3,3,4,2,3,4,2,4,49,1
3,1,1,2,2,1,3,4,4,1,3,2,2,3,2,3,4,3,4,2,4,4,3,3,3,3,3,3,3,3,4,3,2,1,3,2,4,4,1,2,45,1
4,4,4,4,4,4,2,2,1,1,4,4,3,4,4,3,2,2,2,2,3,4,4,4,2,2,2,2,2,2,4,3,2,2,2,3,3,3,3,3,33,1
2,4,3,4,5,2,4,2,1,1,2,2,2,2,2,4,2,4,4,1,2,5,5,5,2,4,2,4,1,2,4,4,4,4,4,4,2,4,2,2,42,2
4,4,4,5,2,4,4,2,1,1,5,2,2,0,4,2,1,2,4,4,5,5,0,5,2,1,1,4,1,2,4,4,2,2,2,1,4,2,4,1,34,2
