submittime,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
2015-03-28 16:21:06,75,500,65,250,50,575,50,40,50,85,85,50,7,700,50,700,3,50,1050,48,2,2,4,4,3,4,4,4,2,5,2,3,2,3,2,3,2,2,3,2,4,4,1,4,2,3,2,4,3,3,4,1,4,2,4,2,5,2,5,4,3,2,3,4,4,3,4,3,2,4
2015-03-28 16:27:17,23,560,67,250,10,345,50,12,42,84,85,60,6,700,99,730,3,3,1500,50,4,4,4,2,5,1,4,4,2,3,5,3,5,2,4,5,4,5,5,2,1,5,1,5,1,4,1,4,5,5,5,5,5,4,2,5,5,2,4,4,5,2,4,2,5,1,5,4,4,5
2015-03-28 16:29:23,50,500,75,250,50,1050,50,40,50,85,85,50,7,700,50,700,3,50,1050,50,3,4,4,5,4,5,4,4,2,5,2,3,2,2,2,2,3,2,3,2,3,5,1,5,3,3,3,4,3,4,5,1,5,1,5,2,5,2,5,4,4,3,3,3,3,3,3,3,2,3
2015-03-28 16:30:16,3,33,55,300,30,133,33,9,50,130,85,50,7,700,50,700,3,33,99,33,3,1,4,3,5,2,4,4,3,3,3,3,5,1,3,2,4,4,3,4,2,3,1,5,3,5,2,5,4,5,5,3,5,2,4,1,5,2,4,5,4,2,5,2,5,1,5,3,5,5
2015-03-28 16:38:57,50,500,63,250,37,552,38,42,58,73,85,85,7,500,83,700,2,77,555,42,2,3,2,5,3,3,3,3,3,2,4,3,4,2,3,3,5,3,3,2,1,5,3,5,2,4,1,5,5,1,1,5,3,5,1,5,3,3,1,4,3,1,5,1,3,1,5,5,5,5
2015-03-28 16:39:39,55,201,74,489,74,1179,39,28,2,100,88,62,6,603,70,741,4,38,1685,53,4,4,4,4,4,4,4,4,4,4,5,4,5,2,2,3,4,3,2,3,1,5,2,4,1,4,1,5,4,3,4,4,4,4,4,4,4,2,4,4,5,1,5,1,4,1,5,5,5,5
2015-03-28 16:41:01,37,49,68,389,23,48,57,8,99,72,83,92,6,667,5,687,3,43,3096,41,2,3,2,4,3,2,1,4,3,5,4,3,4,2,2,3,4,1,3,4,1,4,1,5,3,4,2,4,4,3,3,5,3,2,1,5,4,2,2,3,5,3,4,1,4,2,3,5,5,3
2015-03-28 16:41:00,7,7,60,107,7,700,7,7,7,70,89,89,7,700,7,89,0,7,999,89,4,1,4,2,4,2,4,2,4,2,1,4,2,5,2,2,1,1,2,1,1,4,4,4,2,3,2,4,4,4,2,4,2,4,2,4,2,4,1,2,5,2,5,2,5,1,5,5,4,5
2015-03-28 16:44:31,6,5,50,400,10,160,60,10,40,66,85,70,7,670,80,670,0,60,3000,45,1,1,3,3,5,1,5,3,2,1,5,1,5,2,5,4,1,1,3,4,1,5,2,5,1,5,1,5,5,4,2,5,5,3,1,3,5,2,4,3,1,4,3,1,4,2,2,4,5,3
2015-03-28 16:45:20,69,456,74,102,86,900,43,47,23,100,85,63,7,700,12,672,2,60,3012,57,4,5,4,3,3,4,2,5,5,4,3,5,2,5,2,1,1,1,1,1,1,4,2,4,4,4,2,5,4,4,4,4,3,1,2,4,5,2,2,2,4,3,2,5,3,4,4,5,4,2
2015-03-28 17:26:24,14,14,68,140,47,321,98,25,10,123,88,23,7,678,3,678,3,89,1414,46,1,3,2,5,2,1,3,5,1,4,5,2,5,1,1,4,3,5,5,4,2,3,1,5,1,5,2,4,5,5,1,4,5,4,4,5,4,2,4,4,5,1,5,1,5,1,5,5,5,5
2015-03-28 16:49:45,8,800,66,400,8,200,8,30,60,120,82,8,6,700,8,700,2,68,3000,33,4,1,5,1,4,1,4,1,5,1,1,4,2,5,1,1,4,1,1,1,1,4,1,5,1,4,1,5,5,5,2,4,3,1,2,5,4,1,3,5,5,1,5,1,5,1,5,3,2,5
2015-03-28 16:50:53,64,999,63,305,58,500,69,10,99,98,81,50,6,600,48,700,2,28,3000,45,2,2,3,4,3,1,1,4,3,4,5,3,4,1,4,4,4,4,4,4,1,4,0,5,1,4,2,3,4,3,2,5,2,5,2,5,0,4,2,4,4,2,4,2,3,1,4,4,5,4
2015-03-28 16:53:59,18,99,55,255,7,500,20,35,20,120,81,7,6,700,9,700,3,5,78,50,2,4,2,5,3,3,3,1,5,3,5,1,5,5,5,5,5,5,5,5,4,5,1,3,5,4,1,2,2,3,2,4,3,5,1,5,5,5,1,3,4,3,3,1,5,2,2,5,5,5
2015-03-28 16:53:32,50,500,45,200,50,126,50,8,50,80,85,50,6,700,50,700,3,50,78,40,4,2,5,2,5,1,5,4,2,1,1,4,1,5,1,1,1,1,1,1,1,5,1,5,2,4,1,5,5,5,5,5,5,1,1,5,4,1,4,4,4,1,5,1,5,1,5,4,2,5
2015-03-28 17:00:12,64,900,56,40,4,673,72,14,50,108,85,50,7,700,50,700,2,50,98,70,1,5,2,5,2,3,1,5,2,5,4,3,4,3,1,3,4,4,4,2,2,4,3,3,3,2,2,2,2,2,5,1,5,4,4,2,4,1,4,3,4,2,5,2,3,1,4,4,5,4
2015-03-28 17:01:47,83,83,83,499,99,1133,83,49,2,80,83,83,7,683,83,683,3,99,78,35,5,3,3,2,4,1,5,3,3,3,4,2,3,1,4,4,3,4,2,2,1,5,1,1,1,5,1,5,5,4,3,5,3,5,1,4,4,2,3,5,5,2,4,1,5,1,2,5,5,5
2015-03-28 17:03:46,45,300,55,250,2,125,33,12,80,90,85,23,6,799,52,750,3,52,3000,35,3,2,4,2,3,2,4,4,2,3,4,3,4,3,2,2,2,2,2,2,1,4,2,4,3,4,2,4,4,4,4,2,5,1,4,2,4,1,4,4,5,2,3,2,3,3,4,4,3,3
2015-03-28 17:05:25,79,564,68,429,29,864,99,42,84,85,87,64,7,729,37,666,2,46,3977,40,2,2,4,2,5,2,5,4,2,2,3,2,4,3,2,2,2,2,2,2,1,5,1,5,0,4,2,4,4,4,5,2,5,1,3,2,5,1,4,4,5,1,4,1,3,2,4,4,4,4
2015-03-28 17:10:46,2,5,46,150,2,150,2,49,2,70,82,2,7,650,2,750,2,3,150,40,1,1,5,3,5,1,5,2,4,1,2,5,5,1,1,1,2,2,1,1,0,5,1,5,1,5,1,5,5,5,4,2,5,1,5,1,5,1,5,3,1,1,5,1,5,5,5,1,5,5
2015-03-28 17:24:08,38,677,76,365,85,486,86,9,96,86,84,85,7,764,67,686,2,43,796,45,3,3,3,3,3,2,3,2,2,4,2,5,2,2,2,3,4,4,3,4,2,4,3,4,3,4,2,4,4,4,3,3,4,4,2,2,2,4,3,3,4,3,4,2,3,2,3,4,4,3
2015-03-28 17:23:41,50,600,66,120,50,180,50,30,50,80,85,50,6,700,50,700,2,50,78,40,1,5,3,5,2,4,1,5,1,5,4,2,5,4,3,4,3,3,4,4,3,3,2,3,3,3,2,3,3,2,4,3,3,3,2,2,3,3,4,3,3,4,2,3,1,4,2,2,1,1
2015-03-28 17:29:04,66,9668,54,330,86,1100,56,35,55,119,65,94,6,660,46,755,3,89,3500,45,3,3,3,5,1,2,1,5,1,5,5,3,4,0,4,4,3,2,3,2,2,3,1,1,4,5,4,5,5,5,5,2,4,4,3,1,4,3,4,5,3,3,2,3,3,2,5,3,5,3
2015-03-28 17:31:23,25,580,55,200,5,125,99,25,24,70,85,99,7,700,50,700,2,50,4000,50,1,5,3,3,3,3,4,2,1,4,3,2,4,1,4,4,3,3,3,5,3,3,3,4,3,5,3,3,3,3,3,3,3,4,4,4,3,3,3,2,4,5,2,1,2,4,2,3,4,3
2015-03-28 17:42:02,33,978,55,275,98,698,55,45,75,66,89,25,7,765,99,721,3,95,3784,33,3,2,5,2,4,2,4,2,3,1,1,5,2,4,2,4,1,1,4,1,1,4,1,5,1,3,1,5,4,5,4,5,1,3,4,5,4,1,4,4,3,2,1,2,4,4,5,2,5,3
2015-03-28 17:50:39,50,500,55,300,50,620,50,35,50,80,85,50,6,700,50,700,3,50,1234,40,3,3,5,5,4,4,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,4,3,4,1,5,2,4,4,5,5,1,1,1,1,1,1,4,3,2,5,4,4,1,4,3,4,5
2015-03-28 17:51:24,28,566,68,200,80,235,80,40,60,120,88,99,6,677,80,722,3,50,3000,38,2,4,1,4,2,3,2,3,3,5,5,3,5,3,5,4,3,3,4,3,2,5,1,4,2,3,1,4,5,2,5,1,4,2,4,1,5,2,3,4,3,2,4,2,4,2,5,3,5,4
2015-03-28 17:58:34,64,291,59,123,56,941,24,46,46,86,81,23,6,676,43,735,3,79,2014,42,1,3,4,4,3,2,2,4,2,4,4,2,5,3,2,3,2,2,2,2,1,5,2,5,2,4,2,4,4,4,5,3,5,1,4,1,4,2,4,5,4,4,4,5,4,2,4,4,4,4
2015-03-28 18:14:44,13,630,75,250,25,456,50,35,62,115,85,52,7,700,20,678,2,94,2013,42,3,2,3,3,4,3,3,3,4,5,4,3,5,4,3,4,4,4,4,5,1,4,4,5,1,5,1,5,5,5,4,3,5,3,5,2,5,2,5,5,3,3,5,2,4,1,4,3,5,4
2015-03-28 18:11:26,100,1000,99,500,100,789,100,50,100,70,88,100,8,666,100,666,1,100,4011,55,3,3,3,3,3,3,3,4,4,5,3,4,3,3,3,3,4,3,3,3,3,3,2,4,4,4,4,3,4,5,4,4,4,2,4,2,4,1,4,4,4,3,4,3,4,4,4,3,3,4
2015-03-28 18:06:06,4,8,66,455,22,124,33,34,55,74,85,75,6,657,4,765,2,6,78,35,1,3,1,5,2,5,1,5,1,5,5,1,5,1,4,4,5,5,5,4,3,4,4,3,3,3,3,3,3,1,2,3,4,4,1,4,4,5,3,4,1,4,4,3,2,3,2,1,4,3
2015-03-28 18:12:43,6,578,67,79,44,567,43,67,87,69,87,45,7,679,45,789,3,46,899,40,2,4,4,2,4,2,5,2,4,2,2,4,4,4,4,2,2,1,2,1,5,0,0,4,0,5,1,4,5,4,4,4,2,5,2,2,2,2,2,2,4,1,5,2,5,5,5,4,2,4
2015-03-28 18:13:49,65,4,59,109,33,1004,76,45,36,87,89,3,7,700,50,693,3,58,2067,52,1,3,3,4,2,1,2,3,3,5,4,2,4,3,2,2,2,1,2,1,1,5,1,5,1,4,1,4,4,4,4,1,4,3,2,1,3,2,3,4,3,2,4,1,3,2,3,2,5,3
2015-03-28 18:19:54,50,500,69,300,50,623,50,35,50,100,85,50,6,700,50,700,2,50,2079,40,2,4,3,4,4,2,3,3,1,4,2,4,3,3,1,1,1,1,3,2,1,5,1,5,1,4,1,4,4,5,3,5,3,2,3,4,4,3,4,4,2,2,5,1,5,1,4,1,4,4
2015-03-28 18:17:24,50,200,66,250,5,1000,50,25,50,100,85,50,6,700,50,700,2,50,80,40,3,4,3,4,4,5,2,3,4,4,4,5,3,3,4,2,5,4,3,3,1,4,2,5,5,1,4,1,5,5,5,4,4,4,3,4,2,5,2,4,4,2,5,5,2,3,4,3,5,5
2015-03-28 18:24:05,7,10,55,200,2,200,50,8,99,65,85,2,7,700,99,700,2,0,78,40,1,4,3,3,2,2,2,4,2,4,1,4,2,5,1,1,1,1,2,1,2,4,1,3,2,2,3,3,3,4,5,1,5,1,5,1,4,1,5,5,3,3,2,2,4,3,3,2,5,2
2015-03-28 21:19:52,50,500,77,250,24,1111,77,33,77,120,85,50,7,700,50,700,3,50,1717,37,1,4,4,2,3,3,3,3,2,4,5,2,3,3,3,5,4,4,3,2,3,4,1,4,2,3,2,3,5,3,2,2,3,2,3,2,1,3,4,3,1,4,3,2,2,3,3,1,2,2
2015-03-28 18:25:47,65,500,55,300,27,840,99,17,77,120,85,35,7,700,80,700,3,47,2401,36,2,2,4,3,4,2,3,4,3,4,3,4,4,2,4,3,3,4,4,4,2,5,4,4,2,4,2,4,4,4,4,4,4,2,3,3,4,2,4,4,4,2,4,2,4,2,4,3,5,4
2015-03-28 18:23:04,99,500,50,300,50,234,50,49,60,100,85,50,6,700,50,700,2,50,741,50,5,1,5,1,5,1,4,1,5,2,5,2,5,2,4,4,5,5,4,1,5,5,2,5,1,5,1,1,5,4,2,1,5,2,1,5,4,4,1,3,3,5,5,1,2,1,5,2,1,4
2015-03-28 18:25:39,12,100,55,222,2,1234,13,8,3,70,88,17,6,700,9,700,3,10,100,50,1,3,3,5,3,1,1,5,1,4,5,2,5,1,4,2,2,1,2,4,2,4,1,4,1,4,1,5,4,4,4,2,4,2,3,1,5,1,5,4,3,3,3,2,3,3,3,2,5,3
2015-03-28 18:26:45,22,333,60,102,90,125,98,47,30,65,85,40,6,655,45,725,2,92,3022,55,3,2,5,1,4,2,4,3,4,2,4,4,3,1,3,2,2,1,2,2,4,4,2,4,3,3,2,3,4,4,4,1,4,2,3,1,3,2,3,4,2,2,3,2,4,2,4,1,3,4
2015-03-28 18:45:31,50,600,77,300,55,765,42,35,50,100,85,62,7,750,56,700,3,50,2500,455,4,1,4,3,5,2,4,2,2,1,2,5,1,5,1,1,2,1,1,1,1,5,1,5,3,5,1,5,4,5,5,2,5,1,3,1,5,1,2,3,4,1,5,1,4,1,5,3,4,5
2015-03-28 18:29:00,42,96,97,420,76,392,55,42,93,68,85,45,6,800,69,755,2,92,82,36,3,2,4,2,4,3,3,3,4,3,2,5,3,3,2,4,3,4,4,3,2,5,2,4,2,4,2,4,4,4,4,2,4,4,2,1,3,4,2,4,4,3,5,2,4,1,3,3,4,4
2015-03-28 18:36:10,77,7700,50,250,87,1000,51,33,78,120,85,87,7,700,95,629,3,78,1046,45,3,5,4,4,4,5,4,5,1,4,3,5,3,2,3,1,3,3,1,2,1,4,1,5,5,5,1,5,2,5,4,2,5,1,4,1,5,1,4,5,3,4,3,1,4,4,3,2,4,3
2015-03-28 18:35:16,50,500,66,350,50,611,50,20,50,100,85,50,6,700,50,700,3,50,2000,45,3,2,2,3,2,5,5,1,5,5,3,5,5,3,4,3,2,3,3,2,4,4,3,4,3,5,3,3,5,4,4,1,5,1,3,3,1,1,4,3,2,4,4,3,4,1,5,4,3,5
2015-03-28 18:49:26,56,794,69,365,96,675,4,23,56,136,87,66,7,799,59,601,2,56,87,44,2,4,3,4,4,2,4,4,2,3,3,3,2,2,2,2,3,3,2,2,1,5,3,4,2,4,3,4,5,4,4,3,4,2,2,2,4,2,4,4,5,1,5,2,4,2,4,3,5,4
2015-03-28 18:51:38,87,997,55,463,9,666,6,40,99,130,88,98,6,700,54,789,3,72,4010,22,1,5,1,5,1,5,1,5,1,5,1,4,5,5,1,5,5,5,5,5,3,1,5,2,2,3,5,3,2,2,1,1,5,5,1,5,2,4,2,5,1,4,4,2,1,3,4,5,5,4
2015-03-28 18:59:23,50,500,66,250,85,1200,33,49,25,75,83,49,6,650,72,799,2,94,3333,57,1,2,1,1,2,3,1,4,2,5,4,2,5,1,5,4,4,4,4,5,2,4,2,4,2,2,2,4,4,2,2,2,4,4,1,2,4,4,2,5,3,3,2,2,2,5,3,3,4,2
2015-03-28 18:54:35,73,33,76,222,55,999,56,34,67,100,77,65,7,700,67,777,3,76,3333,56,4,1,5,1,5,1,4,3,4,2,1,5,4,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,3,4,1,5,1,4,1,4,4,4,1,5,2,4,5,5,3,4,5
2015-03-28 18:56:58,78,45,89,186,54,690,34,43,59,138,89,54,7,765,32,742,3,9,3891,45,2,2,2,4,3,3,2,5,1,5,5,1,5,1,5,4,5,3,5,4,2,2,3,4,2,5,3,2,0,3,4,4,5,1,3,4,4,2,3,5,2,2,5,1,4,1,3,1,4,5
2015-03-28 19:06:47,21,69,62,421,21,900,21,21,21,82,87,29,6,650,21,650,3,5,421,39,5,2,5,1,5,1,5,2,5,2,1,3,4,2,2,1,2,2,2,2,1,5,1,4,2,4,1,4,4,5,4,2,4,1,4,1,5,3,4,5,4,1,5,4,5,1,4,4,5,5
2015-03-28 19:00:15,30,999,56,300,40,1000,55,8,55,70,89,70,7,500,50,700,3,60,78,40,4,2,3,2,4,2,4,3,4,3,4,3,3,4,4,2,3,3,3,2,1,4,4,3,2,3,2,3,4,3,3,3,4,2,2,3,3,2,2,4,5,1,5,1,4,1,4,4,5,4
2015-03-28 19:27:05,10,100,49,5,10,334,10,70,10,0,0,10,58,0,10,8,4,10,0,6,5,3,5,4,5,1,5,1,5,3,5,5,1,3,1,1,1,1,3,2,1,5,1,5,5,5,1,2,5,5,4,1,5,1,5,1,1,1,5,5,5,1,5,2,5,1,5,5,5,5
2015-03-28 19:07:01,50,500,55,300,50,444,50,28,50,90,85,50,7,700,50,700,3,50,2044,33,1,2,4,4,4,1,2,4,2,2,1,4,4,1,5,1,2,2,4,2,1,4,1,5,2,3,2,4,4,4,4,2,4,2,5,1,4,1,4,4,4,2,2,2,4,4,5,4,4,4
2015-03-28 19:10:40,3,333,73,313,33,133,3,39,31,77,86,3,7,777,3,733,3,3,3333,33,3,2,3,3,4,2,2,3,3,3,5,3,5,2,4,2,5,5,2,4,2,5,1,4,2,3,1,4,4,4,2,2,3,5,1,3,4,5,4,3,4,2,5,2,4,1,4,4,5,5
2015-03-28 19:13:51,2,325,57,400,4,765,45,14,2,80,85,6,6,790,7,789,3,6,679,40,1,1,2,4,5,1,4,2,4,5,4,4,5,1,4,3,5,4,4,4,4,5,2,3,3,4,2,1,4,4,2,5,3,5,1,5,2,4,4,2,4,5,5,4,4,1,3,4,5,4
2015-03-28 19:32:31,21,892,68,444,57,1000,73,49,66,117,81,25,6,669,4,777,2,95,4011,40,4,1,3,4,5,3,5,4,5,3,3,1,5,1,4,4,3,3,4,5,1,4,2,5,1,5,2,4,4,4,5,1,5,1,3,1,5,2,1,5,5,1,4,1,5,1,5,5,5,4
2015-03-28 19:32:26,25,50,98,50,50,606,50,21,500,80,85,500,7,700,25,700,2,50,3000,30,1,2,3,3,4,1,3,5,3,3,5,2,5,1,2,3,4,5,3,3,5,5,2,4,1,3,1,5,5,3,2,2,5,3,1,5,5,4,5,3,4,5,5,1,4,1,3,3,5,5
2015-03-28 19:32:44,64,4,88,150,44,124,99,14,33,70,85,4,6,777,89,0,2,60,3350,50,4,2,1,2,5,1,4,2,4,2,1,5,4,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,1,4,2,2,4,2,2,2,4,2,3,1,4,1,4,1,4,3,4,5
2015-03-28 19:37:05,33,576,76,432,87,725,83,14,25,72,84,34,7,645,65,701,2,45,1024,42,2,3,4,3,3,2,2,4,3,4,5,2,5,3,4,4,4,4,4,4,2,4,3,4,2,4,2,3,4,4,3,4,3,2,3,4,4,2,4,4,3,2,4,1,4,2,5,3,4,4
2015-03-28 19:39:28,77,999,55,300,2,895,47,42,67,79,88,31,7,700,53,666,3,76,1234,45,3,1,5,1,5,1,3,1,5,3,4,3,4,4,4,4,4,3,4,2,1,5,3,5,1,5,1,5,5,3,3,5,3,2,3,4,3,1,3,3,4,1,3,1,3,3,4,3,5,3
2015-03-28 19:43:33,7,999,55,300,7,1233,7,49,7,120,85,7,7,700,7,700,3,7,4000,45,3,3,5,2,4,2,5,2,5,3,2,3,2,3,1,1,2,1,1,3,2,4,1,5,2,4,1,5,4,5,5,1,5,1,5,1,4,1,5,5,4,2,5,4,4,1,5,3,4,5
2015-03-28 19:45:53,20,100,45,400,5,124,2,8,90,85,89,99,7,700,2,601,2,2,78,31,1,5,2,5,2,4,1,5,1,5,3,4,5,2,4,4,3,3,4,2,3,1,3,3,3,1,3,2,2,3,5,1,2,2,4,1,5,1,5,4,5,3,5,0,3,2,5,3,4,3
2015-03-28 19:52:48,86,2534,58,421,24,321,42,34,62,61,82,91,7,605,3,799,2,33,3912,42,1,4,2,2,2,3,1,3,1,5,1,3,2,1,5,4,4,4,4,2,5,2,5,1,2,1,5,1,2,0,5,2,5,1,4,5,4,1,4,4,4,5,5,4,5,1,5,5,4,4
2015-03-28 19:56:21,45,879,73,331,64,1206,32,44,84,120,88,49,6,773,42,743,3,97,3124,45,4,2,4,2,4,2,4,5,2,5,5,2,4,1,4,5,5,5,5,5,1,4,2,5,1,5,1,4,5,4,1,5,5,4,1,4,2,4,1,2,5,1,5,1,4,1,4,5,5,4
2015-03-28 19:56:38,97,36,77,248,62,693,54,41,83,72,81,2,7,682,17,790,2,55,90,40,3,3,4,2,5,2,5,2,5,3,2,5,2,4,2,2,2,2,2,2,1,5,1,5,2,4,2,4,4,4,5,2,4,1,2,1,4,1,2,4,5,1,3,1,3,3,4,4,3,4
2015-03-28 19:58:10,23,8043,90,102,93,348,84,12,4,100,83,49,8,738,80,402,1,3,333,33,2,2,3,4,3,2,2,4,3,4,3,2,4,2,2,3,3,3,2,4,2,5,2,3,2,2,1,3,4,3,3,4,4,2,2,5,4,3,4,4,4,2,4,1,4,2,5,4,5,4
2015-03-28 20:07:06,13,2,66,300,50,345,50,34,12,87,85,50,6,700,50,799,3,50,523,45,1,4,1,5,1,4,1,5,1,5,5,2,5,3,3,4,3,3,2,3,1,3,3,5,1,5,3,3,4,3,1,3,2,5,4,3,5,2,1,2,5,5,5,3,2,1,1,5,5,3
2015-03-28 20:23:04,10,10,55,250,10,135,10,15,10,115,88,10,7,700,10,700,3,10,3956,40,2,2,3,2,3,2,2,3,2,4,5,2,4,2,3,3,4,3,4,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,4,4,2,3,4,5,2,5,2,3,2,4,5,4,4
2015-03-29 04:47:32,45,900,98,456,78,185,99,30,20,75,89,2,7,754,256,789,2,68,3524,56,3,3,4,3,4,2,3,2,4,4,4,2,5,2,5,4,5,5,4,4,1,5,2,4,4,5,1,5,5,4,2,4,3,3,1,2,5,1,4,3,3,1,4,1,5,2,5,4,4,5
2015-03-28 20:24:17,23,500,99,500,23,1234,23,23,23,0,90,23,7,700,23,700,2,23,1996,50,1,4,2,5,1,4,1,5,2,5,4,3,5,2,4,3,3,2,2,5,2,4,1,5,1,4,2,3,4,3,2,4,4,5,2,4,2,4,1,3,4,4,5,1,4,1,2,4,3,4
2015-03-28 20:31:03,50,500,50,150,50,1000,50,25,50,75,85,50,6,700,50,700,3,0,100,40,3,4,4,4,3,3,2,4,3,4,2,2,4,4,4,2,3,2,3,2,2,5,5,4,2,4,2,0,4,4,4,3,4,2,5,3,4,1,4,4,3,2,4,3,4,2,4,2,4,4
2015-03-28 20:40:05,50,500,28,300,50,556,50,22,50,100,85,50,7,700,50,700,3,50,78,31,3,3,3,3,3,4,4,5,4,4,4,2,4,2,4,4,3,4,4,4,2,4,2,2,4,4,1,4,4,4,3,1,4,3,2,1,4,4,3,3,2,4,2,4,3,3,2,1,4,2
2015-03-28 20:40:52,45,566,55,111,56,123,0,8,2,89,84,99,7,666,66,645,2,68,90,34,1,5,2,4,2,2,2,4,2,4,5,1,5,1,4,4,4,4,4,4,3,4,3,3,3,4,2,0,5,3,4,3,5,2,4,3,4,2,3,3,4,2,5,1,3,1,4,4,5,4
2015-03-28 20:50:10,32,257,56,235,99,1024,85,35,27,80,81,55,7,750,56,723,2,18,2345,50,5,1,3,5,3,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,1,3,3,5,3,1,5,1,3,1,4,5,1,5,2,5,1,5,5,1,5,1,3,1,4,1,5,2
2015-03-28 20:47:47,22,500,55,300,99,567,56,30,32,75,85,55,7,700,55,0,2,55,0,50,4,2,5,2,5,1,4,3,5,3,2,5,1,5,3,1,1,1,1,1,1,0,1,0,3,5,1,5,5,5,4,1,4,1,4,1,4,1,4,4,3,2,4,1,5,5,4,4,5,5
2015-03-28 20:49:26,51,400,57,250,50,500,24,33,55,120,85,55,7,555,45,650,3,70,3000,40,1,4,3,3,2,3,2,5,2,5,4,3,4,3,3,4,4,3,5,1,3,3,4,2,5,3,4,3,2,5,5,1,5,2,5,4,5,1,4,5,2,1,4,1,4,1,5,3,4,5
2015-03-28 20:53:24,19,456,55,300,2,124,8,49,99,64,81,9,6,601,89,607,3,77,78,31,3,2,1,4,1,2,2,5,1,5,5,2,5,3,4,4,5,4,5,3,2,4,3,3,2,5,2,2,4,4,4,3,2,2,1,5,4,2,4,2,3,2,5,2,3,2,2,2,5,3
2015-03-28 21:09:09,76,512,65,354,14,1124,47,34,95,81,87,43,7,777,28,745,3,49,3878,40,4,1,5,5,4,1,2,5,4,5,3,5,5,3,5,1,4,2,3,2,1,5,1,5,1,1,2,4,5,5,5,2,5,3,5,1,5,1,5,5,3,2,3,2,5,1,4,4,2,5
2015-03-28 21:08:10,47,150,67,450,12,567,12,36,40,63,88,47,6,732,50,724,3,47,96,55,1,4,2,4,4,3,2,4,2,5,3,3,3,4,2,1,2,1,1,1,2,4,1,5,2,5,2,5,5,3,3,2,4,2,3,2,3,2,4,4,2,1,5,2,4,2,4,2,4,4
2015-03-28 21:08:04,67,67,67,400,67,400,67,45,67,67,88,67,6,700,67,750,3,67,80,45,5,1,5,1,5,1,5,1,5,1,2,5,2,5,4,1,3,3,1,1,1,2,3,2,1,2,1,3,4,5,3,5,5,2,2,3,4,1,3,4,4,1,5,1,5,1,5,4,4,5
2015-03-28 21:28:30,17,17,55,150,23,45,50,49,48,70,81,85,7,650,50,750,3,3,405,35,5,2,4,2,4,2,4,2,5,2,1,4,4,4,1,2,1,1,2,2,2,5,4,4,2,4,2,4,4,4,4,2,4,2,4,1,4,1,4,4,4,2,4,2,4,2,4,4,4,4
2015-03-28 21:22:18,100,900,55,400,99,134,99,44,99,100,89,98,7,765,67,788,2,67,87,48,3,3,5,3,5,4,3,4,3,1,2,5,4,3,3,3,3,4,3,3,4,5,2,3,1,3,3,4,3,5,4,5,3,2,4,5,5,3,4,4,4,5,4,2,2,4,5,1,3,2
2015-03-28 21:25:35,32,320,55,120,99,134,55,45,88,70,81,90,7,700,55,700,3,55,80,40,2,3,2,4,4,2,2,4,3,4,4,1,5,1,4,4,4,2,4,5,1,4,1,5,1,4,1,5,5,4,2,5,4,3,1,4,2,2,5,4,2,4,4,2,4,1,2,2,5,3
2015-03-28 21:26:28,58,347,78,345,78,567,4,8,56,89,88,86,5,780,43,789,4,67,786,45,3,4,1,5,1,2,1,2,5,5,1,4,1,5,1,2,2,1,2,1,3,2,1,4,0,2,3,3,2,1,5,2,5,1,1,2,5,2,1,5,5,3,4,4,5,2,4,5,2,4
2015-03-28 21:32:52,50,500,22,200,50,124,50,24,50,30,10,50,1,100,50,100,2,50,172,15,3,1,5,3,1,1,5,3,5,5,5,3,5,3,5,3,5,5,1,3,5,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,5,3,3,5,5,3,5,3,5,5,5,3,5,5
2015-03-28 21:41:10,77,572,45,298,19,1191,68,8,13,128,89,72,6,703,31,638,3,4,1099,42,4,2,4,2,3,1,2,2,2,3,4,2,4,3,3,3,3,1,3,2,3,3,1,3,2,4,3,3,2,3,5,1,5,1,5,1,5,1,5,4,4,1,3,1,4,2,5,2,4,4
2015-03-28 22:45:40,50,500,72,300,50,611,50,29,50,100,85,50,7,700,50,700,3,50,2045,45,4,2,3,2,4,2,1,5,1,5,5,1,5,2,4,3,3,3,3,4,1,4,3,5,4,5,3,4,5,2,4,1,5,1,3,1,5,2,4,3,3,1,1,5,4,1,4,4,5,4
2015-03-28 22:08:02,7,700,69,124,2,1233,5,45,17,77,82,9,7,654,56,651,3,77,78,37,2,2,2,4,2,1,1,5,4,5,5,4,4,1,5,4,5,5,5,1,4,1,5,1,2,1,5,2,1,2,1,5,4,4,2,5,4,5,1,1,5,0,5,5,4,1,5,4,3,5
