submittime,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
2015-03-29 08:06:11,83,93,74,285,3,256,4,8,54,94,87,68,6,754,74,675,2,37,743,47,4,2,4,2,4,2,4,1,5,4,5,1,5,4,5,5,5,5,5,5,2,5,3,4,4,5,3,2,4,5,3,5,4,4,1,5,2,4,2,3,0,2,5,3,5,1,5,5,5,5
2015-03-29 08:08:12,50,500,77,250,49,1000,60,35,25,100,86,67,6,650,78,680,3,45,145,56,3,3,4,4,4,2,4,4,3,3,4,3,5,2,2,2,4,4,4,3,4,3,2,4,3,4,2,3,4,3,4,2,5,4,2,2,4,4,3,3,3,3,5,2,3,2,3,3,4,3
2015-03-29 08:21:15,55,999,64,400,2,140,55,8,55,75,81,55,7,700,55,700,3,55,2012,50,3,3,5,2,5,1,5,5,3,4,5,3,5,1,1,3,5,5,4,5,2,4,1,2,1,5,2,3,5,5,1,4,5,4,3,5,4,2,3,5,5,1,5,1,4,1,5,4,5,5
2015-03-29 08:23:12,37,2,66,87,11,890,79,48,19,128,83,23,6,451,56,764,0,54,1028,59,2,4,3,3,4,2,4,3,2,4,4,4,4,2,3,4,4,4,2,4,2,4,1,5,2,5,1,4,4,5,2,5,5,2,2,5,3,4,2,5,5,1,4,2,4,1,5,4,4,4
2015-03-29 08:24:07,83,2,90,250,36,500,22,74,96,110,87,71,6,749,63,746,3,92,83,54,3,4,4,4,3,2,3,2,4,3,4,3,4,3,2,3,4,4,3,3,2,5,2,4,2,4,2,4,4,4,2,4,4,3,3,3,2,2,3,3,4,2,4,2,4,2,4,3,4,4
2015-03-29 08:34:17,50,500,71,300,50,234,50,37,50,60,10,50,3,300,50,200,3,50,0,30,4,3,5,3,5,1,4,2,4,2,1,4,2,1,4,4,4,4,4,4,1,5,3,5,1,0,1,4,4,5,2,3,5,2,3,3,3,1,1,2,5,1,5,1,5,1,4,5,4,5
2015-03-29 08:37:00,56,559,76,247,56,666,72,47,89,128,86,77,7,777,60,777,3,55,2016,55,3,3,3,4,4,1,3,3,2,4,5,1,5,1,5,4,4,4,4,5,3,5,4,3,2,5,2,4,2,3,1,5,5,4,1,4,5,4,2,5,4,2,5,1,5,1,3,4,4,5
2015-03-29 08:51:05,81,300,77,250,44,1212,21,49,34,113,81,3,7,710,99,765,3,22,3017,48,2,3,4,3,2,2,3,1,3,4,1,4,1,5,2,3,2,2,3,2,3,4,1,2,4,2,2,3,2,3,4,1,5,1,3,1,4,1,3,4,2,1,2,2,3,2,5,2,3,3
2015-03-29 08:46:30,77,600,64,255,55,432,5,7,2,120,85,4,7,700,50,700,2,1,2014,50,1,3,3,5,5,3,1,1,5,5,5,1,5,1,4,5,5,4,5,5,5,5,5,1,5,2,5,3,4,5,3,1,5,3,3,3,3,5,1,1,4,3,5,1,5,1,5,4,5,5
2015-03-29 08:54:51,45,345,66,200,54,235,56,34,56,78,89,56,5,765,34,765,2,56,567,45,1,5,2,4,3,4,2,5,2,5,5,3,5,4,4,5,3,2,5,2,3,3,1,3,4,3,3,3,4,3,4,1,3,2,3,1,4,2,4,3,4,1,5,1,4,1,4,4,5,5
2015-03-29 09:01:01,44,678,76,234,32,137,56,42,34,78,87,78,6,700,79,678,2,45,3421,54,4,1,5,2,5,1,4,4,2,2,4,2,5,2,4,2,1,1,2,2,1,5,1,5,1,5,1,5,5,5,3,5,5,1,1,4,4,2,2,5,5,2,5,1,5,1,5,4,5,5
2015-03-29 09:03:30,33,84,72,439,7,655,12,42,98,99,83,89,6,735,64,621,2,420,2015,25,3,1,4,1,4,1,4,2,5,3,2,3,3,5,3,3,4,3,4,1,2,5,4,5,2,3,1,4,3,3,2,3,5,4,1,4,2,3,3,3,3,3,5,3,3,1,3,4,2,5
2015-03-29 09:27:07,2,22,22,122,22,1122,22,22,2,22,82,22,6,722,22,722,2,2,2015,32,2,1,5,2,5,1,2,2,1,5,1,5,4,3,4,2,2,3,4,2,5,4,4,5,3,3,2,5,5,4,4,4,4,5,1,5,3,5,1,2,4,1,5,2,5,1,5,1,4,5
2015-03-29 09:04:18,98,350,66,430,78,234,56,34,67,89,80,2,7,650,3,608,3,79,500,31,4,2,5,2,5,2,4,5,5,4,3,4,2,4,2,4,2,3,3,2,1,5,2,5,2,3,2,5,5,5,4,3,4,4,4,3,5,2,3,4,5,2,5,3,5,1,5,5,4,5
2015-03-29 09:06:37,12,678,55,143,76,1002,50,8,25,65,89,2,7,632,5,776,3,59,3632,72,1,5,1,5,3,2,1,4,2,5,5,1,5,1,5,5,5,5,5,5,1,5,1,4,1,5,1,5,5,5,2,5,5,4,2,5,3,5,1,4,5,2,5,1,4,1,0,5,5,5
2015-03-29 09:11:14,50,500,66,250,50,667,50,24,50,70,85,50,6,700,50,700,2,50,700,45,2,5,5,5,1,5,1,5,1,5,3,5,5,1,5,1,5,3,1,5,1,3,1,5,1,5,1,5,5,3,1,5,5,3,1,5,3,5,1,5,3,3,5,1,3,1,1,1,3,5
2015-03-29 09:10:27,7,500,55,232,8,600,5,8,30,70,85,4,6,700,3,700,3,20,78,40,3,3,5,2,4,2,4,1,5,3,3,3,4,1,3,4,4,5,3,5,1,5,1,5,1,4,1,3,4,5,4,4,3,3,2,3,3,4,2,4,5,1,5,1,4,1,3,3,5,5
2015-03-29 09:09:05,66,534,75,278,5,765,98,8,44,120,88,98,6,700,50,700,3,2,2006,55,3,5,1,4,1,4,1,5,2,5,3,3,4,3,1,4,2,2,4,3,4,2,3,2,5,2,5,2,2,3,4,2,5,2,4,2,4,3,4,5,4,1,4,1,4,2,5,4,5,4
2015-03-29 09:15:40,50,500,77,250,50,555,50,28,50,100,85,50,7,700,50,700,2,50,2035,45,2,3,5,4,4,2,3,4,4,4,5,1,5,2,4,3,3,3,3,3,1,5,1,5,1,5,1,5,5,2,1,3,4,3,2,2,2,2,4,3,1,1,5,1,5,1,5,4,5,5
2015-03-29 09:15:45,50,500,50,150,50,124,50,40,50,70,85,50,7,700,50,650,2,50,80,50,2,4,2,4,1,4,1,4,3,4,2,4,4,3,2,2,1,1,4,2,4,2,4,2,4,4,4,2,2,2,4,3,4,2,2,2,5,2,3,4,4,2,1,2,4,5,5,4,4,4
2015-03-29 09:24:00,50,500,66,250,50,500,50,25,50,100,85,50,7,700,50,700,2,50,2000,45,1,2,1,5,4,1,1,5,1,5,4,2,5,1,1,4,4,4,5,5,2,4,3,5,2,4,2,1,4,5,2,5,3,4,1,5,3,5,1,4,5,1,5,1,5,1,5,5,5,5
2015-03-29 09:25:28,47,33,70,333,7,1000,57,8,33,130,82,7,7,655,5,785,3,7,3521,45,1,2,3,3,2,3,2,4,2,5,4,2,4,1,2,3,4,3,2,4,1,4,1,5,1,4,2,4,4,3,3,4,3,4,1,4,3,4,2,3,4,2,3,4,3,3,4,4,3,3
2015-03-29 09:28:22,45,567,88,400,70,400,56,44,70,100,85,65,7,780,67,780,2,67,3000,40,3,4,5,3,4,4,4,1,3,2,4,5,4,2,2,4,3,3,4,3,4,5,1,4,2,5,4,5,5,5,4,2,5,1,4,1,5,1,5,5,3,4,2,4,3,3,4,1,2,2
2015-03-29 09:34:58,56,599,88,128,94,645,53,11,20,102,89,42,7,601,51,700,3,95,4011,43,2,3,1,4,2,2,4,4,5,5,3,5,4,1,3,3,4,3,3,4,1,3,3,4,3,4,3,4,5,5,1,5,4,3,2,5,4,3,3,3,3,2,4,1,4,1,3,4,4,5
2015-03-29 09:37:38,49,255,88,400,65,155,74,40,53,78,85,36,7,700,89,650,3,34,3333,40,5,2,3,2,4,2,5,3,4,4,4,4,4,3,2,3,4,2,2,2,3,2,2,4,2,2,4,2,3,4,4,5,4,4,3,5,3,1,4,4,5,2,4,2,3,2,4,4,4,5
2015-03-29 09:40:58,99,999,56,400,99,125,99,9,99,80,89,99,6,700,99,700,3,99,89,40,5,1,5,5,5,1,5,5,1,5,3,5,3,3,1,1,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,4,5,1,5,1,5,3,5,5,5,1,5,1,5,1,5,5,5,5
2015-03-29 09:54:26,99,216,61,380,7,1033,26,23,94,64,82,11,8,688,20,800,2,64,2946,51,4,5,3,4,3,3,2,5,3,5,5,5,5,3,1,1,1,1,1,3,1,3,3,5,2,5,2,4,1,4,2,5,4,3,2,5,3,5,3,3,5,1,3,3,4,4,5,5,3,3
2015-03-29 09:58:13,4,444,74,400,44,1144,244,88,64,84,84,44,8,644,44,644,2,44,2444,44,5,1,4,1,1,1,5,1,5,5,1,3,1,1,1,1,5,3,4,1,1,3,3,1,3,1,1,5,3,4,3,3,3,5,3,5,3,1,3,5,5,1,5,1,5,1,4,4,3,5
2015-03-29 10:05:59,50,500,77,300,50,2,50,5,50,80,40,50,7,700,50,700,3,50,126,45,4,1,4,2,4,2,4,1,5,2,4,3,4,3,2,3,3,3,2,2,3,4,1,3,2,4,2,2,2,2,4,4,2,4,3,2,2,3,4,4,4,2,3,4,4,2,0,2,4,4
2015-03-29 10:07:26,19,500,88,250,40,999,30,10,90,95,88,55,6,750,25,0,3,44,0,40,3,2,2,1,4,2,4,1,5,2,4,1,5,1,4,3,4,5,4,1,1,3,1,5,1,4,1,5,5,4,4,3,5,1,4,3,4,2,4,4,4,3,5,3,4,1,5,4,5,4
2015-03-29 10:12:06,85,3,75,485,1,277,100,84,12,61,90,67,7,743,5,601,3,68,3772,40,1,4,1,5,1,2,2,4,4,5,4,3,4,1,1,3,4,1,3,4,2,4,1,4,3,4,2,3,4,1,4,1,5,2,2,1,4,2,2,5,5,1,5,1,5,1,5,5,5,5
2015-03-29 10:24:09,50,500,55,300,10,1111,99,43,1,80,10,100,6,700,25,601,3,75,3935,45,2,4,2,4,3,4,3,5,2,4,5,2,5,4,4,5,5,3,5,3,4,3,5,5,2,4,3,3,4,3,3,3,5,3,3,3,4,3,3,3,3,4,5,4,3,2,3,2,3,3
2015-03-29 10:33:56,50,500,77,250,5,1000,50,28,50,100,85,50,6,700,50,700,2,50,3000,45,4,1,4,2,4,2,3,3,3,3,2,4,4,0,4,2,1,1,2,2,2,5,4,4,3,4,2,4,4,4,4,2,4,4,3,2,5,3,3,3,2,4,4,3,3,1,4,2,4,3
2015-03-29 10:46:33,60,999,43,345,2,1233,98,8,2,139,89,99,7,778,99,603,3,99,4011,59,4,2,4,2,4,2,4,4,3,3,4,4,4,3,3,3,3,2,2,2,4,4,3,4,2,3,2,4,4,5,5,4,5,2,4,3,4,1,4,4,4,2,4,2,4,2,4,3,0,4
2015-03-29 10:46:52,57,687,57,254,3,568,2,8,4,70,85,65,6,754,35,743,2,11,3014,25,2,5,2,5,2,4,2,5,1,5,5,5,5,2,3,4,3,2,4,2,1,5,2,5,1,5,2,5,5,4,4,5,4,4,1,5,2,3,3,4,5,4,4,3,4,2,4,4,4,5
2015-03-29 10:51:39,5,67,55,367,56,967,86,43,39,133,88,66,7,777,87,744,2,24,3556,54,4,1,4,2,5,1,5,1,4,2,4,2,4,3,4,3,4,4,3,4,4,5,4,5,1,4,1,5,5,4,2,2,4,2,3,2,4,2,3,3,4,3,3,4,3,4,4,2,4,3
2015-03-29 10:56:33,23,747,63,271,96,888,17,46,638,212,86,47,6,721,19,613,3,94,78,43,1,4,2,4,2,2,1,4,1,4,2,4,3,2,2,4,3,2,3,3,2,4,4,5,2,5,4,4,5,3,2,5,4,2,1,2,2,3,2,3,5,2,4,2,4,2,5,4,4,3
2015-03-29 11:00:19,99,999,55,350,99,555,99,25,99,90,85,99,7,700,99,700,3,99,600,55,3,1,5,5,5,1,5,1,5,1,1,4,1,4,1,1,5,4,4,4,4,5,2,2,1,3,1,4,4,4,4,2,4,1,2,2,5,1,5,4,5,1,4,1,5,1,5,5,4,5
2015-03-29 10:57:25,99,87,80,300,50,234,9,24,50,80,85,50,7,700,50,700,3,50,890,50,2,4,1,5,3,3,2,4,1,5,4,4,4,2,3,4,4,5,4,4,3,4,2,3,3,5,3,2,2,2,4,5,3,4,2,5,1,3,3,3,5,2,5,1,4,1,4,5,5,4
2015-03-29 10:59:55,75,972,56,327,77,468,44,27,88,99,83,98,6,720,31,738,2,64,3982,59,1,5,3,5,2,3,1,5,1,5,3,3,4,4,2,1,3,3,1,1,1,5,1,5,1,4,1,3,4,3,4,4,5,3,2,3,4,2,3,5,4,3,5,1,4,5,3,2,5,4
2015-03-29 10:59:19,75,246,68,295,75,138,75,25,75,65,85,75,6,700,75,700,3,75,2485,50,2,4,4,5,2,2,2,5,2,5,3,4,4,2,2,3,4,2,1,4,5,5,1,5,1,5,1,5,5,4,4,4,5,3,2,5,3,3,1,4,1,1,2,2,3,4,5,2,5,2
2015-03-29 11:00:50,82,789,89,234,65,1111,6543,0,87,123,56,78,7,789,34,798,3,4,78,39,1,4,1,3,1,3,1,5,1,5,5,1,5,1,3,4,4,4,3,4,4,5,3,4,2,3,1,1,4,1,1,5,5,5,1,4,3,2,1,4,1,1,5,1,3,1,3,3,4,3
2015-03-29 11:06:55,35,500,85,380,50,1122,45,13,25,90,30,5,4,730,73,230,3,29,3982,23,1,3,2,3,4,3,3,4,4,5,1,5,4,1,3,2,4,5,4,5,4,4,1,3,4,4,4,5,3,5,2,5,5,3,2,4,4,1,4,5,4,1,5,1,4,1,5,5,5,4
2015-03-29 11:11:20,33,1249,55,349,99,847,77,49,7,83,87,66,6,549,44,755,3,11,3479,55,4,2,5,3,4,1,5,3,4,2,1,4,2,1,1,1,1,1,1,1,4,4,1,4,2,2,2,4,4,4,4,1,5,1,5,1,5,1,4,4,0,1,5,2,5,1,5,4,4,5
2015-03-29 11:12:38,3,3,89,200,3,425,3,23,3,89,89,3,6,689,3,689,3,3,89,45,3,2,2,2,4,2,3,2,4,2,5,3,5,2,2,3,4,4,3,4,4,3,4,3,2,3,2,2,4,4,4,4,5,3,3,3,4,2,4,5,5,2,5,3,4,2,5,2,4,4
2015-03-29 11:20:58,3,3,33,300,3,125,3,9,3,99,85,3,7,666,3,666,3,3,300,33,4,1,4,3,4,2,3,3,4,2,1,3,4,2,4,4,3,3,2,1,1,5,1,5,1,4,2,4,5,5,4,4,4,3,4,3,5,1,4,4,3,1,4,3,4,2,4,1,3,4
2015-03-29 11:27:54,67,789,53,420,3,145,18,17,50,65,89,40,6,420,15,670,3,89,714,36,4,2,2,4,2,1,2,2,4,5,4,2,4,1,4,4,4,5,4,5,2,4,4,2,2,4,2,2,4,4,4,2,4,4,1,2,4,5,4,2,5,2,5,1,5,1,5,5,5,5
2015-03-29 11:32:28,21,500,45,250,50,123,50,30,50,100,85,50,7,700,50,700,2,50,2500,50,5,3,4,3,4,4,5,4,4,3,5,4,3,2,2,2,4,2,2,2,3,4,5,3,5,2,1,4,4,3,3,2,3,4,1,3,3,4,1,4,5,3,3,3,4,3,4,4,2,4
2015-03-29 11:33:56,50,800,65,328,16,1233,80,30,45,61,85,94,6,700,82,750,3,20,777,40,3,2,4,2,4,2,4,3,3,2,5,2,5,3,3,4,4,4,4,3,3,4,2,3,2,4,2,3,3,3,4,3,3,4,3,4,3,3,4,3,3,3,4,3,3,3,3,2,5,3
2015-03-29 11:36:51,9,999,99,333,99,500,99,21,99,99,81,99,5,651,99,651,3,99,342,33,1,5,2,5,2,5,1,5,1,5,5,1,5,1,5,4,5,5,5,5,0,5,2,4,1,5,1,4,5,5,2,4,4,4,1,4,4,4,1,1,4,2,4,1,2,3,4,2,5,2
2015-03-29 11:35:54,15,876,45,345,76,567,43,32,78,78,87,2,2,765,34,678,1,34,657,45,4,2,5,2,4,2,4,2,4,4,1,5,4,5,4,1,1,1,1,1,2,4,2,4,4,4,2,4,4,4,5,1,5,2,1,1,5,1,4,4,4,1,2,2,4,4,5,2,1,2
2015-03-29 11:42:23,75,958,63,478,65,598,52,16,37,73,84,6,7,587,13,731,3,35,154,45,1,4,3,4,4,2,2,4,3,3,1,4,4,1,4,4,4,3,4,4,1,4,1,5,1,5,2,4,5,2,3,4,5,3,4,3,3,3,4,3,5,1,5,1,4,1,5,4,3,4
2015-03-29 11:58:34,50,500,55,300,50,623,50,32,50,100,85,50,6,700,50,700,3,50,2000,45,1,5,1,4,2,3,1,5,1,4,2,2,4,2,2,3,2,2,3,3,1,3,1,5,2,4,2,3,4,4,3,2,4,1,4,2,4,1,4,4,5,1,4,2,4,2,4,4,5,3
2015-03-29 12:01:02,22,222,69,444,8,321,2,14,4,69,88,33,7,777,45,601,2,99,2015,33,2,5,2,5,3,2,2,4,2,4,4,3,4,1,4,5,3,2,4,5,2,5,1,4,2,4,1,5,4,2,4,4,5,4,1,4,4,4,2,4,4,1,4,1,4,1,4,4,5,4
2015-03-29 12:11:53,1,2,45,102,6,124,6,8,6,70,89,6,6,700,6,601,2,6,4011,40,1,5,3,5,1,3,1,5,1,5,1,3,3,5,3,3,5,3,3,3,1,3,3,5,1,5,1,5,5,5,1,5,5,5,3,5,1,3,1,3,5,1,5,1,5,1,5,5,5,5
2015-03-29 12:23:02,7,100,50,300,7,176,7,10,7,100,85,7,6,700,7,700,3,7,86,58,1,5,1,5,2,4,1,5,1,5,5,2,4,2,4,4,4,4,4,4,1,4,1,4,2,5,2,4,4,4,1,4,2,4,1,5,2,3,4,2,2,4,5,2,2,1,2,2,4,4
2015-03-29 12:39:03,2,2,66,102,2,124,2,8,2,61,81,2,6,601,2,601,2,2,78,31,5,3,5,2,5,1,5,3,5,1,1,4,4,5,2,1,1,1,3,1,1,5,1,5,1,4,1,4,5,5,3,4,5,2,5,1,4,3,3,5,4,1,4,1,5,1,0,4,5,5
2015-03-29 13:18:05,37,863,49,362,96,128,74,46,89,132,84,76,7,693,24,798,3,78,3872,47,5,2,4,1,5,1,5,1,1,4,3,4,4,3,4,3,4,3,4,4,5,4,2,4,1,5,1,4,3,4,4,1,4,2,5,1,5,1,5,4,4,1,2,2,4,4,5,5,3,3
2015-03-29 13:01:30,67,999,77,250,75,1001,33,47,27,90,83,65,7,798,2,601,3,17,3562,56,2,3,3,4,3,2,2,4,3,4,2,4,2,3,2,2,2,2,2,2,3,3,3,2,3,3,3,3,2,3,3,4,3,3,2,4,3,3,4,3,2,4,2,4,3,2,3,2,3,4
2015-03-29 12:49:00,50,500,77,300,50,678,50,29,50,100,85,50,7,700,50,700,3,50,2032,45,1,5,1,3,1,4,1,5,1,5,1,3,5,5,1,1,1,1,1,1,5,1,3,1,5,1,5,1,1,2,5,1,5,1,5,5,5,3,5,5,5,5,5,5,5,1,5,5,5,5
2015-03-29 13:09:13,50,500,75,250,50,1050,50,45,50,75,85,50,7,700,50,700,3,50,1050,50,2,5,4,5,4,5,4,5,2,5,2,3,2,2,2,3,3,2,3,2,3,5,2,4,3,3,4,4,3,4,5,1,5,1,5,5,5,2,5,4,4,2,3,4,3,3,4,3,2,4
2015-03-29 13:12:44,64,278,78,201,72,800,52,41,66,120,88,72,6,700,65,729,3,67,200,42,1,4,2,4,1,4,2,5,2,5,5,1,5,2,4,4,2,2,4,4,1,3,3,4,2,4,2,2,4,3,2,2,4,4,1,2,3,3,3,2,4,2,4,2,3,2,0,4,5,3
2015-03-29 13:18:20,7,125,50,200,62,700,15,42,32,75,85,50,7,700,52,750,2,80,3200,50,4,1,4,2,4,1,4,4,3,4,4,4,4,4,2,4,4,4,4,2,1,5,1,4,0,4,1,4,4,4,4,4,5,2,3,4,4,2,4,4,4,3,5,2,4,2,4,4,4,5
2015-03-29 13:21:14,33,654,89,456,73,159,68,45,45,75,84,25,6,758,75,654,3,52,420,54,2,5,3,4,2,4,1,4,2,4,2,4,3,4,4,1,1,1,1,1,4,2,4,2,4,2,3,3,2,1,3,5,3,4,1,5,2,3,1,3,5,1,3,1,5,4,5,4,4,5
2015-03-29 13:27:31,11,989,48,222,56,125,88,45,69,132,89,99,7,700,85,659,3,98,79,65,5,1,2,4,4,5,4,1,4,5,5,3,4,4,4,4,4,4,4,3,5,5,1,4,4,5,1,4,4,5,4,4,5,4,4,1,5,1,2,5,4,2,5,4,5,1,4,5,5,5
2015-03-29 13:30:05,50,500,69,250,50,616,50,28,50,100,85,50,7,700,50,700,2,50,777,45,4,1,1,1,5,1,5,1,5,1,2,3,3,3,2,2,5,5,3,2,1,1,1,5,1,4,3,4,5,4,3,4,5,4,3,4,2,3,5,2,3,3,3,3,3,3,3,4,5,3
2015-03-29 13:34:01,50,500,66,350,50,700,50,35,50,95,85,50,6,700,50,700,3,50,2000,45,1,5,4,3,4,4,1,1,4,4,4,5,4,5,2,1,4,4,2,1,2,2,1,5,2,5,4,2,5,5,5,1,4,1,5,1,1,1,5,4,3,4,4,4,1,1,3,1,4,2
2015-03-29 13:35:02,7,334,72,297,54,612,58,36,74,100,85,89,6,700,24,629,2,28,1125,32,2,3,3,4,1,3,2,5,2,5,3,5,3,2,5,4,3,4,2,4,1,5,1,5,1,5,2,4,5,4,1,5,2,5,1,5,2,3,1,3,4,1,5,1,4,2,5,4,5,4
2015-03-29 13:32:31,8,8,88,455,8,200,8,8,8,80,88,8,7,788,8,788,3,8,88,33,2,2,3,4,3,2,3,4,3,3,5,3,5,2,4,0,5,4,3,3,4,4,2,4,2,4,2,4,4,3,4,4,3,3,2,4,5,3,3,3,4,2,5,2,4,1,4,3,5,5
2015-03-29 13:35:38,83,9952,55,203,52,186,42,8,67,94,81,63,7,667,54,651,3,81,2203,43,3,3,1,3,2,3,1,1,5,5,4,3,4,4,5,5,5,5,5,4,3,5,2,4,3,2,1,3,2,2,2,5,1,5,1,4,2,2,1,2,2,5,5,5,4,2,2,3,5,5
2015-03-29 13:38:10,23,570,44,320,9,125,6,12,99,80,82,8,7,700,20,650,3,27,3987,55,2,2,3,3,4,2,2,4,2,4,4,2,5,2,2,2,4,4,2,4,2,5,1,4,2,4,3,3,4,4,2,4,1,4,1,5,3,4,2,3,3,2,2,2,3,4,5,3,5,2
2015-03-29 13:51:58,18,542,80,250,50,1000,90,26,29,121,85,91,7,700,65,689,3,77,2512,44,3,2,3,2,3,1,3,2,3,4,2,4,4,1,1,3,2,2,1,1,4,5,1,3,2,5,2,3,3,5,4,3,4,2,3,1,4,2,2,3,3,2,4,1,5,2,4,3,5,5
2015-03-29 13:45:46,65,845,87,457,38,837,83,45,45,103,88,87,7,758,57,782,3,32,4000,45,3,3,4,3,4,2,4,2,4,2,3,3,4,2,2,4,4,4,4,3,1,4,2,4,2,4,1,4,4,4,3,4,4,3,2,4,2,1,2,4,3,2,4,2,4,3,4,4,4,4
2015-03-29 13:48:48,16,500,67,499,50,456,27,43,87,87,87,56,7,789,89,700,4,76,3546,50,3,3,4,2,3,2,4,2,4,3,3,3,4,2,2,2,2,2,2,2,3,3,3,3,2,3,2,2,3,3,4,3,5,2,3,3,3,2,3,4,5,1,5,2,4,2,5,4,4,4
2015-03-29 13:59:03,51,500,54,400,61,543,56,41,64,100,85,53,7,700,74,700,3,72,3016,35,3,2,2,4,5,1,2,2,5,4,3,4,4,2,4,4,4,5,2,2,1,5,1,5,1,5,1,4,5,5,5,4,4,3,4,2,4,1,4,5,5,1,5,1,5,1,5,2,4,5
2015-03-29 13:58:09,57,901,63,236,88,1100,24,45,76,120,82,41,6,606,22,730,3,84,3031,50,4,2,3,2,4,1,3,4,4,2,3,4,3,2,1,2,1,1,1,2,1,5,1,5,2,5,2,4,3,5,4,1,4,1,2,2,3,2,2,3,4,2,4,1,4,2,4,1,5,3
2015-03-29 14:05:47,60,700,73,280,20,870,43,34,5,89,86,98,6,640,86,645,3,2,2900,45,2,3,4,2,3,3,3,2,3,2,1,4,3,3,1,1,2,1,2,2,4,4,1,4,3,4,3,2,4,4,4,4,3,3,2,3,2,3,2,4,4,2,3,2,4,2,5,3,2,4
2015-03-29 14:03:47,86,666,56,487,99,567,76,41,77,105,89,66,7,789,9,687,2,68,4011,57,1,4,2,4,2,4,2,4,2,4,4,3,4,2,4,4,4,4,4,4,3,2,3,2,4,2,4,3,2,3,4,3,3,3,4,4,3,3,2,3,4,3,4,3,4,2,4,3,3,4
2015-03-29 14:02:46,17,19,55,250,19,156,79,16,88,122,87,54,6,784,52,735,4,5,2023,45,1,5,1,5,1,3,1,5,1,5,4,2,5,1,3,4,5,5,4,5,1,5,1,5,1,3,1,5,5,3,4,3,5,2,4,2,5,1,2,4,5,1,5,1,4,1,5,5,5,5
2015-03-29 14:10:56,50,500,55,250,50,879,50,37,50,96,85,50,6,700,50,700,2,50,2087,45,4,3,5,5,5,3,3,3,3,5,4,3,4,4,4,4,3,3,4,3,5,5,2,4,2,5,3,3,4,4,4,3,4,4,3,4,4,2,3,3,2,3,5,2,4,1,3,3,3,4
2015-03-29 14:22:07,12,136,65,250,12,2,12,13,12,120,88,12,7,700,12,650,0,0,2020,41,5,1,5,1,5,1,3,1,5,5,3,5,5,1,5,2,1,4,5,1,2,5,2,5,1,5,3,4,5,5,2,1,5,1,3,5,3,3,1,2,2,3,3,1,5,1,2,1,4,5
2015-03-29 14:22:05,49,555,77,250,49,246,50,9,2,87,81,11,7,700,93,700,3,43,600,40,4,1,4,2,4,1,3,4,2,4,5,2,5,2,5,5,4,4,4,4,1,5,2,5,1,5,1,5,5,4,4,3,5,3,5,3,4,1,4,4,5,1,5,1,5,1,5,5,5,5
2015-03-29 14:28:56,50,500,55,200,50,555,50,22,50,40,5,50,2,150,50,200,2,50,666,15,5,1,4,1,5,1,5,5,5,4,5,2,5,2,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,5,1,4,5,3,3,5,5,4,3,4,4,5,4,5,4,3,5,4,5,5
2015-03-29 14:31:44,55,2,69,300,64,568,24,43,78,123,87,4,6,700,67,790,3,24,3450,45,3,2,3,4,3,3,1,2,3,4,2,4,3,4,2,3,4,4,4,2,2,4,2,2,3,2,2,3,2,3,4,4,3,2,2,4,3,2,5,3,5,4,4,2,3,2,4,4,2,3
2015-03-29 14:49:24,15,115,66,200,6,166,17,13,88,99,88,22,6,777,66,666,2,22,1112,33,4,4,4,4,4,4,3,3,5,4,3,3,4,3,3,3,4,4,3,3,1,3,1,4,3,5,2,4,4,5,4,2,5,1,5,1,3,2,5,4,3,2,4,2,5,2,5,3,4,4
2015-03-29 14:40:25,56,543,67,156,22,134,11,45,99,80,88,54,6,700,52,789,3,10,88,33,3,1,5,5,5,1,5,4,3,1,1,5,2,3,1,1,4,4,1,3,1,5,1,5,2,5,1,4,5,5,5,4,5,2,4,2,3,4,3,3,4,1,5,1,4,1,5,5,4,5
2015-03-29 15:18:48,56,765,88,455,87,988,76,25,55,98,85,65,7,701,65,709,3,78,3244,54,2,3,3,3,3,1,1,5,2,4,4,3,4,2,2,2,3,3,3,4,2,3,2,3,2,3,3,4,3,3,4,2,4,2,4,2,4,2,3,4,4,1,5,1,4,1,4,3,4,4
2015-03-29 15:03:16,50,500,55,250,50,1000,50,48,50,70,85,50,6,700,50,700,3,50,4000,40,3,3,3,3,3,3,3,3,3,5,4,3,4,1,3,5,5,5,5,3,1,4,1,4,3,5,3,4,4,5,3,4,3,3,2,5,3,3,1,4,3,2,5,3,5,1,5,3,5,5
2015-03-29 15:11:20,79,365,75,290,75,1100,69,42,75,120,85,75,6,0,0,666,3,75,84,44,4,1,5,1,5,5,5,1,4,5,3,3,4,4,3,2,1,1,3,1,1,5,1,5,0,3,1,4,5,4,4,3,3,1,1,1,4,1,5,3,3,4,2,4,3,2,4,1,3,3
