Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	Q20A	Q20I	Q20E	Q21A	Q21I	Q21E	Q22A	Q22I	Q22E	Q23A	Q23I	Q23E	Q24A	Q24I	Q24E	Q25A	Q25I	Q25E	Q26A	Q26I	Q26E	Q27A	Q27I	Q27E	Q28A	Q28I	Q28E	Q29A	Q29I	Q29E	Q30A	Q30I	Q30E	Q31A	Q31I	Q31E	Q32A	Q32I	Q32E	Q33A	Q33I	Q33E	Q34A	Q34I	Q34E	Q35A	Q35I	Q35E	Q36A	Q36I	Q36E	Q37A	Q37I	Q37E	Q38A	Q38I	Q38E	Q39A	Q39I	Q39E	Q40A	Q40I	Q40E	Q41A	Q41I	Q41E	Q42A	Q42I	Q42E	Q43A	Q43I	Q43E	Q44A	Q44I	Q44E	Q45A	Q45I	Q45E	Q46A	Q46I	Q46E	Q47A	Q47I	Q47E	Q48A	Q48I	Q48E	Q49A	Q49I	Q49E	Q50A	Q50I	Q50E	Q51A	Q51I	Q51E	Q52A	Q52I	Q52E	Q53A	Q53I	Q53E	Q54A	Q54I	Q54E	Q55A	Q55I	Q55E	Q56A	Q56I	Q56E	T1A	T1I	T1E	T2A	T2I	T2E	T3A	T3I	T3E	T4A	T4I	T4E	T5A	T5I	T5E	T6A	T6I	T6E	country	introelapse	testelapse	surveyelapse	uniquenetworklocation	screensize	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	hand	religion	orientation	race	voted	married	familysize	major	drug1	drug2	drug3	drug4	drug5	drug6	drug7	drug8	drug9
2	7	10674	3	53	3694	3	32	5877	3	52	3317	3	18	4833	3	40	2259	3	38	11547	2	13	4600	3	45	2297	3	26	5544	3	56	5479	3	9	2910	2	37	2475	3	44	3911	3	4	3637	2	25	4160	3	20	4810	2	19	3089	3	23	2301	3	42	3877	2	35	7603	4	22	4377	2	55	6402	4	10	4286	2	28	3258	3	3	6951	3	27	3873	3	29	7226	3	11	5468	1	48	3118	2	39	6303	3	43	2800	3	14	5545	2	41	3344	3	31	12556	2	46	2355	2	12	4644	2	49	6219	2	2	6918	2	5	2533	3	24	4959	2	54	5759	3	47	2600	4	51	2911	3	36	5144	4	16	1626	2	30	2592	4	17	3109	3	33	5003	3	15	1791	4	6	2182	4	1	4711	4	34	1759	3	21	3184	3	8	5768	4	50	2392	1	61	8687	1	57	5794	2	59	5277	1	58	3217	2	62	3293	2	60	2435	US	13	281	195	1	1	2	2	4	6	6	6	7	1	5	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	20	1	7	1	6	2	1	2	natural resources	1	0	0	0	0	0	2	0	0
2	33	7488	3	39	2832	2	48	4934	3	46	2352	2	22	10744	3	13	2312	3	45	2856	2	27	7959	3	4	4737	3	16	2768	2	19	4032	3	36	2416	2	7	5608	4	47	6890	4	38	3551	2	26	7336	2	12	3608	3	9	2806	2	34	4680	2	29	6744	1	54	2536	4	2	5160	3	35	4208	1	44	3673	1	49	2697	2	43	17616	2	10	5305	4	6	4760	2	25	11392	2	50	8296	4	56	4880	3	52	2399	4	18	2927	3	8	5650	3	53	1984	4	5	6112	3	1	15645	3	42	4303	3	3	10079	2	28	5017	3	30	2681	2	31	7680	3	40	2848	4	32	5736	3	17	7360	3	15	2568	3	20	9073	3	55	4648	3	24	4057	4	51	2825	3	37	3713	3	11	4880	3	21	1792	4	14	4800	3	23	3848	4	41	1776	2	58	5456	2	62	9576	2	59	5920	2	61	57241	2	60	4040	2	57	25360	US	9	399	215	1	2	5	2	7	4	7	5	7	1	7	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	1	2	1	46	1	3	1	1	2	1	4	fine arts	2	0	0	0	0	2	3	3	0
3	6	5749	4	34	10208	2	8	5010	3	23	3985	2	56	2302	3	24	2237	3	25	2103	3	54	3903	3	12	4503	3	44	6855	4	10	5270	2	11	5477	3	27	4262	4	19	3720	4	14	2611	3	38	4838	3	26	4660	4	21	3670	3	4	3632	4	50	6925	2	45	3294	3	51	2610	3	48	32984	3	13	3617	3	49	3479	3	15	11070	3	42	3137	3	55	3160	3	30	7674	3	40	9351	2	43	10205	3	32	2306	3	9	4031	3	47	5485	2	17	5127	4	7	1975	3	28	2484	3	3	10969	4	5	4084	2	31	7249	4	35	1820	2	53	6069	4	16	5384	3	52	15885	3	2	5814	2	39	2884	3	1	4793	2	37	21578	3	46	4125	3	36	3305	3	41	3231	4	18	4260	3	33	2654	3	22	8182	4	29	4347	4	20	1525	1	59	3888	1	61	2100	2	57	6589	1	60	6132	1	58	8481	2	62	11239	US	4	361	195	1	2	6	6	6	5	6	1	6	1	4	3	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	3	3	2	1	27	1	6	1	1	1	1	2	Biomedical Engineering	2	1	0	2	1	0	1	2	0
4	50	2392	4	12	3163	4	11	3064	4	24	1766	2	46	2386	4	16	1433	4	51	1659	4	56	2840	2	28	2451	4	45	2075	4	49	6725	4	26	2079	1	17	2011	4	36	3419	2	8	14325	4	1	9225	1	14	3465	3	47	2286	1	43	2945	3	25	4847	1	29	6185	3	42	3721	1	4	3033	4	6	9953	1	32	2488	1	39	3247	1	53	4024	4	52	4107	4	48	4272	4	54	3454	1	27	3193	4	23	4466	4	15	3933	3	44	8725	4	21	2253	4	2	3794	4	55	2854	3	20	5082	4	18	5381	4	30	2698	3	38	3159	3	19	19857	4	33	3165	4	31	5740	1	22	3094	4	7	2465	3	5	3178	4	37	3432	4	35	3542	4	34	1971	4	13	3097	4	3	2368	4	10	2093	3	9	5995	4	41	7248	4	40	1978	1	62	5113	1	60	7921	2	61	3162	2	57	5918	2	59	4468	1	58	2625	IT	7	264	173	1	1	5	6	3	7	6	3	7	2	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	2	2	2	2	19	3	1	2	6	1	1	1		2	0	0	0	0	0	3	0	0
3	35	5184	4	11	2337	4	14	2984	4	45	1531	3	16	3564	3	21	3257	4	54	2434	4	32	2182	4	47	1413	4	8	2718	3	27	3464	4	17	4294	4	5	2614	3	39	7513	4	41	4428	2	2	17911	4	49	3509	3	22	2718	2	25	2778	4	1	5653	3	4	9739	4	10	2744	2	48	3160	4	33	2899	1	19	3706	2	53	16069	2	30	4248	3	7	7336	2	23	5735	4	3	3512	3	51	4801	4	43	1982	4	38	2413	3	12	8518	4	20	2547	4	34	1885	4	44	2409	4	46	3693	2	37	4497	4	13	3712	4	28	2101	3	26	4585	4	31	3852	4	36	3028	3	55	12020	2	40	5679	2	42	3557	4	24	3547	4	15	3006	4	52	2112	2	50	3113	4	29	2343	4	18	2138	3	56	3399	4	9	5895	4	6	2490	1	60	3259	1	59	3853	2	61	4099	2	62	2969	2	57	10259	2	58	10599	EG	5778	277	201	1	2	7	5	7	4	7	1	7	1	2	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	3	2	1	56	1	2	1	6	1	2	2	Political Science	3	4	2	4	1	1	2	0	0
3	46	13345	1	10	3089	4	20	6467	4	3	3692	2	41	3694	3	16	5074	3	27	5541	2	51	5489	2	56	3439	3	6	3714	2	18	6728	4	50	2719	2	48	5479	1	32	7982	3	12	28827	3	49	7294	2	35	4407	3	2	3688	3	4	5867	3	11	5117	2	39	5060	3	33	2741	3	30	3584	4	29	5060	3	28	4015	2	37	8294	2	21	5631	2	38	4904	3	52	2915	4	54	3568	4	14	3716	4	34	2799	4	42	3870	4	25	4790	4	15	2388	3	5	6623	3	7	4653	4	13	5872	3	55	6320	2	1	7278	4	8	4729	4	24	6946	1	47	6128	1	44	6260	1	23	4418	1	36	4519	2	22	11460	1	53	4674	2	43	7249	1	45	2133	3	40	4440	1	19	14332	2	26	2524	1	9	5989	2	17	8622	1	31	3259	1	60	5308	1	58	6853	1	59	18997	1	57	9974	1	62	4876	1	61	3352	US	4	373	168	1	2	1	6	7	5	6	5	2	1	5	2	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	2	1	1	29	1	1	1	6	2	1	2	Economics and Business	0	0	0	0	0	0	2	0	0
2	10	5636	2	22	4502	3	20	7101	4	35	2933	3	41	5633	2	33	2938	4	16	4481	3	19	2681	3	6	3500	4	25	8585	3	3	11016	3	26	2883	3	45	3186	4	1	8806	3	52	10037	3	51	7247	2	27	4316	3	55	3215	3	23	4715	3	38	4047	2	46	4135	4	34	3382	3	4	3746	2	24	7682	2	54	23767	3	21	3766	1	9	6448	3	56	2984	2	50	3784	3	32	3911	2	13	6834	3	49	3301	3	29	6967	3	5	11487	3	15	2733	4	14	4466	4	40	4666	2	8	5135	1	37	8085	4	31	4601	4	43	2700	2	42	8052	3	30	6865	4	47	4064	2	44	3862	3	28	2736	2	11	3461	2	18	5918	3	17	7434	4	39	3101	3	48	5236	2	7	4764	3	2	4448	2	53	13167	3	12	5972	4	36	2532	1	61	2728	1	58	4632	1	62	17802	1	57	8420	1	59	13564	1	60	12371	NONE	10	374	223	1	1	7	0	7	6	6	3	7	1	6	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	2	1	25	2	4	1	6	2	1	3	Biology	1	1	0	0	0	0	1	2	0
3	44	3682	3	35	2827	3	42	3899	3	14	3324	3	32	2259	3	33	2208	3	6	2858	3	5	3065	4	1	16856	3	51	2976	4	27	3131	3	47	6569	3	4	4094	3	29	3112	2	25	14559	2	45	5623	3	38	6539	2	17	3496	3	18	3794	3	28	3678	3	36	3654	3	8	5024	3	10	5202	3	54	2646	3	39	2745	3	20	6862	3	50	3421	3	55	3241	1	21	2958	1	37	3381	2	34	8014	2	41	4304	2	12	6401	3	53	11043	2	3	20347	3	31	4327	2	49	6388	3	56	4625	2	26	5836	3	7	3740	3	22	4521	2	43	11319	3	2	5927	3	46	4443	3	11	9429	2	23	3106	3	30	3998	3	16	4391	3	9	9202	4	24	2651	3	19	13176	3	48	4028	3	13	2633	3	52	6697	3	15	4791	4	40	2330	1	57	5723	1	58	7318	2	62	8348	2	61	7849	2	60	6509	1	59	9012	US	10	350	244	1	1	7	6	6	6	7	5	7	2	6	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	54	1	7	1	6	1	2	3		3	2	2	0	0	0	2	0	4
3	15	4836	3	25	2148	3	31	3361	4	18	1838	3	7	2453	3	29	5550	4	39	2872	3	47	2248	4	28	2908	4	32	5545	3	11	4187	4	17	4204	3	54	3035	4	26	5727	4	20	7072	3	48	4157	2	35	6550	3	3	7716	3	27	3560	3	55	4666	2	12	4381	3	16	4306	3	9	9810	3	1	5375	3	40	4322	3	36	7328	3	21	4131	3	52	4798	2	30	4392	4	19	1305	3	42	3918	3	8	4778	3	22	5784	3	46	4519	3	38	1912	2	56	2464	3	44	4579	3	10	10675	3	50	4906	4	13	5394	4	23	3016	2	14	6660	4	24	4698	3	49	3871	3	41	4903	3	53	2300	3	6	3228	4	45	5961	3	43	5474	3	37	2792	4	5	3059	4	34	2089	4	51	2991	4	4	5375	4	33	6053	3	2	5462	1	59	5175	1	58	6801	1	61	20065	1	62	7462	2	60	6013	2	57	5166	US	9	303	190	1	2	7	2	6	5	6	3	7	5	3	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	4	2	2	1	64	1	12	3	6	1	1	5	education	1	0	0	0	0	0	1	0	0
2	14	2980	1	43	4788	4	10	4774	4	2	2699	2	8	9407	4	46	3977	2	15	2324	2	45	2684	2	13	3042	3	26	9750	3	33	3868	3	3	5709	3	24	3635	2	25	7098	2	32	6817	2	29	3946	2	6	4244	2	22	6131	3	54	11715	3	19	6817	2	42	4197	3	11	3743	3	39	2885	3	49	3027	3	40	4290	3	31	4665	2	51	4086	4	18	6333	3	20	2152	2	36	4526	3	47	4508	4	34	2933	4	1	5819	3	16	5600	4	23	4258	2	52	7331	2	35	6988	2	53	6505	3	27	2416	3	17	3697	3	55	2574	3	38	4353	2	9	3416	2	37	12212	2	56	4821	3	44	7879	3	30	4321	2	28	4900	1	41	5881	3	7	11324	3	4	3994	3	12	14445	3	48	2089	2	21	4727	3	5	6490	3	50	2559	2	59	4274	1	58	4773	2	61	10217	2	57	12002	2	60	3183	2	62	2277	US	15	329	243	1	2	4	1	7	5	6	4	5	1	5	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	4	2	2	1	71	2	7	1	6	1	2	6	statistics	0	0	0	0	0	0	1	1	0
2	19	5373	3	55	2143	3	13	8421	4	14	2066	1	40	4206	2	31	2640	3	44	2755	4	1	7543	2	46	4469	1	10	6955	1	7	10268	2	15	10927	2	33	2106	4	16	4597	3	4	11562	3	30	12389	1	3	8823	2	38	2913	2	28	3595	2	52	4762	2	47	4410	3	50	4627	1	9	5450	2	27	10125	3	23	10541	4	37	12528	3	32	9187	2	54	4228	2	17	5991	1	24	3697	3	12	52698	3	20	4401	4	18	5405	1	2	6170	3	42	9656	2	45	5967	2	11	13685	2	25	10739	2	36	38133	2	35	205129	3	56	2658	3	21	11259	3	8	5413	1	26	73469	3	49	7166	3	6	3630	3	51	3582	2	41	3198	3	53	180117	4	34	2509	3	5	13418	2	48	5915	3	22	4337	2	39	9504	4	29	4242	2	43	5503	1	62	3965	2	61	8604	2	60	8675	1	58	3885	1	59	5565	2	57	6634	US	109	916	218	1	2	1	5	3	7	6	4	4	5	1	2	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	3	3	2	1	30	1	1	1	1	2	1	0	English	1	0	0	0	0	0	1	0	0
4	20	3880	3	24	3104	2	55	5453	3	51	3735	3	39	4008	3	36	1160	3	6	8738	2	34	2215	2	41	2919	3	48	4199	2	12	4952	3	31	1368	3	30	1584	4	56	4992	2	33	5137	3	4	10823	2	50	7560	1	1	3228	3	53	4639	2	46	2935	2	3	9991	2	10	4664	3	47	3968	1	13	3736	2	5	3648	2	38	7430	2	25	7008	2	27	4464	3	29	3512	3	43	2296	3	2	14703	2	28	3376	4	52	2112	3	26	5703	3	37	1503	3	19	2928	3	44	3360	3	35	6568	2	18	5359	2	32	3415	3	22	3015	2	42	4984	3	7	3456	4	11	4295	3	16	10336	3	40	1472	3	21	4799	3	15	5055	4	49	3848	3	8	1856	4	23	2800	3	17	2104	3	45	1343	2	14	5160	4	54	5591	3	9	1256	2	59	23630	1	57	4767	2	60	3487	2	58	4328	2	62	4528	2	61	12815	US	5	301	186	1	2	3	2	6	3	6	4	6	3	5	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	2	3	1	1	43	1	12	1	5	1	3	3	architecture	3	0	0	0	0	0	0	0	0
2	53	10370	2	42	4018	3	44	3916	3	35	6916	2	43	4317	2	19	3434	3	36	2955	2	50	3492	2	11	68661	3	28	5867	2	25	3766	2	26	11764	2	47	2915	4	21	3997	4	46	6487	2	31	6649	3	55	90956	3	12	2767	3	33	61424	3	24	5937	2	4	9266	1	34	6517	4	8	5586	3	20	15787	3	17	76252	3	38	23483	2	37	7169	4	9	6865	2	32	19086	2	16	3134	2	49	22251	3	30	13267	3	52	6115	3	1	8482	3	27	4271	3	3	4099	1	13	6836	2	51	13108	3	6	8900	2	45	3996	3	22	3335	4	10	5867	3	48	3435	4	15	18919	2	54	38990	3	5	3485	3	39	2850	4	41	3665	3	7	10983	3	29	3433	3	18	14175	2	23	3097	3	40	2752	3	14	3962	3	2	6512	3	56	2858	2	58	3304	2	57	5929	1	59	5573	1	61	2861	1	60	11304	1	62	2667	US	6	736	199	1	1	5	1	5	3	5	2	5	5	7	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	4	2	2	1	26	2	7	1	6	1	1	2	Social work	0	0	0	0	0	0	2	1	0
3	28	7343	3	43	2790	2	45	10615	4	24	3367	3	40	2547	3	29	2696	4	31	4950	3	26	4000	3	55	2559	3	39	23198	3	41	3616	4	8	3815	3	44	11128	4	11	17003	3	12	11519	3	53	18912	3	46	12104	2	35	10432	3	14	4952	4	4	3999	3	49	11539	3	51	3729	3	17	7584	4	1	8079	3	37	5808	3	20	15167	2	15	8368	3	34	10597	2	32	19783	2	25	14252	3	52	5080	3	7	5040	4	6	4472	3	22	5688	3	42	3456	3	56	2768	2	19	6668	3	13	8991	2	21	11784	3	16	9968	3	27	4312	3	23	18743	3	54	5599	3	30	6800	3	9	7720	3	36	6447	3	18	4839	3	3	6551	3	2	9713	3	10	8777	3	50	8672	3	38	11559	3	33	3440	2	47	6272	3	48	7312	3	5	6264	1	60	5918	1	59	13392	2	58	9822	1	62	8872	2	61	13576	2	57	25117	US	15	530	1435	1	2	7	1	7	2	7	2	7	1	7	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	2	2	1	58	1	7	1	6	1	3	2	business	0	0	0	0	0	0	0	0	0
3	14	21056	3	39	13120	3	22	6272	4	30	4296	4	32	3832	4	6	2247	4	36	2462	3	28	2943	3	33	2623	4	55	6584	2	43	5342	3	13	3855	3	51	2544	3	29	3840	2	16	5856	2	35	9560	2	49	20063	3	25	3110	1	10	3794	2	3	9135	1	5	3736	3	23	13631	3	47	4527	4	17	17135	1	54	4520	3	4	9351	2	15	6648	2	24	5617	1	9	2719	3	27	3288	2	40	6503	2	53	5639	3	2	8189	2	48	6864	3	31	3874	3	19	4889	3	46	9783	2	8	10136	2	18	5976	2	44	10159	3	52	3056	2	41	16833	4	26	11400	3	12	5767	4	34	11583	3	37	3232	3	21	4140	2	50	4584	3	1	14941	3	11	59244	3	42	3600	3	7	4271	4	56	1927	3	38	4303	4	20	5394	3	45	3049	1	60	4576	2	59	7383	2	57	8272	2	58	6535	2	61	5559	1	62	24063	NONE	97	491	406	1	2	6	7	4	2	7	1	6	5	4	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	2	1	1	2	21	1	7	1	6	1	1	2	history of arts	0	0	0	0	0	0	3	0	0
2	40	29469	4	13	5719	3	30	5210	4	26	1959	2	27	4167	3	11	4113	3	25	5627	3	42	2269	2	12	4176	3	15	4560	3	16	4153	4	46	2267	3	52	2746	3	7	9264	3	18	2692	4	41	7875	3	47	4634	2	55	3181	3	56	2273	3	9	5616	4	28	5160	2	51	3290	2	17	9446	3	53	2724	2	10	5362	2	1	45531	4	45	2466	1	3	6890	4	54	2185	2	8	9670	4	2	7837	4	19	2526	4	38	4511	3	14	3581	4	24	2025	2	48	2218	3	49	5221	1	5	9183	4	34	3735	1	35	5423	2	44	3715	3	6	16432	2	32	3008	3	29	7524	2	20	7131	4	43	2237	3	36	3072	2	39	3969	2	50	6592	3	23	2768	4	22	3260	3	31	3944	4	33	1709	3	37	5022	3	4	10393	3	21	2861	1	61	4832	2	62	5274	2	60	4543	2	59	13787	2	58	8012	1	57	5652	US	6	378	217	1	1	2	5	2	7	6	7	5	5	4	3	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	1	1	27	1	7	1	6	1	2	2	Electrical engineering	2	0	0	0	0	4	0	0	0
3	38	4230	3	22	2231	3	44	2716	2	5	5592	2	10	8044	3	51	1534	3	55	2789	2	32	2798	3	14	2692	3	16	3090	4	46	3631	3	43	2337	3	13	2522	4	54	3188	2	56	3624	2	11	3454	2	45	3226	2	28	4077	3	30	3327	2	35	3771	1	52	2709	3	18	2906	3	9	2664	3	2	4092	2	27	4217	2	19	3358	1	7	4022	3	39	5340	2	42	2136	4	47	2193	3	21	4271	3	3	3842	4	25	3216	3	37	4313	2	41	2303	3	50	1811	4	23	2804	2	29	5405	3	1	6459	2	48	2993	3	20	7143	2	36	4155	4	53	2617	4	12	3691	2	49	6372	3	8	3045	3	4	3724	3	31	4057	2	6	3935	4	40	2226	3	15	3759	4	34	2453	3	17	1702	3	24	5539	3	26	4841	4	33	1537	1	58	8261	1	60	5670	2	62	5020	2	61	7933	2	57	5781	2	59	4344	US	6	238	137	1	2	5	5	6	2	6	2	7	5	6	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	3	3	2	1	28	1	2	1	6	1	3	3	Psychology	2	0	0	0	0	0	2	2	0
2	31	3556	3	6	14503	3	50	2888	3	10	3294	2	30	2796	4	44	1364	3	22	4409	2	20	3674	4	9	2047	3	5	2587	3	56	2796	4	25	6410	3	28	3346	3	12	4485	2	26	7838	3	52	5633	1	29	5129	2	21	2760	3	11	22438	2	39	3961	1	54	3968	2	32	3915	3	33	3630	3	41	3638	3	19	2805	2	38	4812	3	47	4725	1	8	4462	3	4	6855	4	3	2429	2	40	5565	2	55	5099	4	53	2753	2	17	4686	3	27	3014	4	45	1169	4	48	2625	2	49	3170	3	34	5855	2	51	4820	3	14	3360	3	1	7079	3	46	2843	4	43	2511	1	24	4785	3	37	2701	3	13	4408	3	16	3667	3	15	10560	3	23	1874	4	2	2355	4	36	3279	4	42	2145	2	18	3526	4	35	4649	3	7	2234	2	57	6028	1	62	4275	2	58	5804	2	61	3216	2	60	3360	1	59	4102	US	33	275	267	1	2	7	6	2	5	6	2	5	5	2	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	2	1	2	1	37	3	6	1	6	2	2	2	psychology	1	2	0	3	2	1	2	1	0
3	17	2134	3	53	1352	4	55	2318	3	29	4122	2	20	3054	3	33	1535	3	23	1608	2	42	3578	2	21	1546	4	19	1753	3	28	6241	3	45	1815	2	16	1609	4	40	3123	3	41	2628	2	44	2584	3	31	2777	3	5	1464	3	4	1831	2	30	5276	2	9	2784	3	50	1729	3	35	2702	3	48	3529	3	2	4809	4	36	2566	2	12	3310	1	34	3356	3	43	4736	3	47	2363	3	1	6588	3	25	1863	3	6	3897	4	7	2304	3	32	1443	3	14	1377	3	26	2332	3	37	2511	3	46	3468	4	15	2118	4	11	1516	3	56	2876	4	24	1921	4	27	2137	2	13	3572	3	52	2243	2	49	2335	3	3	3769	3	8	3923	3	22	1856	3	54	1955	4	10	2637	3	51	1633	3	18	3580	3	39	3235	4	38	1583	1	58	5108	1	57	3795	2	60	4405	1	62	3467	2	59	5518	1	61	2422	US	3	596	297	1	1	2	6	6	5	6	2	6	4	5	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	2	1	27	1	4	2	6	2	1	2	Human services	2	0	2	2	0	0	3	2	0
4	29	2969	3	39	2581	4	14	3512	4	6	3381	3	38	3149	3	21	7034	3	35	3646	3	51	3332	3	42	2916	2	55	24327	4	19	4283	4	37	3202	4	16	2434	3	40	4485	4	9	8588	4	47	5252	2	43	5104	3	18	11964	3	25	4113	3	15	4116	2	4	14963	3	13	6404	4	30	8079	3	52	4561	3	26	4551	4	8	5253	3	46	6265	4	28	4899	3	12	4433	3	33	4271	3	50	13351	2	24	3820	2	5	22157	3	3	67405	3	41	3532	4	10	8975	4	23	5501	2	34	9387	3	22	11218	4	20	7783	3	36	3200	3	44	12644	4	1	22017	3	48	12584	3	31	8889	4	11	2566	4	27	5565	4	7	5696	4	32	4659	4	54	3046	4	2	4809	3	56	6027	4	53	2503	2	17	9320	2	49	7252	4	45	2285	1	60	6769	2	59	18267	2	62	27641	1	61	9754	2	57	8099	2	58	5464	US	10	518	296	1	1	7	4	7	5	7	2	6	5	3	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	2	2	2	1	23	1	0	1	6	1	1	0		0	0	0	0	0	0	0	0	0
1	53	2500	1	16	3516	1	54	2436	4	10	3051	2	21	1959	2	23	5183	3	41	2079	2	15	3798	2	47	2832	4	5	3102	1	52	3519	3	38	9374	1	44	3494	3	3	5007	4	33	3090	4	30	5487	3	48	4379	4	27	1627	3	28	3100	4	6	3196	3	7	3220	2	20	2992	2	37	3052	4	18	2795	3	31	3284	4	1	4031	3	45	5777	4	26	7143	2	42	2587	2	39	3004	3	55	3515	3	49	3609	3	36	2205	3	51	3420	3	29	1796	3	11	5359	1	4	4301	2	2	6498	2	50	3839	3	34	3052	3	32	2243	4	13	4128	3	8	3848	3	12	7689	3	9	9359	4	25	1904	4	17	3109	3	56	3104	3	19	5049	3	35	2107	4	22	2364	3	14	4212	4	40	1941	3	43	2973	2	24	5619	3	46	1296	2	57	5055	1	60	6996	2	58	3660	1	61	6611	2	59	8315	1	62	3906	US	5	245	168	1	2	1	3	7	7	5	6	6	5	5	3	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	4	2	2	1	41	1	1	1	6	2	1	2	Biology, Botany, Nursing	2	2	0	0	2	2	2	2	0
4	44	2699	4	36	1530	4	25	1518	4	56	1971	2	30	2912	4	7	1774	4	49	2378	4	23	1176	2	54	2863	3	55	2102	3	8	2660	4	32	1795	2	43	4330	4	39	2980	2	5	4941	3	48	4580	1	50	5135	4	45	1843	2	26	1765	2	51	2792	1	6	2965	2	29	3190	3	19	2788	4	15	2400	1	46	1909	2	11	6025	2	47	2825	2	1	3979	4	13	1697	3	16	2406	4	22	2736	3	53	2541	4	24	1470	3	37	2372	4	27	1874	4	31	2547	3	3	2246	2	17	4530	2	52	2304	2	40	3171	3	38	1380	1	42	4917	4	2	3262	4	33	2038	2	20	4813	4	14	1250	4	9	2054	3	10	4703	4	41	2399	3	21	4131	4	4	2052	2	12	4389	4	34	1538	3	18	2955	4	35	3855	3	28	1534	1	62	2692	1	60	4262	2	59	2722	2	58	2539	2	61	2587	1	57	2487	US	2	175	130	1	2	3	6	1	5	7	5	5	6	4	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	1	2	1	25	1	12	2	6	1	1	3	Computer Science / Studio Art	2	0	0	0	3	3	1	4	0
4	41	2084	4	22	2551	4	49	2548	4	50	1567	3	5	2382	4	30	1415	4	37	1782	3	51	2102	3	14	1751	3	27	11121	3	45	2314	4	34	2083	4	16	2586	3	6	1751	3	52	4432	2	20	11300	2	13	1985	2	25	3299	2	21	2783	2	29	1750	1	40	2235	2	11	2016	3	44	2969	2	53	7001	1	24	1698	2	35	3966	3	18	485	2	28	1769	4	32	1431	4	36	1816	4	26	1745	3	33	2037	4	46	3766	3	48	3386	4	42	3583	3	9	4364	4	12	1648	2	38	13036	3	56	2765	3	4	2484	3	39	9331	2	10	8185	4	19	5747	4	1	7076	4	47	3185	3	31	4185	4	55	1968	4	7	1751	3	2	3987	4	3	11733	3	17	2636	4	15	1463	4	54	3201	3	43	2433	4	23	2234	3	8	1651	1	58	4701	2	60	3835	2	62	4750	2	59	6167	2	57	4050	2	61	2149	US	232	224	208	1	1	6	6	5	5	7	3	6	6	2	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	3	3	1	21	1	1	2	1	1	1	1	Journalism & Creative Writing	2	0	0	0	0	0	3	3	0
