Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	Q20A	Q20I	Q20E	Q21A	Q21I	Q21E	Q22A	Q22I	Q22E	Q23A	Q23I	Q23E	Q24A	Q24I	Q24E	Q25A	Q25I	Q25E	Q26A	Q26I	Q26E	Q27A	Q27I	Q27E	Q28A	Q28I	Q28E	Q29A	Q29I	Q29E	Q30A	Q30I	Q30E	Q31A	Q31I	Q31E	Q32A	Q32I	Q32E	Q33A	Q33I	Q33E	Q34A	Q34I	Q34E	Q35A	Q35I	Q35E	Q36A	Q36I	Q36E	Q37A	Q37I	Q37E	Q38A	Q38I	Q38E	Q39A	Q39I	Q39E	Q40A	Q40I	Q40E	Q41A	Q41I	Q41E	Q42A	Q42I	Q42E	Q43A	Q43I	Q43E	Q44A	Q44I	Q44E	Q45A	Q45I	Q45E	Q46A	Q46I	Q46E	Q47A	Q47I	Q47E	Q48A	Q48I	Q48E	Q49A	Q49I	Q49E	Q50A	Q50I	Q50E	Q51A	Q51I	Q51E	Q52A	Q52I	Q52E	Q53A	Q53I	Q53E	Q54A	Q54I	Q54E	Q55A	Q55I	Q55E	Q56A	Q56I	Q56E	T1A	T1I	T1E	T2A	T2I	T2E	T3A	T3I	T3E	T4A	T4I	T4E	T5A	T5I	T5E	T6A	T6I	T6E	country	introelapse	testelapse	surveyelapse	uniquenetworklocation	screensize	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	hand	religion	orientation	race	voted	married	familysize	major	drug1	drug2	drug3	drug4	drug5	drug6	drug7	drug8	drug9
1	33	6607	2	5	3851	3	29	6369	3	17	2754	4	13	2821	4	39	1769	3	51	3977	2	43	3316	3	6	3309	3	14	3380	2	12	2948	3	41	3348	1	11	3998	3	35	5068	4	42	3568	4	38	4094	4	31	3607	4	46	3133	4	10	2642	4	48	2483	4	25	3035	3	20	3768	2	37	3205	3	22	3000	4	16	2421	2	28	6070	4	2	4069	2	18	4181	3	4	4073	4	34	3875	3	52	3822	4	56	2825	4	23	2975	3	1	5350	2	15	2561	3	24	3131	4	53	3590	2	44	7319	2	19	4499	2	7	6273	3	9	2583	4	3	3723	3	26	3392	3	40	3597	3	32	4859	4	30	2740	2	27	2480	3	45	4213	4	49	2722	3	55	2313	4	50	2376	4	47	2658	4	8	2308	3	54	2695	3	21	8528	4	36	2297	2	60	2515	1	61	5761	2	58	5974	1	59	3957	2	62	4444	1	57	5954	US	4	236	193	1	2	2	6	3	6	5	4	6	1	6	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	3	3	2	1	47	1	6	1	6	1	2	1	History	1	0	1	0	0	0	0	4	0
2	18	3051	2	14	7357	3	40	2437	3	35	3472	2	20	3219	3	53	1905	2	22	7463	3	49	3864	2	21	2187	3	47	7902	2	31	13754	4	2	28511	2	33	4158	3	10	3083	3	13	4300	3	41	3064	3	3	19525	3	37	2589	3	42	12854	3	56	27283	2	44	3790	3	6	19665	2	38	2727	3	29	4532	3	15	2136	3	28	9487	3	4	82692	3	16	10600	3	25	3325	2	52	2309	3	11	2932	3	43	2703	3	55	5869	3	27	8982	4	7	3701	3	8	3532	2	24	3028	2	17	6033	3	23	3536	3	1	9075	3	36	2899	3	26	5067	3	45	14242	3	30	2568	2	39	12682	2	5	6164	2	48	4451	4	51	3033	4	9	9818	3	46	2098	3	12	3095	4	34	6010	4	19	2278	4	50	4058	3	32	16709	3	54	1980	2	57	13143	1	61	6373	2	58	8424	1	59	5069	1	60	184009	2	62	9738	US	11	678	983	1	1	3	5	5	6	6	5	5	2	5	3	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	2	2	2	1	27	1	2	2	6	1	1	5	Art Education	2	0	0	2	0	0	3	1	0
3	33	5696	3	9	2951	3	35	8592	2	42	4264	3	31	3407	3	34	2468	2	41	8008	2	15	4033	3	2	10310	3	25	7353	1	14	8396	3	45	3287	3	12	7689	3	7	13498	3	26	11308	3	52	5580	2	40	5685	2	3	5879	3	51	4285	2	54	6948	2	18	3925	3	19	6227	3	48	5109	3	27	9755	2	20	3612	3	44	4070	3	53	3708	3	10	7345	4	23	3091	2	1	9079	2	6	4263	3	56	3836	3	29	6287	4	36	6428	3	21	4988	3	39	5878	2	46	7309	3	37	5954	2	55	4565	3	30	6729	2	8	4774	3	38	6755	3	28	8883	4	24	6191	2	49	9900	3	5	4387	2	13	5639	4	32	4790	4	43	3967	4	22	2950	3	4	3985	3	47	5135	4	11	2524	3	16	4296	3	50	6379	4	17	2626	2	61	5752	2	62	5353	2	59	10599	1	58	11392	2	60	10436	1	57	7015	US	13	376	242	1	1	5	4	5	4	6	6	7	1	3	2	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	3	3	2	1	31	1	1	1	7	2	2	1	Physics	2	0	0	0	0	0	3	0	0
4	29	4768	3	6	3925	2	16	4161	3	51	3404	3	52	2478	2	11	5750	3	56	3808	2	13	2306	2	35	3111	3	32	3072	2	8	7190	4	22	5194	1	21	3732	3	47	6464	3	28	4666	3	31	4023	2	38	5820	3	18	2570	2	25	5266	2	46	3512	2	41	3999	3	27	6471	3	7	4244	4	39	3641	2	50	3928	3	2	4011	2	45	6749	4	49	3208	3	44	18639	4	37	2554	4	33	6744	4	3	7045	4	19	4528	3	42	10480	4	14	4010	2	5	5173	3	30	6943	3	9	6704	4	1	9116	2	17	5196	3	23	5069	2	43	5971	4	4	4948	4	10	3958	3	24	9183	2	34	8268	3	54	6176	4	26	5580	2	55	5937	4	36	2688	2	12	4991	4	48	1554	2	40	4707	2	20	5667	4	15	5941	4	53	2911	1	58	10126	2	57	7542	2	60	3613	1	61	4440	1	59	8688	2	62	2577	US	78	329	251	1	2	2	1	2	5	6	5	7	5	7	5	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	3	2	2	1	63	2	1	1	6	1	2	4	psychology	2	2	0	0	2	2	2	0	0
1	53	5245	2	10	13718	3	26	3282	3	42	6342	3	22	6888	4	5	3729	2	37	11680	2	20	3038	2	9	7877	2	48	3595	3	47	8615	3	4	4763	3	31	5034	2	32	7870	3	13	12387	3	3	21748	3	2	12460	2	56	4838	3	28	14713	3	21	3325	3	11	5151	3	15	7209	3	45	19374	2	40	6226	2	41	9354	3	46	13031	2	12	12102	3	35	12268	2	1	12322	3	29	4777	2	30	5591	4	43	3894	2	50	7640	3	14	5783	3	38	4075	4	7	4934	4	23	7273	2	25	6235	3	27	13129	3	54	5507	2	8	5166	3	55	9615	3	18	4900	2	36	18259	2	34	14023	3	24	3336	2	6	10853	3	39	10490	3	51	10745	3	49	20995	2	19	16581	3	17	7009	3	52	5044	3	44	7942	2	33	5900	2	16	12663	2	62	4347	2	57	7244	2	59	10426	1	60	8951	2	61	8909	1	58	4134	US	21	535	343	1	2	2	6	5	4	4	3	4	3	7	2	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	3	1	2	1	66	2	12	1	6	2	3	4	Home economics and also nursing	2	0	0	0	0	0	2	1	0
1	22	73409	1	24	7183	3	36	3391	4	54	2031	4	55	1535	4	13	1994	3	25	2702	3	21	6905	3	31	2310	3	39	5664	2	29	3851	4	48	3360	3	47	3234	4	17	3284	3	35	7656	3	3	5362	3	44	32669	3	19	1648713	3	52	2466	4	8	6130	3	28	3436	3	34	3533	3	26	3466	3	9	3739	3	6	2645	4	7	115015	3	51	5646	3	49	3647	3	14	3726	2	11	4812	3	12	8107	4	46	3135	3	5	2631	3	2	6454	4	53	2757	3	16	2193	3	18	5773	3	23	12525	3	33	5057	3	15	5205	4	43	2739	3	4	6658	3	1	6673	3	37	6236	4	56	4024	4	41	2261	2	38	4209	4	27	4470	4	10	3125	3	32	1814	4	45	2634	4	42	2986	4	50	2052	3	20	4340	3	30	7913	4	40	2082	1	57	8803	1	60	5611	2	61	6661	2	58	5007	2	62	4847	2	59	2963	US	18	2126	277	1	2	5	1	6	2	6	5	6	2	7	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	3	1	2	1	31	1	6	1	6	1	1	2	Dance	2	0	0	0	0	0	2	4	0
2	43	3519	4	52	6412	2	14	2849	4	46	1556	3	16	2064	4	4	3043	4	24	1909	4	45	2957	4	31	2042	4	10	2699	1	44	3250	4	21	1814	3	12	2054	4	22	3185	3	25	3139	1	51	3038	3	47	7502	1	7	2635	2	6	4221	4	54	3695	3	33	2654	3	15	2724	3	55	2181	3	18	2715	2	17	1843	3	35	5134	3	8	3614	4	20	2365	4	28	2534	2	3	2912	3	38	2575	4	32	1622	2	27	3101	2	50	2748	4	26	1861	4	34	2574	2	9	3161	2	41	5087	4	56	3188	2	30	3642	3	48	3008	4	1	27687	3	23	3069	4	40	4488	4	53	2945	4	13	2545	2	5	2678	4	36	3107	4	19	3367	3	39	3163	3	49	2684	3	37	2340	4	2	2134	4	42	2887	2	11	5159	4	29	1421	1	60	3714	1	61	4348	2	62	7473	2	59	5061	2	57	8334	1	58	2734	US	3129	226	168	1	2	6	6	6	7	7	5	5	6	3	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	3	2	2	1	35	1	7	5	7	2	1	3	design	2	0	0	0	0	0	2	3	0
2	1	15973	3	11	2917	2	44	7743	3	29	3984	3	20	5240	2	39	2550	3	54	3277	2	36	4941	2	49	4472	2	32	4420	3	5	9826	2	33	3839	2	46	2434	3	42	4387	3	35	6819	2	23	5585	3	17	8305	1	9	4366	3	41	3399	3	8	6354	2	56	4003	3	12	5203	2	52	4019	3	43	4569	3	50	2470	3	34	6072	2	51	10175	3	19	6870	2	28	2471	2	22	3075	2	2	7619	1	7	5929	2	16	5157	2	55	3795	3	40	4708	3	26	2587	2	4	5900	2	25	7406	3	10	7260	3	21	4217	3	6	5536	2	24	7742	3	13	5124	3	47	6406	2	31	12007	2	45	3470	3	15	3173	3	53	9125	3	14	11441	3	3	4909	2	48	3969	2	30	3025348	3	27	2283	3	18	5589	2	38	6741	3	37	2034	1	58	5171	1	61	8106	2	57	17883	1	60	1417	1	59	15980	2	62	8028	US	46	3387	832	1	1	3	4	6	5	6	5	6	3	3	2	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	2	3	2	1	45	1	7	1	6	1	2	2	Science 	0	0	0	0	0	0	2	1	0
3	1	11543	3	34	6071	3	21	3531	4	6	1982	3	12	1907	4	40	1712	3	11	1789	2	27	1711	2	55	3798	2	26	17648	3	41	2625	3	37	4590	1	13	1890	3	15	6204	3	14	10007	3	28	2897	2	56	2342	3	42	2627	2	50	2438	3	5	3265	2	51	8696	2	53	5453	3	30	4155	2	18	4579	2	29	2460	3	46	9533	2	43	2389	3	3	3407	4	48	1962	4	38	1916	3	23	2889	4	20	1617	4	7	2034	4	25	2456	4	9	1775	4	2	2114	3	24	2429	4	39	2420	3	49	3427	3	36	3878	4	47	1952	4	52	2749	4	45	1904	3	17	4390	1	16	3247	3	54	1984	2	4	2065	4	33	2852	4	35	2553	4	31	2016	3	44	2750	3	10	1827	4	32	1342	3	22	4703	3	8	3646	3	19	1897	1	59	3181	2	62	4898	2	60	2397	2	61	4634	2	58	10232	1	57	38699	CA	2	266	146	1	2	5	2	7	3	6	5	6	1	7	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	34	2	2	1	6	1	2	2		2	0	0	2	0	0	2	1	0
3	36	14751	2	9	4167	3	34	11150	2	2	4130	4	39	4070	3	16	3467	2	11	5433	2	33	3032	3	51	3180	4	5	3031	2	6	7523	3	47	5335	3	32	1948	2	20	7835	3	55	4649	3	50	3354	4	26	21717	4	8	2399	3	45	2582	4	7	2362	2	1	9671	4	37	2535	3	28	3236	3	4	5251	3	48	2149	3	17	5233	2	21	4999	4	35	3918	2	46	3884	4	27	1766	4	31	3602	4	15	2398	4	30	3631	3	42	4411	3	40	2313	4	56	1501	3	22	2732	4	53	7633	3	3	3746	2	13	7886	4	23	2451	4	25	3517	2	18	4935	2	49	9832	2	38	5497	2	54	2834	2	29	5535	3	44	3583	4	19	5297	2	12	4546	2	24	9216	2	41	112581	4	14	2685	3	10	6203	2	43	4450	2	52	2266	1	62	5734	2	59	8350	2	60	5302	1	61	7883	1	57	9853	1	58	4730	US	18	426	180	1	1	3	6	7	4	5	5	3	1	7	3	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	4	1	1	1	27	1	1	1	6	2	2	3	Political science 	0	0	0	0	0	0	0	0	0
4	21	5617	3	28	2548	3	27	3367	3	22	8237	2	19	4784	2	36	3732	3	39	3745	3	29	2068	2	43	2978	3	53	4261	3	33	5401	3	4	9419	2	18	4195	4	14	5673	2	12	4434	2	2	13532	3	23	4865	1	44	3652	3	1	8429	2	41	4184	3	7	5074	2	6	5369	2	52	4778	3	11	6577	3	3	3279	3	50	9138	3	13	8107	3	35	5110	4	54	3440	3	38	3067	4	40	5203	4	51	2981	2	47	3809	2	34	5922	4	26	2513	2	10	8122	3	5	6872	3	31	15462	3	46	6564	3	30	6712	3	25	2677	3	42	5395	2	48	3754	3	37	5211	3	49	7298	3	55	2810	2	45	6566	2	24	4550	3	32	7328	2	8	4003	3	17	5743	2	15	4867	3	20	2341	3	16	7631	3	9	8977	2	56	2276	1	61	5300	2	60	6669	2	59	8464	2	62	4980	1	58	7127	1	57	5418	US	13	343	221	1	1	2	5	3	5	6	5	6	2	6	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	4	2	1	1	40	1	6	1	6	2	2	3	Chemical engineering	2	0	0	0	2	0	2	0	0
2	5	5145	2	14	7916	2	55	4845	4	15	4377	3	19	2665	4	28	3825	2	39	2764	3	51	4993	4	53	3219	2	31	7646	2	32	3379	4	42	4018	2	36	5698	3	41	5046	2	6	6358	2	27	5271	2	11	5039	2	50	3228	3	46	13350	2	2	13026	1	16	4065	3	24	3918	2	48	5725	3	10	4254	1	30	3695	2	1	10740	2	7	3313	2	8	4415	1	26	3598	1	21	4800	2	47	5965	2	3	6678	3	40	3964	2	35	4168	2	43	4681	2	34	5016	1	33	7982	2	9	2772	2	44	3690	2	38	7246	2	18	4987	1	52	4051	4	56	4656	4	29	3274	3	54	5279	3	20	5037	3	23	3646	4	45	3922	4	22	4259	3	25	3534	3	4	4571	3	37	3696	4	49	2862	3	17	6593	3	12	7005	3	13	3498	2	57	5928	1	62	4153	2	58	19215	1	61	6031	2	59	4076	2	60	2811	GB	21	326	219	1	2	6	1	6	7	5	5	7	5	3	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	2	1	57	1	12	1	6	2	2	2	English	2	0	0	0	0	0	2	1	1
2	21	27397	3	43	4087	3	50	4235	4	44	10843	3	15	5994	3	22	3734	4	34	3227	3	41	3590	3	7	6448	3	56	3334	2	31	34982	3	49	87152	3	18	5342	4	11	4598	2	55	11739	2	40	18100	2	28	8307	2	24	3714	2	37	3775	3	16	88612	2	27	4516	3	3	3641	3	36	4534	2	25	7334	2	52	3673	2	12	15791	2	32	4273	2	39	4133	2	6	5917	2	53	2973	2	20	18231	2	48	8584	3	45	5657	2	51	9189	4	2	13342	3	42	15835	2	46	3924	2	54	13076	3	9	13324	3	30	6726	3	4	4171	3	23	43816	3	35	4780	3	47	48848	3	14	9272	4	17	4988	3	33	2416	3	8	6976	3	10	4401	3	13	2906	4	5	3459	4	26	5248	3	29	3591	3	38	7166	3	19	14618	4	1	15423	1	60	3960	1	62	6032	2	57	9544	2	61	13106	2	59	5682	2	58	4538	US	91026	729	466	1	1	7	3	6	5	7	1	7	5	6	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	4	3	2	1	45	1	1	1	6	1	1	2	Occupational Therapy	2	3	0	0	3	3	3	1	0
3	4	4753	3	51	7173	4	29	3252	4	13	3397	1	35	2184	3	16	2551	3	5	3466	2	17	14556	1	34	4219	2	24	6117	2	10	6486	4	21	3117	1	23	2445	4	40	3935	1	54	4587	4	2	5916	3	55	5000	1	22	14546	3	49	11133	1	32	8303	1	48	3288	3	14	21011	2	37	8167	2	39	6262	3	18	6153	4	6	2758	1	28	5580	2	15	18990	4	56	3318	4	47	2849	4	31	4118	4	25	3134	4	43	2285	3	38	4258	4	42	2234	4	53	4069	4	41	4835	1	19	9392	2	7	12035	2	12	5490	3	27	3356	4	8	5918	2	20	8350	4	36	6722	1	44	4151	1	33	4018	3	1	22113	2	52	18391	3	9	5669	3	30	9120	2	26	4651	2	50	8004	3	11	3017	2	45	8954	3	3	8047	2	46	6486	1	57	5736	2	58	7097	2	62	3101	1	61	14956	1	59	21080	1	60	3001	US	12	430	416	1	1	1	5	7	2	7	7	1	1	6	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	3	2	2	1	29	1	1	1	3	1	1	2	Math	0	0	0	0	0	0	2	0	0
3	9	7894	3	18	2574	3	28	10839	4	35	2662	4	3	2268	3	53	3942	3	30	5141	3	38	3062	4	42	3017	3	47	3143	2	55	4242	3	54	3626	3	8	6877	3	14	8502	4	11	5470	3	7	3850	1	37	8294	3	27	7700	3	19	6881	1	36	4379	2	22	3614	3	5	3508	3	2	6354	3	15	4751	3	1	5454	4	17	4042	1	52	4924	3	41	3762	2	49	3040	3	20	16551	4	40	2912	2	33	2213	3	23	3597	3	39	6335	3	13	2887	2	45	4560	3	25	10403	2	31	2675	3	44	9079	3	50	7197	3	34	3087	2	32	7251	4	16	3024	4	4	2566	3	26	9260	4	10	3841	3	56	1917	4	46	4743	3	51	3858	4	48	2158	3	29	6767	4	12	3859	3	6	2187	3	21	3810	4	43	4563	4	24	1548	1	62	2604	1	58	20291	2	61	3782	2	57	5373	2	60	5282	2	59	4202	US	4	319	141	1	2	7	1	5	3	6	1	7	2	7	2	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	4	2	2	1	25	1	3	1	5	1	1	4	International Development	1	0	0	0	1	1	2	2	0
2	37	2656	2	32	2722	3	5	7520	2	15	2417	2	10	3156	2	13	2496	2	7	4763	2	24	2820	2	23	2168	2	14	6963	2	33	4708	2	52	3465	2	29	2549	3	3	7129	3	34	3723	3	45	4085	3	30	76170	3	43	2208	3	36	2469	3	49	3307	3	54	3301	3	21	1967	3	41	1747	3	56	2882	3	25	3361	3	9	3307	3	40	2497	3	8	5179	3	19	2428	2	46	2453	3	16	3379	4	51	2439	2	17	3386	4	4	3754	3	53	2268	3	35	2119	2	1	19962	3	55	4631	3	26	3363	3	38	3381	3	6	3262	4	27	18789	2	28	3673	2	44	34452	2	42	3745	3	20	2486	3	39	5388	2	18	4149	3	31	3764	2	2	4023	3	22	3345	1	11	3908	2	50	3730	3	48	4095	2	12	4297	2	47	2165	2	59	2411	2	58	5693	2	61	7921	1	57	3148	1	60	3417	1	62	4692	US	14	358	188	1	1	1	5	7	5	4	6	3	1	6	4	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	4	3	1	1	26	1	2	1	1	2	1	2	Engineering	1	0	0	0	0	0	0	0	0
2	50	4082	3	42	3670	3	34	6861	4	39	3819	3	52	8101	3	13	2255	3	1	7700	2	44	3899	4	35	2542	3	5	3498	1	56	3545	3	9	4350	3	37	2362	4	31	2435	3	29	8714	2	10	5980	3	20	4182	2	11	2671	3	19	2963	4	4	2419	3	40	4490	3	24	3395	4	41	3284	3	6	3496	3	16	4352	3	23	4160	3	3	6480	2	2	3972	1	54	2889	1	12	3200	2	21	6475	3	47	5553	3	32	2257	3	17	4767	2	36	2933	2	53	2343	2	26	3025	3	46	3364	1	22	3416	3	7	4401	3	38	3537	2	27	11070	3	28	3149	3	14	2761	3	18	7375	4	48	2497	3	33	6790	4	25	3176	4	8	3202	4	45	4613	4	51	2416	4	15	2241	4	30	2403	4	49	3470	4	43	4403	4	55	2122	1	59	4865	1	57	8271	2	62	4748	1	61	4359	2	60	10412	2	58	5809	US	45047	268	299	1	1	6	5	7	5	6	1	7	1	6	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	4	1	2	1	31	1	6	1	6	1	2	2	Speech language pathology 	0	0	0	0	0	0	2	2	0
3	44	3234	3	24	4866	3	43	8934	4	42	2314	3	28	2432	2	54	4429	3	9	4512	3	16	4583	3	36	5817	3	53	3870	2	41	4702	3	22	7716	3	23	2284	4	49	4618	3	33	15737	3	8	6034	2	26	5884	2	21	7198	3	3	5736	2	1	13412	2	35	4498	3	29	3391	3	31	2799	3	15	9455	3	7	5099	2	5	11715	2	37	7834	1	50	4613	2	45	6517	4	25	4268	3	10	6372	3	52	5208	4	27	2952	3	12	5716	4	6	2769	3	46	3150	3	13	4516	2	55	6972	3	14	6616	2	4	5618	3	48	2604	3	32	15049	3	17	5716	3	38	5733	3	39	6467	3	11	2917	3	2	4612	2	56	34152	3	30	6010	2	40	6782	4	47	4080	2	19	3833	3	18	2099	3	34	7803	3	20	7067	2	51	3423	1	60	6167	2	57	10421	2	59	5849	1	58	5714	1	61	11970	1	62	16965	US	15	405	300	1	1	3	6	6	5	7	6	2	2	6	2	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	4	1	1	1	27	1	3	1	6	1	1	4	Physics	2	1	0	2	2	2	3	0	0
2	23	3205	3	49	3825	2	37	4126	3	20	3284	2	29	11272	3	17	2923	3	6	2719	3	55	2235	3	43	3279	3	22	4843	4	21	2725	3	1	5077	3	16	2357	3	42	5529	3	25	6620	4	15	4700	2	19	6095	3	54	2902	2	31	3130	3	18	3129	3	38	5879	3	5	4796	3	13	3910	3	30	3968	2	41	2847	3	2	12190	2	28	3501	4	52	4854	2	3	5546	3	4	2969	4	33	4455	4	35	3278	3	26	3568	3	32	4144	4	40	2903	3	39	3129	3	56	6641	3	24	5818	2	7	4886	3	53	4639	3	14	2822	3	8	5622	3	36	3013	4	10	4166	2	46	9474	3	27	3369	2	12	7836	3	51	6683	3	11	4157	3	44	4333	3	34	4885	3	50	2809	3	47	2321	4	9	4096	3	48	9035	2	45	3217	2	59	7600	2	60	4973	2	62	6314	1	57	5718	2	58	14922	1	61	5320	US	11	301	257	1	1	3	5	5	5	5	6	5	3	6	2	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	26	1	1	1	6	2	2	3	Psychology	0	0	0	0	0	0	0	0	0
4	10	3633	3	28	2593	2	7	7297	3	54	2324	3	48	4515	3	36	1386	3	35	1844	2	41	3501	3	37	1966	4	40	3085	2	43	3433	3	20	2237	2	17	3879	3	51	4788	3	16	2625	4	32	3381	3	49	3249	4	24	2029	3	15	2512	4	33	2317	3	11	5927	3	47	2450	4	25	2938	4	44	2479	2	1	8091	4	55	5994	3	52	2681	2	3	10300	3	26	3501	3	34	4151	4	23	2282	3	9	4201	3	30	1773	2	22	4334	4	5	1651	3	6	4612	2	18	3318	2	53	10118	3	27	7704	2	13	6651	3	56	2514	2	38	7673	4	2	3668	4	42	2780	3	50	4519	3	45	4972	3	19	7513	3	46	3031	4	39	4745	4	4	3069	3	14	3100	3	31	2138	3	29	3298	3	8	3306	4	21	5045	4	12	2054	2	61	11129	2	58	7500	2	59	4865	1	57	3950	2	60	3351	2	62	8320	US	2	260	176	1	1	5	5	6	6	7	3	7	3	4	2	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	3	2	2	1	32	1	2	2	1	1	1	2	BFA	3	0	0	0	0	0	3	0	0
2	6	2450	2	44	4826	2	50	5375	3	7	2348	4	2	3175	3	24	1636	2	10	1955	2	23	4267	3	35	5122	2	11	2587	2	46	2318	3	25	2303	2	43	1534	3	9	6047	3	28	6825	4	19	2602	1	33	2541	4	54	2551	2	21	2950	3	3	2196	1	53	2046	3	47	2122	3	12	4356	2	52	16732	1	30	1770	4	5	2525	1	4	2997	4	13	3551	1	15	1884	3	16	2578	3	1	7347	2	55	2647	3	8	1985	2	38	8170	3	42	1978	3	14	2040	3	40	4437	3	18	8874	2	20	4836	4	22	7378	4	26	1441	2	36	3252	4	39	3430	4	48	1758	4	49	3291	4	29	2484	2	51	2732	4	27	2524	4	56	3905	4	31	1672	4	17	2278	4	45	1877	4	32	1983	4	41	3116	4	34	6344	3	37	1251	2	59	2157	1	58	6646	2	62	5201	1	60	4707	2	57	3837	2	61	2709	US	454	225	162	1	2	5	5	7	3	5	3	6	3	4	2	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	4	2	2	1	29	1	1	1	6	1	1	2	Sociology	2	0	0	0	0	2	2	4	0
2	53	6517	1	20	2134	2	42	3368	3	39	3002	4	13	2848	3	40	2716	1	23	2483	1	52	2416	1	32	2834	4	10	4733	1	1	4587	3	11	10183	2	19	2369	2	44	4566	3	50	4850	4	35	7350	3	9	4784	4	31	2468	3	21	2599	2	3	5129	3	47	4117	3	6	8517	4	4	10068	4	28	4200	3	30	2333	3	55	5549	3	56	4950	4	46	2083	3	33	6333	4	37	2866	3	22	4098	4	38	1849	4	15	2081	4	45	3066	4	7	2700	4	18	2048	4	14	3033	3	24	4184	3	27	4833	4	41	2748	3	16	2969	4	25	2867	2	12	8570	4	5	3449	1	51	3900	4	48	2533	4	49	4168	3	8	6817	4	26	3966	3	17	2950	4	2	3202	3	29	6264	4	43	3733	4	36	3415	3	54	4650	2	34	2482	2	58	2515	2	59	4916	1	61	10817	1	62	2983	1	60	4950	1	57	2686	US	2	259	173	1	1	3	6	7	5	4	6	5	1	4	4	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	4	2	1	1	35	1	1	1	6	1	2	1	Biology	4	0	0	3	0	0	3	0	0
4	36	4812	4	24	3029	2	25	6064	4	46	3247	4	37	3776	4	53	2953	3	8	3741	4	11	5511	4	5	7019	4	10	5139	2	31	12368	3	7	5989	4	35	3334	3	13	21476	2	19	27235	1	28	8448	3	6	17526	2	16	8954	2	42	3858	1	45	6110	4	3	3981	2	38	8448	2	26	7916	4	56	4815	1	47	3290	3	54	7055	3	9	5046	3	22	8599	3	34	4881	4	33	2400	3	44	8058	3	17	14119	4	48	10920	3	15	7018	4	40	4128	4	43	2041	4	32	5267	4	55	8646	3	21	15895	4	1	20323	3	14	3889	4	12	8364	1	27	9035	3	23	7706	2	29	20664	4	41	2839	4	52	3025	1	49	6759	4	18	8932	2	2	8451	2	51	10892	2	39	11119	4	4	2943	1	50	12531	3	30	7429	3	20	6389	1	60	6859	1	58	7862	2	61	9599	2	59	7169	2	57	15973	1	62	4472	US	4	497	404	1	1	7	7	5	5	6	1	4	7	6	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	1	1	1	41	1	6	1	6	1	3	5	Art/construction management 	0	0	0	0	0	0	0	0	0
